municipality,group,variable,month,Vaginales,TOTAL
ACACIO,atencion de partos en servicios,vaginales,2010-01-01,3,3
ACHACACHI,atencion de partos en servicios,vaginales,2010-01-01,33,33
ACHOCALLA,atencion de partos en servicios,vaginales,2010-01-01,5,5
AIQUILE,atencion de partos en servicios,vaginales,2010-01-01,26,26
ALCALA,atencion de partos en servicios,vaginales,2010-01-01,1,1
ALTO BENI,atencion de partos en servicios,vaginales,2010-01-01,3,3
ANCORAIMES,atencion de partos en servicios,vaginales,2010-01-01,10,10
ANDAMARCA,atencion de partos en servicios,vaginales,2010-01-01,1,1
ANTEQUERA,atencion de partos en servicios,vaginales,2010-01-01,2,2
ANZALDO,atencion de partos en servicios,vaginales,2010-01-01,2,2
APOLO,atencion de partos en servicios,vaginales,2010-01-01,12,12
ARAMPAMPA,atencion de partos en servicios,vaginales,2010-01-01,2,2
ARANI,atencion de partos en servicios,vaginales,2010-01-01,15,15
ARBIETO,atencion de partos en servicios,vaginales,2010-01-01,9,9
ARQUE,atencion de partos en servicios,vaginales,2010-01-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2010-01-01,50,50
ATOCHA,atencion de partos en servicios,vaginales,2010-01-01,5,5
AUCAPATA,atencion de partos en servicios,vaginales,2010-01-01,1,1
AYATA,atencion de partos en servicios,vaginales,2010-01-01,4,4
AYO AYO,atencion de partos en servicios,vaginales,2010-01-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2010-01-01,15,15
AZURDUY,atencion de partos en servicios,vaginales,2010-01-01,12,12
BATALLAS,atencion de partos en servicios,vaginales,2010-01-01,5,5
BAURES,atencion de partos en servicios,vaginales,2010-01-01,6,6
BERMEJO,atencion de partos en servicios,vaginales,2010-01-01,37,37
BETANZOS,atencion de partos en servicios,vaginales,2010-01-01,20,20
BOLIVAR,atencion de partos en servicios,vaginales,2010-01-01,1,1
BOLPEBRA,atencion de partos en servicios,vaginales,2010-01-01,1,1
BOYUIBE,atencion de partos en servicios,vaginales,2010-01-01,2,2
BUENA VISTA,atencion de partos en servicios,vaginales,2010-01-01,8,8
CABEZAS,atencion de partos en servicios,vaginales,2010-01-01,15,15
CAIROMA,atencion de partos en servicios,vaginales,2010-01-01,2,2
"CAIZA ""D""",atencion de partos en servicios,vaginales,2010-01-01,10,10
CAJUATA,atencion de partos en servicios,vaginales,2010-01-01,4,4
CALACOTO,atencion de partos en servicios,vaginales,2010-01-01,1,1
CALAMARCA,atencion de partos en servicios,vaginales,2010-01-01,9,9
CAMARGO,atencion de partos en servicios,vaginales,2010-01-01,20,20
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2010-01-01,2,2
CAMIRI,atencion de partos en servicios,vaginales,2010-01-01,35,35
CAPINOTA,atencion de partos en servicios,vaginales,2010-01-01,35,35
