municipality,group,variable,month,Inyectables,TOTAL
ACACIO,otras actividades de enfermeria,inyectables,2012-01-01,118,118
ACHACACHI,otras actividades de enfermeria,inyectables,2012-01-01,944,944
ACHOCALLA,otras actividades de enfermeria,inyectables,2012-01-01,91,91
AIQUILE,otras actividades de enfermeria,inyectables,2012-01-01,499,499
ALALAY,otras actividades de enfermeria,inyectables,2012-01-01,43,43
ALCALA,otras actividades de enfermeria,inyectables,2012-01-01,232,232
ALTO BENI,otras actividades de enfermeria,inyectables,2012-01-01,257,257
ANCORAIMES,otras actividades de enfermeria,inyectables,2012-01-01,170,170
ANDAMARCA,otras actividades de enfermeria,inyectables,2012-01-01,179,179
ANTEQUERA,otras actividades de enfermeria,inyectables,2012-01-01,95,95
ANZALDO,otras actividades de enfermeria,inyectables,2012-01-01,188,188
APOLO,otras actividades de enfermeria,inyectables,2012-01-01,631,631
ARAMPAMPA,otras actividades de enfermeria,inyectables,2012-01-01,79,79
ARANI,otras actividades de enfermeria,inyectables,2012-01-01,157,157
ARBIETO,otras actividades de enfermeria,inyectables,2012-01-01,238,238
ARQUE,otras actividades de enfermeria,inyectables,2012-01-01,139,139
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2012-01-01,4606,4606
ATOCHA,otras actividades de enfermeria,inyectables,2012-01-01,3696,3696
AUCAPATA,otras actividades de enfermeria,inyectables,2012-01-01,74,74
AYATA,otras actividades de enfermeria,inyectables,2012-01-01,133,133
AYO AYO,otras actividades de enfermeria,inyectables,2012-01-01,54,54
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2012-01-01,605,605
AZURDUY,otras actividades de enfermeria,inyectables,2012-01-01,437,437
BATALLAS,otras actividades de enfermeria,inyectables,2012-01-01,315,315
BAURES,otras actividades de enfermeria,inyectables,2012-01-01,467,467
BELEN DE ANDAMARCA,otras actividades de enfermeria,inyectables,2012-01-01,54,54
BELEN DE URMIRI,otras actividades de enfermeria,inyectables,2012-01-01,30,30
BELLA FLOR,otras actividades de enfermeria,inyectables,2012-01-01,65,65
BERMEJO,otras actividades de enfermeria,inyectables,2012-01-01,7576,7576
BETANZOS,otras actividades de enfermeria,inyectables,2012-01-01,1268,1268
BOLIVAR,otras actividades de enfermeria,inyectables,2012-01-01,55,55
BOLPEBRA,otras actividades de enfermeria,inyectables,2012-01-01,94,94
BOYUIBE,otras actividades de enfermeria,inyectables,2012-01-01,367,367
BUENA VISTA,otras actividades de enfermeria,inyectables,2012-01-01,251,251
CABEZAS,otras actividades de enfermeria,inyectables,2012-01-01,1401,1401
CAIROMA,otras actividades de enfermeria,inyectables,2012-01-01,253,253
"CAIZA ""D""",otras actividades de enfermeria,inyectables,2012-01-01,243,243
CAJUATA,otras actividades de enfermeria,inyectables,2012-01-01,288,288
CALACOTO,otras actividades de enfermeria,inyectables,2012-01-01,76,76
CALAMARCA,otras actividades de enfermeria,inyectables,2012-01-01,186,186
CAMARGO,otras actividades de enfermeria,inyectables,2012-01-01,2664,2664
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,inyectables,2012-01-01,248,248
CAMIRI,otras actividades de enfermeria,inyectables,2012-01-01,8937,8937
CAPINOTA,otras actividades de enfermeria,inyectables,2012-01-01,781,781
CAQUIAVIRI,otras actividades de enfermeria,inyectables,2012-01-01,87,87
CARACOLLO,otras actividades de enfermeria,inyectables,2012-01-01,428,428
CARANAVI,otras actividades de enfermeria,inyectables,2012-01-01,3330,3330
CARANGAS,otras actividades de enfermeria,inyectables,2012-01-01,19,19
CARAPARI,otras actividades de enfermeria,inyectables,2012-01-01,1191,1191
CARIPUYO,otras actividades de enfermeria,inyectables,2012-01-01,94,94
CARMEN RIVERO TORREZ,otras actividades de enfermeria,inyectables,2012-01-01,316,316
CATACORA,otras actividades de enfermeria,inyectables,2012-01-01,37,37
CHACARILLA,otras actividades de enfermeria,inyectables,2012-01-01,15,15
CHALLAPATA,otras actividades de enfermeria,inyectables,2012-01-01,2112,2112
CHAQUI,otras actividades de enfermeria,inyectables,2012-01-01,228,228
CHARAGUA,otras actividades de enfermeria,inyectables,2012-01-01,1500,1500
CHARAÑA,otras actividades de enfermeria,inyectables,2012-01-01,52,52
CHAYANTA,otras actividades de enfermeria,inyectables,2012-01-01,385,385
CHIMORE,otras actividades de enfermeria,inyectables,2012-01-01,1297,1297
CHIPAYA,otras actividades de enfermeria,inyectables,2012-01-01,35,35
CHOQUE COTA,otras actividades de enfermeria,inyectables,2012-01-01,55,55
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,inyectables,2012-01-01,762,762
CHUMA,otras actividades de enfermeria,inyectables,2012-01-01,242,242
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,inyectables,2012-01-01,105,105
CKOCHAS,otras actividades de enfermeria,inyectables,2012-01-01,271,271
CLIZA,otras actividades de enfermeria,inyectables,2012-01-01,674,674
COBIJA,otras actividades de enfermeria,inyectables,2012-01-01,19610,19610
COCAPATA,otras actividades de enfermeria,inyectables,2012-01-01,62,62
COCHABAMBA,otras actividades de enfermeria,inyectables,2012-01-01,46643,46643
COIPASA,otras actividades de enfermeria,inyectables,2012-01-01,25,25
COLCAPIRHUA,otras actividades de enfermeria,inyectables,2012-01-01,944,944
"COLCHA ""K""",otras actividades de enfermeria,inyectables,2012-01-01,494,494
COLLANA,otras actividades de enfermeria,inyectables,2012-01-01,15,15
COLOMI,otras actividades de enfermeria,inyectables,2012-01-01,359,359
COLPA BELGICA,otras actividades de enfermeria,inyectables,2012-01-01,388,388
COLQUECHACA,otras actividades de enfermeria,inyectables,2012-01-01,290,290
COLQUENCHA,otras actividades de enfermeria,inyectables,2012-01-01,142,142
COLQUIRI,otras actividades de enfermeria,inyectables,2012-01-01,696,696
COMANCHE,otras actividades de enfermeria,inyectables,2012-01-01,20,20
COMARAPA,otras actividades de enfermeria,inyectables,2012-01-01,999,999
COMBAYA,otras actividades de enfermeria,inyectables,2012-01-01,21,21
CONCEPCION,otras actividades de enfermeria,inyectables,2012-01-01,1284,1284
COPACABANA,otras actividades de enfermeria,inyectables,2012-01-01,259,259
CORIPATA,otras actividades de enfermeria,inyectables,2012-01-01,469,469
CORO CORO,otras actividades de enfermeria,inyectables,2012-01-01,192,192
COROICO,otras actividades de enfermeria,inyectables,2012-01-01,1453,1453
CORQUE,otras actividades de enfermeria,inyectables,2012-01-01,205,205
COTAGAITA,otras actividades de enfermeria,inyectables,2012-01-01,1489,1489
COTOCA,otras actividades de enfermeria,inyectables,2012-01-01,1268,1268
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,inyectables,2012-01-01,2,2
CUATRO CAÑADAS,otras actividades de enfermeria,inyectables,2012-01-01,1114,1114
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,inyectables,2012-01-01,31,31
CUEVO,otras actividades de enfermeria,inyectables,2012-01-01,107,107
CULPINA,otras actividades de enfermeria,inyectables,2012-01-01,798,798
CURAHUARA DE CARANGAS,otras actividades de enfermeria,inyectables,2012-01-01,134,134
CURVA,otras actividades de enfermeria,inyectables,2012-01-01,31,31
DESAGUADERO,otras actividades de enfermeria,inyectables,2012-01-01,158,158
EL ALTO,otras actividades de enfermeria,inyectables,2012-01-01,37217,37217
EL CHORO,otras actividades de enfermeria,inyectables,2012-01-01,86,86
EL PUENTE(STC),otras actividades de enfermeria,inyectables,2012-01-01,402,402
EL PUENTE(TJA),otras actividades de enfermeria,inyectables,2012-01-01,913,913
EL TORNO,otras actividades de enfermeria,inyectables,2012-01-01,5255,5255
EL VILLAR,otras actividades de enfermeria,inyectables,2012-01-01,347,347
ENTRE RIOS TRJ,otras actividades de enfermeria,inyectables,2012-01-01,1400,1400
ENTRE RIOS CBBA,otras actividades de enfermeria,inyectables,2012-01-01,994,994
ESCARA,otras actividades de enfermeria,inyectables,2012-01-01,28,28
ESCOMA,otras actividades de enfermeria,inyectables,2012-01-01,322,322
ESMERALDA,otras actividades de enfermeria,inyectables,2012-01-01,28,28
EUCALIPTUS,otras actividades de enfermeria,inyectables,2012-01-01,188,188
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,inyectables,2012-01-01,196,196
EXALTACION,otras actividades de enfermeria,inyectables,2012-01-01,33,33
FERNANDEZ ALONSO,otras actividades de enfermeria,inyectables,2012-01-01,667,667
FILADELFIA,otras actividades de enfermeria,inyectables,2012-01-01,553,553
GENERAL SAAVEDRA,otras actividades de enfermeria,inyectables,2012-01-01,381,381
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,inyectables,2012-01-01,168,168
GUANAY,otras actividades de enfermeria,inyectables,2012-01-01,656,656
GUAQUI,otras actividades de enfermeria,inyectables,2012-01-01,137,137
GUAYARAMERIN,otras actividades de enfermeria,inyectables,2012-01-01,15814,15814
GUTIERREZ,otras actividades de enfermeria,inyectables,2012-01-01,257,257
HUACARETA,otras actividades de enfermeria,inyectables,2012-01-01,408,408
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,inyectables,2012-01-01,90,90
HUACHACALLA,otras actividades de enfermeria,inyectables,2012-01-01,436,436
HUANUNI,otras actividades de enfermeria,inyectables,2012-01-01,4717,4717
HUARACAJE,otras actividades de enfermeria,inyectables,2012-01-01,166,166
HUARINA,otras actividades de enfermeria,inyectables,2012-01-01,136,136
HUAYLLAMARCA,otras actividades de enfermeria,inyectables,2012-01-01,77,77
HUMANATA,otras actividades de enfermeria,inyectables,2012-01-01,30,30
ICHOCA,otras actividades de enfermeria,inyectables,2012-01-01,23,23
ICLA,otras actividades de enfermeria,inyectables,2012-01-01,347,347
INCAHUASI,otras actividades de enfermeria,inyectables,2012-01-01,187,187
INGAVI (HUMAITA),otras actividades de enfermeria,inyectables,2012-01-01,147,147
INQUISIVI,otras actividades de enfermeria,inyectables,2012-01-01,94,94
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,inyectables,2012-01-01,580,580
IXIAMAS,otras actividades de enfermeria,inyectables,2012-01-01,313,313
JESUS DE MACHACA,otras actividades de enfermeria,inyectables,2012-01-01,455,455
LA ASUNTA,otras actividades de enfermeria,inyectables,2012-01-01,920,920
LA GUARDIA,otras actividades de enfermeria,inyectables,2012-01-01,2717,2717
LA PAZ,otras actividades de enfermeria,inyectables,2012-01-01,170605,170605
LA RIVERA,otras actividades de enfermeria,inyectables,2012-01-01,18,18
LAGUNILLAS,otras actividades de enfermeria,inyectables,2012-01-01,246,246
LAJA,otras actividades de enfermeria,inyectables,2012-01-01,268,268
LAS CARRERAS,otras actividades de enfermeria,inyectables,2012-01-01,315,315
LICOMA PAMPA,otras actividades de enfermeria,inyectables,2012-01-01,73,73
LLALLAGUA,otras actividades de enfermeria,inyectables,2012-01-01,2990,2990
LLICA,otras actividades de enfermeria,inyectables,2012-01-01,161,161
LORETO,otras actividades de enfermeria,inyectables,2012-01-01,82,82
LURIBAY,otras actividades de enfermeria,inyectables,2012-01-01,257,257
MACHACAMARCA,otras actividades de enfermeria,inyectables,2012-01-01,327,327
MACHARETI,otras actividades de enfermeria,inyectables,2012-01-01,295,295
MAGDALENA,otras actividades de enfermeria,inyectables,2012-01-01,3214,3214
MAIRANA,otras actividades de enfermeria,inyectables,2012-01-01,917,917
MALLA,otras actividades de enfermeria,inyectables,2012-01-01,34,34
MAPIRI,otras actividades de enfermeria,inyectables,2012-01-01,480,480
MECAPACA,otras actividades de enfermeria,inyectables,2012-01-01,97,97
MINEROS,otras actividades de enfermeria,inyectables,2012-01-01,450,450
MIZQUE,otras actividades de enfermeria,inyectables,2012-01-01,1034,1034
MOCOMOCO,otras actividades de enfermeria,inyectables,2012-01-01,91,91
