municipality,group,variable,month,Inyectables,TOTAL
ACACIO,otras actividades de enfermeria,inyectables,2023-01-01,205,205
ACHACACHI,otras actividades de enfermeria,inyectables,2023-01-01,1256,1256
ACHOCALLA,otras actividades de enfermeria,inyectables,2023-01-01,500,500
AIQUILE,otras actividades de enfermeria,inyectables,2023-01-01,2108,2108
ALALAY,otras actividades de enfermeria,inyectables,2023-01-01,79,79
ALCALA,otras actividades de enfermeria,inyectables,2023-01-01,425,425
ALTO BENI,otras actividades de enfermeria,inyectables,2023-01-01,1080,1080
ANCORAIMES,otras actividades de enfermeria,inyectables,2023-01-01,201,201
ANDAMARCA,otras actividades de enfermeria,inyectables,2023-01-01,473,473
ANTEQUERA,otras actividades de enfermeria,inyectables,2023-01-01,109,109
ANZALDO,otras actividades de enfermeria,inyectables,2023-01-01,579,579
APOLO,otras actividades de enfermeria,inyectables,2023-01-01,647,647
ARAMPAMPA,otras actividades de enfermeria,inyectables,2023-01-01,102,102
ARANI,otras actividades de enfermeria,inyectables,2023-01-01,297,297
ARBIETO,otras actividades de enfermeria,inyectables,2023-01-01,589,589
ARQUE,otras actividades de enfermeria,inyectables,2023-01-01,285,285
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2023-01-01,9767,9767
ATOCHA,otras actividades de enfermeria,inyectables,2023-01-01,4532,4532
AUCAPATA,otras actividades de enfermeria,inyectables,2023-01-01,252,252
AYATA,otras actividades de enfermeria,inyectables,2023-01-01,254,254
AYO AYO,otras actividades de enfermeria,inyectables,2023-01-01,152,152
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2023-01-01,963,963
AZURDUY,otras actividades de enfermeria,inyectables,2023-01-01,1109,1109
BATALLAS,otras actividades de enfermeria,inyectables,2023-01-01,261,261
BAURES,otras actividades de enfermeria,inyectables,2023-01-01,2174,2174
BELEN DE ANDAMARCA,otras actividades de enfermeria,inyectables,2023-01-01,38,38
BELEN DE URMIRI,otras actividades de enfermeria,inyectables,2023-01-01,88,88
BELLA FLOR,otras actividades de enfermeria,inyectables,2023-01-01,183,183
BERMEJO,otras actividades de enfermeria,inyectables,2023-01-01,9704,9704
BETANZOS,otras actividades de enfermeria,inyectables,2023-01-01,2307,2307
BOLIVAR,otras actividades de enfermeria,inyectables,2023-01-01,120,120
BOLPEBRA,otras actividades de enfermeria,inyectables,2023-01-01,121,121
BOYUIBE,otras actividades de enfermeria,inyectables,2023-01-01,313,313
BUENA VISTA,otras actividades de enfermeria,inyectables,2023-01-01,1189,1189
CABEZAS,otras actividades de enfermeria,inyectables,2023-01-01,2612,2612
CAIROMA,otras actividades de enfermeria,inyectables,2023-01-01,557,557
"CAIZA ""D""",otras actividades de enfermeria,inyectables,2023-01-01,762,762
CAJUATA,otras actividades de enfermeria,inyectables,2023-01-01,646,646
CALACOTO,otras actividades de enfermeria,inyectables,2023-01-01,207,207
CALAMARCA,otras actividades de enfermeria,inyectables,2023-01-01,211,211
CAMARGO,otras actividades de enfermeria,inyectables,2023-01-01,3938,3938
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,inyectables,2023-01-01,349,349
CAMIRI,otras actividades de enfermeria,inyectables,2023-01-01,5149,5149
CAPINOTA,otras actividades de enfermeria,inyectables,2023-01-01,1177,1177
CAQUIAVIRI,otras actividades de enfermeria,inyectables,2023-01-01,265,265
CARACOLLO,otras actividades de enfermeria,inyectables,2023-01-01,579,579
CARANAVI,otras actividades de enfermeria,inyectables,2023-01-01,4102,4102
CARANGAS,otras actividades de enfermeria,inyectables,2023-01-01,38,38
CARAPARI,otras actividades de enfermeria,inyectables,2023-01-01,1287,1287
CARIPUYO,otras actividades de enfermeria,inyectables,2023-01-01,143,143
