municipality,group,variable,month,Sueros,TOTAL
ACACIO,otras actividades de enfermeria,sueros,2023-01-01,10,10
ACHACACHI,otras actividades de enfermeria,sueros,2023-01-01,191,191
ACHOCALLA,otras actividades de enfermeria,sueros,2023-01-01,8,8
AIQUILE,otras actividades de enfermeria,sueros,2023-01-01,156,156
ALALAY,otras actividades de enfermeria,sueros,2023-01-01,2,2
ALCALA,otras actividades de enfermeria,sueros,2023-01-01,19,19
ALTO BENI,otras actividades de enfermeria,sueros,2023-01-01,78,78
ANCORAIMES,otras actividades de enfermeria,sueros,2023-01-01,8,8
ANDAMARCA,otras actividades de enfermeria,sueros,2023-01-01,6,6
ANTEQUERA,otras actividades de enfermeria,sueros,2023-01-01,2,2
ANZALDO,otras actividades de enfermeria,sueros,2023-01-01,41,41
APOLO,otras actividades de enfermeria,sueros,2023-01-01,41,41
ARAMPAMPA,otras actividades de enfermeria,sueros,2023-01-01,1,1
ARANI,otras actividades de enfermeria,sueros,2023-01-01,21,21
ARBIETO,otras actividades de enfermeria,sueros,2023-01-01,7,7
ARQUE,otras actividades de enfermeria,sueros,2023-01-01,10,10
ASCENCION DE GUARAYOS,otras actividades de enfermeria,sueros,2023-01-01,1033,1033
ATOCHA,otras actividades de enfermeria,sueros,2023-01-01,586,586
AUCAPATA,otras actividades de enfermeria,sueros,2023-01-01,3,3
AYATA,otras actividades de enfermeria,sueros,2023-01-01,18,18
AYO AYO,otras actividades de enfermeria,sueros,2023-01-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,sueros,2023-01-01,38,38
AZURDUY,otras actividades de enfermeria,sueros,2023-01-01,73,73
BATALLAS,otras actividades de enfermeria,sueros,2023-01-01,13,13
BAURES,otras actividades de enfermeria,sueros,2023-01-01,295,295
BELEN DE ANDAMARCA,otras actividades de enfermeria,sueros,2023-01-01,2,2
BELLA FLOR,otras actividades de enfermeria,sueros,2023-01-01,26,26
BERMEJO,otras actividades de enfermeria,sueros,2023-01-01,1609,1609
BETANZOS,otras actividades de enfermeria,sueros,2023-01-01,69,69
BOLIVAR,otras actividades de enfermeria,sueros,2023-01-01,2,2
BOLPEBRA,otras actividades de enfermeria,sueros,2023-01-01,5,5
BOYUIBE,otras actividades de enfermeria,sueros,2023-01-01,11,11
BUENA VISTA,otras actividades de enfermeria,sueros,2023-01-01,60,60
CABEZAS,otras actividades de enfermeria,sueros,2023-01-01,345,345
CAIROMA,otras actividades de enfermeria,sueros,2023-01-01,23,23
"CAIZA ""D""",otras actividades de enfermeria,sueros,2023-01-01,19,19
CAJUATA,otras actividades de enfermeria,sueros,2023-01-01,35,35
CALACOTO,otras actividades de enfermeria,sueros,2023-01-01,3,3
CALAMARCA,otras actividades de enfermeria,sueros,2023-01-01,8,8
CAMARGO,otras actividades de enfermeria,sueros,2023-01-01,479,479
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,sueros,2023-01-01,22,22
CAMIRI,otras actividades de enfermeria,sueros,2023-01-01,670,670
CAPINOTA,otras actividades de enfermeria,sueros,2023-01-01,108,108
CAQUIAVIRI,otras actividades de enfermeria,sueros,2023-01-01,12,12
CARACOLLO,otras actividades de enfermeria,sueros,2023-01-01,19,19
CARANAVI,otras actividades de enfermeria,sueros,2023-01-01,951,951
CARANGAS,otras actividades de enfermeria,sueros,2023-01-01,1,1
CARAPARI,otras actividades de enfermeria,sueros,2023-01-01,67,67
CARIPUYO,otras actividades de enfermeria,sueros,2023-01-01,11,11
CARMEN RIVERO TORREZ,otras actividades de enfermeria,sueros,2023-01-01,49,49
CHACARILLA,otras actividades de enfermeria,sueros,2023-01-01,1,1
CHALLAPATA,otras actividades de enfermeria,sueros,2023-01-01,951,951
CHAQUI,otras actividades de enfermeria,sueros,2023-01-01,5,5
CHARAGUA,otras actividades de enfermeria,sueros,2023-01-01,417,417
CHAYANTA,otras actividades de enfermeria,sueros,2023-01-01,11,11
CHIMORE,otras actividades de enfermeria,sueros,2023-01-01,35,35
CHOQUE COTA,otras actividades de enfermeria,sueros,2023-01-01,3,3
CHUA COCANI,otras actividades de enfermeria,sueros,2023-01-01,6,6
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,sueros,2023-01-01,197,197
CHUMA,otras actividades de enfermeria,sueros,2023-01-01,26,26
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,sueros,2023-01-01,25,25
CKOCHAS,otras actividades de enfermeria,sueros,2023-01-01,22,22
CLIZA,otras actividades de enfermeria,sueros,2023-01-01,155,155
COBIJA,otras actividades de enfermeria,sueros,2023-01-01,1231,1231
COCAPATA,otras actividades de enfermeria,sueros,2023-01-01,5,5
COCHABAMBA,otras actividades de enfermeria,sueros,2023-01-01,35814,35814
COLCAPIRHUA,otras actividades de enfermeria,sueros,2023-01-01,543,543
"COLCHA ""K""",otras actividades de enfermeria,sueros,2023-01-01,15,15
COLLANA,otras actividades de enfermeria,sueros,2023-01-01,7,7
COLOMI,otras actividades de enfermeria,sueros,2023-01-01,35,35
COLPA BELGICA,otras actividades de enfermeria,sueros,2023-01-01,19,19
COLQUECHACA,otras actividades de enfermeria,sueros,2023-01-01,16,16
COLQUENCHA,otras actividades de enfermeria,sueros,2023-01-01,13,13
COLQUIRI,otras actividades de enfermeria,sueros,2023-01-01,55,55
COMANCHE,otras actividades de enfermeria,sueros,2023-01-01,3,3
COMARAPA,otras actividades de enfermeria,sueros,2023-01-01,207,207
