municipality,group,variable,month,N° de autoevaluciones para acreditación del establecimiento,TOTAL
ACHOCALLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,1,1
CAIROMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,2,2
CLIZA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,6,6
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,3,3
LURIBAY,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,1,1
MALLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,1,1
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,6,6
PUCARANI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,3,3
TOLATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,1,1
VILLA MONTES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,1,1
YACO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-01-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-02-01,3,3
CAIROMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-02-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-02-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2020-02-01,2,2
