municipality,group,variable,month,N° de CAI de establecimiento,TOTAL
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,8,8
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
AIQUILE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,5,5
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
ATOCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
AUCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
AYATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,29,29
BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
CAIROMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,9,9
CALAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,6,6
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
CAMIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
CAPINOTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
CAQUIAVIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
CARACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,11,11
CARAPARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
CARIPUYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
CATACORA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,10,10
CHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
CHAYANTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
CHIPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,7,7
CKOCHAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,12,12
CLIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,6,6
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
COLQUENCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
CONCEPCION,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
CORIPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
CORO CORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
COROICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
CORQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,7,7
CUEVO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
CURVA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,55,55
EL CHORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,5,5
EL TORNO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
ESCOMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,8,8
GUAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
HUANUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
HUATAJATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,10,10
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,8,8
LA ASUNTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
LA PAZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,47,47
LAJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,6,6
LLALLAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
LORETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
MALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
MAPIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
MOJINETE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
MONTERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,8,8
ORURO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,9,9
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,6,6
PAPEL PAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,6,6
PATACAMAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
PAZÑA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,7,7
POCOATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,8,8
POCONA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
POOPO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
PORCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
POROMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,5,5
POTOSI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
PUCARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,10,10
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
PUNA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,11,11
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
QUIME,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
RAVELO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
REYES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,13,13
ROBORE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
SACABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
SACACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
SAN JOAQUIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
SAN LUCAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
SAN PEDRO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,5,5
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,11,11
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
SAN RAMON BENI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,38,38
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,5,5
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
SORATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
TACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
TARVITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
TEOPONTE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,5,5
TIAHUANACU,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
TINGUIPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
TOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
TOLEDO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
TOTORA(ORR),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,6,6
TRINIDAD,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
TUPIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,18,18
TURCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
UMALA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,4,4
UNCIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,3,3
VALLEGRANDE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,9,9
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
