municipality,group,variable,month,Nº de comunidades que participaron en el CAI de establecimiento,TOTAL
ACHACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,1,1
ACHOCALLA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,5,5
ANCORAIMES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,9,9
ARBIETO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,28,28
ATOCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,3,3
AYATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,6,6
BELLA FLOR,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,8,8
BETANZOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,81,81
BUENA VISTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,3,3
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,14,14
CALAMARCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,13,13
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,9,9
CAPINOTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,8,8
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,13,13
CARACOLLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,9,9
CARAPARI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,4,4
CHACARILLA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,4,4
CHALLAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,74,74
CHAYANTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,7,7
CHIPAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,4,4
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,10,10
CKOCHAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,37,37
CLIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,4,4
COCHABAMBA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,5,5
COLLANA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,15,15
COLQUENCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,10,10
CONCEPCION,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,2,2
CORO CORO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,6,6
COROICO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,14,14
CORQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2020-01-01,9,9
