municipality,group,variable,month,Curaciones y/o suturas,TOTAL
ACACIO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,27,27
ACHACACHI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,98,98
ACHOCALLA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,96,96
AIQUILE,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,336,336
ALALAY,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,5,5
ALCALA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,36,36
ALTO BENI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,92,92
ANCORAIMES,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,72,72
ANDAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,35,35
ANTEQUERA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,12,12
ANZALDO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,67,67
APOLO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,18,18
ARAMPAMPA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,20,20
ARANI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,120,120
ARBIETO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,149,149
ARQUE,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,40,40
ASCENCION DE GUARAYOS,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,957,957
ATOCHA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,556,556
AUCAPATA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,11,11
AYATA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,23,23
AYO AYO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,27,27
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,85,85
AZURDUY,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,44,44
BATALLAS,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,39,39
BAURES,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,276,276
BELEN DE ANDAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,25,25
BELLA FLOR,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,24,24
BERMEJO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,1671,1671
BETANZOS,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,148,148
BOLIVAR,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,13,13
BOLPEBRA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,7,7
BOYUIBE,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,50,50
BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,36,36
CABEZAS,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,243,243
CAIROMA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,26,26
"CAIZA ""D""",otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,92,92
CAJUATA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,55,55
CALACOTO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,14,14
CALAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,58,58
CAMARGO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,136,136
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,12,12
CAMIRI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,5087,5087
CAPINOTA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,311,311
CAQUIAVIRI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,74,74
CARACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,188,188
CARANAVI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,644,644
CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,2,2
CARAPARI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,164,164
CARIPUYO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,18,18
CARMEN RIVERO TORREZ,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,119,119
CATACORA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,15,15
CHACARILLA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,1,1
CHALLAPATA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,522,522
CHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,39,39
CHARAGUA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,196,196
CHAYANTA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,179,179
CHIMORE,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,191,191
CHIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,11,11
CHOQUE COTA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,4,4
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,138,138
CHUMA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,23,23
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,62,62
CKOCHAS,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,16,16
CLIZA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,276,276
COBIJA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,1789,1789
COCAPATA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,17,17
COCHABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,14934,14934
COIPASA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,1,1
COLCAPIRHUA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,732,732
"COLCHA ""K""",otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,126,126
COLLANA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,25,25
COLOMI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,241,241
COLPA BELGICA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,68,68
COLQUECHACA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,143,143
COLQUENCHA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,135,135
COLQUIRI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,112,112
COMANCHE,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,9,9
COMARAPA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,165,165
COMBAYA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,4,4
CONCEPCION,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,127,127
COPACABANA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,36,36
CORIPATA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,98,98
CORO CORO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,70,70
COROICO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,382,382
CORQUE,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,104,104
COTAGAITA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,464,464
COTOCA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,736,736
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,1,1
CUATRO CAÑADAS,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,247,247
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,9,9
CUEVO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,15,15
CULPINA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,99,99
CURAHUARA DE CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,23,23
CURVA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,11,11
DESAGUADERO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,3,3
EL ALTO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,25121,25121
EL CHORO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,34,34
EL PUENTE(STC),otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,125,125
EL PUENTE(TJA),otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,67,67
EL TORNO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,2236,2236
EL VILLAR,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,28,28
ENTRE RIOS TRJ,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,311,311
ENTRE RIOS CBBA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,432,432
ESCARA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,2,2
ESCOMA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,19,19
ESMERALDA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,10,10
EUCALIPTUS,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,43,43
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,8,8
EXALTACION,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,10,10
FERNANDEZ ALONSO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,147,147
FILADELFIA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,64,64
GENERAL SAAVEDRA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,133,133
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,32,32
GUANAY,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,39,39
GUAQUI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,14,14
GUAYARAMERIN,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,2351,2351
GUTIERREZ,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,79,79
HUACARETA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,69,69
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,24,24
HUACHACALLA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,93,93
HUANUNI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,619,619
HUARACAJE,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,143,143
HUARINA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,62,62
HUATAJATA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,41,41
HUAYLLAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,19,19
HUMANATA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,5,5
ICHOCA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,10,10
ICLA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,192,192
INCAHUASI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,47,47
INGAVI (HUMAITA),otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,8,8
INQUISIVI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,32,32
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,52,52
IXIAMAS,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,33,33
JESUS DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,75,75
LA ASUNTA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,131,131
LA GUARDIA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,1481,1481
LA PAZ,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,28610,28610
LA RIVERA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,8,8
LAGUNILLAS,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,113,113
LAJA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,75,75
LAS CARRERAS,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,31,31
LICOMA PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,29,29
LLALLAGUA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,1190,1190
LLICA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,22,22
LORETO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,43,43
LURIBAY,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,82,82
MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,95,95
MACHARETI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,40,40
MAGDALENA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,372,372
MAIRANA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,294,294
MALLA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,13,13
MAPIRI,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,95,95
MECAPACA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,66,66
MINEROS,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,69,69
MIZQUE,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,209,209
MOCOMOCO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,33,33
MOJINETE,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,3,3
MOJOCOYA,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,39,39
MONTEAGUDO,otras actividades de enfermeria,curaciones y/o suturas,2018-01-01,508,508
