municipality,group,variable,month,RN con malformación congénita,TOTAL
BETANZOS,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,1,1
CAJUATA,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,3,3
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,18,18
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,2,2
EL TORNO,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,1,1
GUAQUI,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,1,1
LA ASUNTA,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,1,1
LA GUARDIA,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,14,14
ORURO,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,1,1
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,6,6
SAN LUCAS,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,7,7
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,2,2
TUPIZA,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2019-01-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,3,3
COROICO,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,5,5
EL TORNO,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,1,1
HUANUNI,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,9,9
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,1,1
MONTEAGUDO,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,1,1
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,1,1
POJO (CBBA),atencion de partos en servicios,rn con malformacion congenita,2019-02-01,1,1
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,7,7
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,5,5
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,1,1
TOMINA,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2019-02-01,3,3
ACHACACHI,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con malformacion congenita,2019-03-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,7,7
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,5,5
LA GUARDIA,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,10,10
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,1,1
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,2,2
ORURO,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,89,89
PALOS BLANCOS,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,1,1
PAMPA AULLAGAS,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,1,1
PUNA,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,2,2
SACABA,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,1,1
SAN LUCAS,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,6,6
SIPE SIPE,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,3,3
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,2,2
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2019-03-01,1,1
APOLO,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,3,3
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,4,4
EL TORNO,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,13,13
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,3,3
SAMAIPATA,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,3,3
SAN LUCAS,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,8,8
SANTIAGO DE HUARI,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
SHINAOTA,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,7,7
TARATA,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
TARVITA,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,2,2
TIQUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,2,2
TUPIZA,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,2,2
VALLEGRANDE,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
WALDO BALLIVIAN,atencion de partos en servicios,rn con malformacion congenita,2019-04-01,1,1
AYO AYO,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,2,2
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,9,9
ICLA,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,1,1
LA ASUNTA,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,15,15
MAIRANA,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,1,1
MONTEAGUDO,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,2,2
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,2,2
ORURO,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,1,1
PORTACHUELO,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,1,1
PUNA,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,2,2
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,2,2
SAN IGNACIO,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,22,22
SHINAOTA,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,7,7
