municipality,group,variable,month,RN con malformación congénita,TOTAL
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,2,2
CHARAGUA,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,9,9
CULPINA,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,4,4
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,14,14
LURIBAY,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,1,1
MACHARETI,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,4,4
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,2,2
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,3,3
SAN LUCAS,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,27,27
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,1,1
VITICHI,atencion de partos en servicios,rn con malformacion congenita,2020-01-01,1,1
APOLO,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,35,35
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,3,3
CURAHUARA DE CARANGAS,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,7,7
ENTRE RIOS TRJ,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,1,1
LA ASUNTA,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,10,10
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,5,5
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,5,5
SACABA,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,1,1
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,6,6
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,4,4
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2020-02-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2020-03-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2020-03-01,2,2
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2020-03-01,2,2
EL TORNO,atencion de partos en servicios,rn con malformacion congenita,2020-03-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2020-03-01,15,15
ORURO,atencion de partos en servicios,rn con malformacion congenita,2020-03-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2020-03-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2020-03-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2020-03-01,3,3
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2020-03-01,9,9
TAPACARI,atencion de partos en servicios,rn con malformacion congenita,2020-03-01,1,1
TIQUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2020-03-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2020-03-01,1,1
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,1,1
CATACORA,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,1,1
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,3,3
HUANUNI,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,6,6
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,1,1
OCURI,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,2,2
PORTACHUELO,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,1,1
ROBORE,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,1,1
SACABA,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,1,1
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,2,2
SAN MATIAS,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,6,6
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,3,3
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,3,3
VALLEGRANDE,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,1,1
VILA VILA,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2020-04-01,1,1
APOLO,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,1,1
BOYUIBE,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,1,1
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,1,1
CARANAVI,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,1,1
CARAPARI,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,1,1
COCAPATA,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,1,1
LA ASUNTA,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,14,14
MONTEAGUDO,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,2,2
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,4,4
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,1,1
YOCALLA,atencion de partos en servicios,rn con malformacion congenita,2020-05-01,3,3
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,1,1
COTAGAITA,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,12,12
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,3,3
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,2,2
RURRENABAQUE,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,3,3
SAIPINA,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,1,1
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,1,1
SAN IGNACIO,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,6,6
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con malformacion congenita,2020-06-01,1,1
SORACACHI,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,3,3
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,1,1
TIQUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,2,2
TOLEDO,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,1,1
TOMINA,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,1,1
TUPIZA,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,2,2
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2020-06-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
CHAQUI,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
COLQUENCHA,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,3,3
EL PUENTE(STC),atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
EL TORNO,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
GUAQUI,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,14,14
ORURO,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
PADILLA,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
PUCARANI,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,2,2
REYES,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,2,2
