municipality,group,variable,month,Vaginales,TOTAL
ACACIO,atencion de partos en servicios,vaginales,2020-01-01,1,1
ACHACACHI,atencion de partos en servicios,vaginales,2020-01-01,19,19
ACHOCALLA,atencion de partos en servicios,vaginales,2020-01-01,8,8
AIQUILE,atencion de partos en servicios,vaginales,2020-01-01,17,17
ALCALA,atencion de partos en servicios,vaginales,2020-01-01,1,1
ALTO BENI,atencion de partos en servicios,vaginales,2020-01-01,4,4
ANCORAIMES,atencion de partos en servicios,vaginales,2020-01-01,1,1
ANDAMARCA,atencion de partos en servicios,vaginales,2020-01-01,3,3
ANTEQUERA,atencion de partos en servicios,vaginales,2020-01-01,1,1
ANZALDO,atencion de partos en servicios,vaginales,2020-01-01,3,3
APOLO,atencion de partos en servicios,vaginales,2020-01-01,24,24
ARANI,atencion de partos en servicios,vaginales,2020-01-01,3,3
ARBIETO,atencion de partos en servicios,vaginales,2020-01-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2020-01-01,43,43
ATOCHA,atencion de partos en servicios,vaginales,2020-01-01,11,11
AUCAPATA,atencion de partos en servicios,vaginales,2020-01-01,1,1
AYATA,atencion de partos en servicios,vaginales,2020-01-01,3,3
AYO AYO,atencion de partos en servicios,vaginales,2020-01-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2020-01-01,17,17
AZURDUY,atencion de partos en servicios,vaginales,2020-01-01,4,4
BATALLAS,atencion de partos en servicios,vaginales,2020-01-01,7,7
BAURES,atencion de partos en servicios,vaginales,2020-01-01,1,1
BELLA FLOR,atencion de partos en servicios,vaginales,2020-01-01,1,1
BERMEJO,atencion de partos en servicios,vaginales,2020-01-01,22,22
BETANZOS,atencion de partos en servicios,vaginales,2020-01-01,22,22
BOYUIBE,atencion de partos en servicios,vaginales,2020-01-01,5,5
BUENA VISTA,atencion de partos en servicios,vaginales,2020-01-01,19,19
CABEZAS,atencion de partos en servicios,vaginales,2020-01-01,21,21
CAIROMA,atencion de partos en servicios,vaginales,2020-01-01,2,2
"CAIZA ""D""",atencion de partos en servicios,vaginales,2020-01-01,7,7
CAJUATA,atencion de partos en servicios,vaginales,2020-01-01,15,15
CALACOTO,atencion de partos en servicios,vaginales,2020-01-01,1,1
CALAMARCA,atencion de partos en servicios,vaginales,2020-01-01,5,5
CAMARGO,atencion de partos en servicios,vaginales,2020-01-01,13,13
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2020-01-01,2,2
CAMIRI,atencion de partos en servicios,vaginales,2020-01-01,21,21
CAPINOTA,atencion de partos en servicios,vaginales,2020-01-01,17,17
CARACOLLO,atencion de partos en servicios,vaginales,2020-01-01,9,9
CARANAVI,atencion de partos en servicios,vaginales,2020-01-01,42,42
CARAPARI,atencion de partos en servicios,vaginales,2020-01-01,3,3
CARIPUYO,atencion de partos en servicios,vaginales,2020-01-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2020-01-01,5,5
CHALLAPATA,atencion de partos en servicios,vaginales,2020-01-01,29,29
CHAQUI,atencion de partos en servicios,vaginales,2020-01-01,4,4
CHARAGUA,atencion de partos en servicios,vaginales,2020-01-01,34,34
CHARAÑA,atencion de partos en servicios,vaginales,2020-01-01,1,1
CHAYANTA,atencion de partos en servicios,vaginales,2020-01-01,7,7
CHIMORE,atencion de partos en servicios,vaginales,2020-01-01,31,31
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2020-01-01,16,16
CHUMA,atencion de partos en servicios,vaginales,2020-01-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2020-01-01,3,3
CKOCHAS,atencion de partos en servicios,vaginales,2020-01-01,3,3
CLIZA,atencion de partos en servicios,vaginales,2020-01-01,26,26
COBIJA,atencion de partos en servicios,vaginales,2020-01-01,43,43
COCAPATA,atencion de partos en servicios,vaginales,2020-01-01,12,12
COCHABAMBA,atencion de partos en servicios,vaginales,2020-01-01,743,743
COLCAPIRHUA,atencion de partos en servicios,vaginales,2020-01-01,32,32
"COLCHA ""K""",atencion de partos en servicios,vaginales,2020-01-01,4,4
