municipality,group,variable,month,Niñas(os) menores de 1 año con dosis única de vitamina A,TOTAL
BELEN DE URMIRI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,2,2
BELLA FLOR,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,3,3
BERMEJO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,42,42
BETANZOS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,27,27
BOLIVAR,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,6,6
BOLPEBRA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,1,1
BOYUIBE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,5,5
BUENA VISTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,16,16
CABEZAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,37,37
CAIROMA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,18,18
"CAIZA ""D""",micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,13,13
CAJUATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,13,13
CALACOTO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,2,2
CALAMARCA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,16,16
CAMARGO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,11,11
CAMIRI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,19,19
CAPINOTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,25,25
CAQUIAVIRI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,7,7
CARACOLLO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,17,17
CARANAVI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,37,37
CARAPARI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,18,18
CARIPUYO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,8,8
CARMEN RIVERO TORREZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,16,16
CATACORA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,1,1
CHACARILLA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,2,2
CHALLAPATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,38,38
CHAQUI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,6,6
CHARAGUA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,61,61
CHARAÑA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,6,6
CHAYANTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,18,18
CHIMORE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,34,34
CHIPAYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,1,1
CHOQUE COTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,1,1
CHUA COCANI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,11,11
CHUMA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,5,5
CKOCHAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,17,17
CLIZA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,25,25
COBIJA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,46,46
COCAPATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,28,28
COCHABAMBA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,511,511
COLCAPIRHUA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,45,45
"COLCHA ""K""",micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,11,11
COLOMI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,38,38
COLPA BELGICA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,12,12
COLQUECHACA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,17,17
COLQUENCHA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,13,13
COLQUIRI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,15,15
COMANCHE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,2,2
COMARAPA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,23,23
COMBAYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,5,5
CONCEPCION,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,40,40
COPACABANA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,6,6
CORIPATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,14,14
CORO CORO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,6,6
COROICO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,25,25
CORQUE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,11,11
COTAGAITA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,14,14
COTOCA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,99,99
CUATRO CAÑADAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,46,46
CUCHUMUELA (V. G. VILLARROEL),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,1,1
CULPINA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,22,22
CURAHUARA DE CARANGAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,4,4
CURVA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,2,2
DESAGUADERO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,6,6
EL ALTO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,977,977
EL CHORO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,7,7
EL PUENTE(STC),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,13,13
EL PUENTE(TJA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,6,6
EL TORNO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,88,88
EL VILLAR,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,3,3
ENTRE RIOS TRJ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,19,19
ENTRE RIOS CBBA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,50,50
ESCARA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,2,2
ESCOMA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,6,6
EUCALIPTUS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,12,12
EXALTACION,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,4,4
FERNANDEZ ALONSO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,10,10
FILADELFIA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,7,7
GAIOC JATUN AYLLU YURA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,5,5
GENERAL SAAVEDRA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,16,16
GIA-TIM,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,19,19
GUANAY,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,36,36
GUAQUI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,7,7
GUAYARAMERIN,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,63,63
GUTIERREZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,16,16
HUACARAJE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,4,4
HUACARETA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,3,3
HUACAYA (VILLA DE HUACAYA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,8,8
HUANUNI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,18,18
HUARINA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,8,8
HUATAJATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,2,2
HUAYLLAMARCA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,5,5
ICHOCA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,7,7
ICLA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,8,8
INCAHUASI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,16,16
INGAVI (HUMAITA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,1,1
INQUISIVI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,10,10
IRUPANA (VILLA DE LANZA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,17,17
IXIAMAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,8,8
JESUS DE MACHACA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,13,13
LA ASUNTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,64,64
LA GUARDIA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,74,74
LA PAZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,637,637
LAGUNILLAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,6,6
LAJA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,24,24
LAS CARRERAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,3,3
LICOMA PAMPA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,2,2
LLALLAGUA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,70,70
LLICA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,5,5
LORETO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,1,1
LURIBAY,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,11,11
MACHACAMARCA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,6,6
MACHARETI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,3,3
MAGDALENA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,18,18
MAIRANA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,16,16
MAPIRI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,27,27
MECAPACA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,9,9
MINEROS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,20,20
MIZQUE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,29,29
MOCOMOCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,19,19
MOJOCOYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,4,4
MONTEAGUDO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,21,21
MONTERO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,117,117
MORO MORO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,4,4
MOROCHATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,6,6
NAZACARA DE PACAJES,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,2,2
OCURI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,12,12
OKINAWA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,13,13
OMEREQUE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,10,10
ORURO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,377,377
PADCAYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,16,16
PADILLA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,12,12
PAILON,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,46,46
PALCA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,33,33
PALOS BLANCOS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,27,27
PAMPA AULLAGAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,4,4
PAMPA GRANDE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,6,6
PAPEL PAMPA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,3,3
PASORAPA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,2,2
PATACAMAYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,38,38
PAZÑA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,6,6
PELECHUCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,5,5
POCOATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,29,29
POCONA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,14,14
POJO (CBBA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,18,18
POOPO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,10,10
PORCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,27,27
POROMA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,19,19
PORONGO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,15,15
PORTACHUELO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,23,23
PORVENIR,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,8,8
POTOSI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,309,309
PRESTO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,9,9
PUCARANI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,50,50
PUERTO ACOSTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,9,9
PUERTO CARABUCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,15,15
PUERTO GONZALO MORENO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,10,10
PUERTO PEREZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,7,7
PUERTO QUIJARRO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,15,15
PUERTO RICO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,7,7
PUERTO SILES,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,1,1
PUERTO SUAREZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,22,22
PUERTO VILLARROEL,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,84,84
PUNA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,14,14
PUNATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,35,35
QUIABAYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,5,5
QUILLACOLLO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,208,208
QUIME,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,7,7
QUIRUSILLAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,11,11
RAVELO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,12,12
REYES,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,12,12
RIBERALTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,149,149
ROBORE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,21,21
RURRENABAQUE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,25,25
SABAYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,2,2
SACABA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,193,193
SACABAMBA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,4,4
SACACA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,14,14
SAIPINA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,14,14
SALINAS DE GARCI MENDOZA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,9,9
SAMAIPATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,12,12
SAN AGUSTIN,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,1,1
SAN ANDRES,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,14,14
SAN ANDRES DE MACHACA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,5,5
SAN ANTONIO DE ESMORUCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,7,7
SAN BENITO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,13,13
SAN BORJA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,66,66
SAN BUENA VENTURA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,4,4
SAN CARLOS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,28,28
SAN IGNACIO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,31,31
SAN IGNACIO DE VELASCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,104,104
SAN JAVIER(BNI),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,5,5
SAN JAVIER(STC),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,14,14
SAN JOAQUIN,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,10,10
SAN JOSE DE CHIQUITOS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis unica de vitamina a,2024-01-01,38,38
