municipality,group,variable,month,Niñas(os) de 1 año con 1ra. dosis de vitamina A,TOTAL
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,7,7
CAMIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,71,71
CAPINOTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,17,17
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,4,4
CARACOLLO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,16,16
CARANAVI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,98,98
CARAPARI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,27,27
CARIPUYO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,3,3
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,10,10
CHACARILLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,1,1
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,55,55
CHAQUI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,14,14
CHARAGUA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,62,62
CHARAÑA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,2,2
CHAYANTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,20,20
CHIMORE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,37,37
CHIPAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,2,2
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,1,1
CHUA COCANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,20,20
CHUMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,14,14
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,7,7
CKOCHAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,14,14
CLIZA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,34,34
COBIJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,108,108
COCAPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,19,19
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,787,787
COIPASA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,1,1
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,110,110
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,10,10
COLLANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,5,5
COLOMI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,27,27
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,16,16
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,63,63
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,10,10
COLQUIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,16,16
COMANCHE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,2,2
COMARAPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,26,26
COMBAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,1,1
CONCEPCION,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,34,34
COPACABANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,16,16
CORIPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,10,10
CORO CORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,9,9
COROICO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,17,17
CORQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,10,10
COTAGAITA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,18,18
COTOCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,144,144
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,29,29
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,5,5
CUEVO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,7,7
CULPINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,15,15
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,4,4
CURVA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,4,4
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,9,9
EL ALTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,1349,1349
EL CHORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,1,1
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,18,18
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,11,11
EL TORNO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,110,110
EL VILLAR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,2,2
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,36,36
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,54,54
ESCOMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,8,8
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,7,7
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,6,6
EXALTACION,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,9,9
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,16,16
FILADELFIA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,11,11
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,19,19
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,11,11
GUANAY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,20,20
GUAQUI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,7,7
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,75,75
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,24,24
HUACARETA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,7,7
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,5,5
HUACHACALLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,5,5
HUANUNI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,36,36
HUARACAJE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,5,5
HUARINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,6,6
HUATAJATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,7,7
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,2,2
HUMANATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,4,4
ICHOCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,3,3
ICLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,3,3
INCAHUASI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,11,11
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,5,5
INQUISIVI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,13,13
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,16,16
IXIAMAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,11,11
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,9,9
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,64,64
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,135,135
LA PAZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,988,988
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,7,7
LAJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,21,21
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,5,5
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,3,3
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,64,64
LLICA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,5,5
LORETO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,10,10
LURIBAY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,12,12
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,2,2
MACHARETI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,16,16
MAGDALENA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,23,23
MAIRANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,22,22
MALLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,6,6
MAPIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,31,31
MECAPACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,15,15
MINEROS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,37,37
MIZQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,32,32
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,11,11
MOJINETE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,1,1
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,9,9
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,30,30
MONTERO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,199,199
MORO MORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,3,3
MOROCHATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,7,7
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,7,7
OCURI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,19,19
OKINAWA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,21,21
ORURO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,374,374
PADCAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,26,26
PADILLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,9,9
PAILON,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,49,49
PALCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,37,37
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,57,57
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,3,3
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,6,6
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,4,4
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,42,42
PAZÑA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,5,5
PELECHUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,12,12
POCOATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,27,27
POCONA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,15,15
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,21,21
POOPO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,6,6
PORCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,26,26
POROMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,25,25
PORONGO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,16,16
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,31,31
PORVENIR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,10,10
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,1,1
POTOSI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,336,336
PRESTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,4,4
PUCARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,1,1
PUCARANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,46,46
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,10,10
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,16,16
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,14,14
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,8,8
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,33,33
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,5,5
PUERTO SILES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,3,3
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,41,41
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,99,99
PUNA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,26,26
PUNATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,41,41
QUIABAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,2,2
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,277,277
QUIME,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,7,7
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,2,2
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,7,7
RAVELO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,22,22
REYES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,18,18
RIBERALTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,173,173
ROBORE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,32,32
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,19,19
SACABA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,246,246
SACABAMBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,4,4
SACACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,22,22
SAIPINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,11,11
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,14,14
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,14,14
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,1,1
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,22,22
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,11,11
SAN BENITO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,17,17
SAN BORJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,101,101
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,12,12
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,44,44
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,35,35
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,124,124
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,12,12
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,19,19
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,13,13
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,45,45
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,10,10
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,79,79
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,9,9
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,33,33
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,33,33
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,41,41
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,23,23
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,1,1
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,23,23
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,49,49
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,11,11
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,4,4
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,6,6
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,12,12
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,11,11
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,21,21
SANTA ANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,27,27
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,1653,1653
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2020-01-01,16,16
