,group,variable,month,PERSONAS DE 15 A 19 AÑOS NUEVO,PERSONAS DE 15 A 19 AÑOS NUEVO,PERSONAS DE 15 A 19 AÑOS REPETIDO,PERSONAS DE 15 A 19 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL MASCULINO,TOTAL FEMENINO,TOTAL
municipality,,,,,,,,,,
ACACIO,consulta externa,personas de 15 a 19 anos,2019-01-01,4,14,0,0,4,14,18
ACHACACHI,consulta externa,personas de 15 a 19 anos,2019-01-01,35,98,6,18,41,116,157
ACHOCALLA,consulta externa,personas de 15 a 19 anos,2019-01-01,9,34,0,0,9,34,43
AIQUILE,consulta externa,personas de 15 a 19 anos,2019-01-01,30,92,8,33,38,125,163
ALALAY,consulta externa,personas de 15 a 19 anos,2019-01-01,4,4,0,0,4,4,8
ALCALA,consulta externa,personas de 15 a 19 anos,2019-01-01,9,26,1,1,10,27,37
ALTO BENI,consulta externa,personas de 15 a 19 anos,2019-01-01,15,29,2,0,17,29,46
ANCORAIMES,consulta externa,personas de 15 a 19 anos,2019-01-01,6,20,0,1,6,21,27
ANDAMARCA,consulta externa,personas de 15 a 19 anos,2019-01-01,16,12,1,0,17,12,29
ANTEQUERA,consulta externa,personas de 15 a 19 anos,2019-01-01,3,8,0,0,3,8,11
ANZALDO,consulta externa,personas de 15 a 19 anos,2019-01-01,13,19,2,0,15,19,34
APOLO,consulta externa,personas de 15 a 19 anos,2019-01-01,20,63,0,21,20,84,104
ARAMPAMPA,consulta externa,personas de 15 a 19 anos,2019-01-01,1,5,0,0,1,5,6
ARANI,consulta externa,personas de 15 a 19 anos,2019-01-01,8,15,8,8,16,23,39
ARBIETO,consulta externa,personas de 15 a 19 anos,2019-01-01,17,42,3,2,20,44,64
ARQUE,consulta externa,personas de 15 a 19 anos,2019-01-01,10,20,2,0,12,20,32
ASCENCION DE GUARAYOS,consulta externa,personas de 15 a 19 anos,2019-01-01,50,63,2,1,52,64,116
ATOCHA,consulta externa,personas de 15 a 19 anos,2019-01-01,55,84,18,10,73,94,167
AUCAPATA,consulta externa,personas de 15 a 19 anos,2019-01-01,5,17,1,0,6,17,23
AYATA,consulta externa,personas de 15 a 19 anos,2019-01-01,7,25,2,0,9,25,34
AYO AYO,consulta externa,personas de 15 a 19 anos,2019-01-01,6,17,0,0,6,17,23
