municipality,group,variable,month,N° de CAI de establecimiento,TOTAL
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,6,6
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,8,8
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,2,2
ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,6,6
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,3,3
ATOCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,4,4
AUCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,4,4
AYATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,2,2
BATALLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,3,3
BETANZOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,26,26
BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,5,5
CAJUATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,2,2
CAMIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,1,1
CAQUIAVIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,3,3
CARANAVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,1,1
CARIPUYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,1,1
CATACORA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,6,6
CHARAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2024-01-01,1,1
