municipality,group,variable,month,Sueros,TOTAL
ACACIO,otras actividades de enfermeria,sueros,2009-01-01,21,21
ACHACACHI,otras actividades de enfermeria,sueros,2009-01-01,71,71
ACHOCALLA,otras actividades de enfermeria,sueros,2009-01-01,3,3
AIQUILE,otras actividades de enfermeria,sueros,2009-01-01,176,176
ALALAY,otras actividades de enfermeria,sueros,2009-01-01,5,5
ALCALA,otras actividades de enfermeria,sueros,2009-01-01,7,7
ANCORAIMES,otras actividades de enfermeria,sueros,2009-01-01,18,18
ANDAMARCA,otras actividades de enfermeria,sueros,2009-01-01,6,6
ANTEQUERA,otras actividades de enfermeria,sueros,2009-01-01,5,5
ANZALDO,otras actividades de enfermeria,sueros,2009-01-01,6,6
APOLO,otras actividades de enfermeria,sueros,2009-01-01,55,55
ARAMPAMPA,otras actividades de enfermeria,sueros,2009-01-01,9,9
ARANI,otras actividades de enfermeria,sueros,2009-01-01,15,15
ARBIETO,otras actividades de enfermeria,sueros,2009-01-01,12,12
ARQUE,otras actividades de enfermeria,sueros,2009-01-01,7,7
ASCENCION DE GUARAYOS,otras actividades de enfermeria,sueros,2009-01-01,622,622
ATOCHA,otras actividades de enfermeria,sueros,2009-01-01,38,38
AUCAPATA,otras actividades de enfermeria,sueros,2009-01-01,3,3
AYATA,otras actividades de enfermeria,sueros,2009-01-01,4,4
AYO AYO,otras actividades de enfermeria,sueros,2009-01-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,sueros,2009-01-01,50,50
AZURDUY,otras actividades de enfermeria,sueros,2009-01-01,51,51
BATALLAS,otras actividades de enfermeria,sueros,2009-01-01,8,8
BAURES,otras actividades de enfermeria,sueros,2009-01-01,33,33
BELEN DE URMIRI,otras actividades de enfermeria,sueros,2009-01-01,1,1
BELLA FLOR,otras actividades de enfermeria,sueros,2009-01-01,3,3
BERMEJO,otras actividades de enfermeria,sueros,2009-01-01,1235,1235
BETANZOS,otras actividades de enfermeria,sueros,2009-01-01,95,95
BOLIVAR,otras actividades de enfermeria,sueros,2009-01-01,6,6
BOLPEBRA,otras actividades de enfermeria,sueros,2009-01-01,11,11
BOYUIBE,otras actividades de enfermeria,sueros,2009-01-01,72,72
BUENA VISTA,otras actividades de enfermeria,sueros,2009-01-01,64,64
CABEZAS,otras actividades de enfermeria,sueros,2009-01-01,177,177
CAIROMA,otras actividades de enfermeria,sueros,2009-01-01,25,25
