municipality,group,variable,month,Nacidos muertos atendidos por personal de salud,TOTAL
LLALLAGUA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-01-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-01-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-01-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-02-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-02-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-02-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-02-01,1,1
CHUMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-03-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-03-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-03-01,1,1
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-04-01,1,1
RAVELO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-04-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-04-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-04-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-04-01,1,1
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-05-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-05-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-05-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-05-01,1,1
AUCAPATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-06-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-06-01,1,1
EXALTACION,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-06-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-06-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-06-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-06-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-06-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-07-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-07-01,1,1
MALLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-07-01,2,2
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-07-01,3,3
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-07-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-07-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-08-01,2,2
CKOCHAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-08-01,1,1
COPACABANA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-08-01,1,1
POTOSI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-08-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-08-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-08-01,1,1
VIACHA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-08-01,1,1
BOLIVAR,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-09-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-09-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-09-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-09-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-09-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-09-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-09-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-09-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-09-01,1,1
ARQUE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-10-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-10-01,1,1
COTOCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-10-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-10-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-10-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-10-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-11-01,1,1
COLLANA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-11-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-11-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-11-01,1,1
ACHOCALLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-12-01,1,1
SACACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-12-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-12-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-12-01,1,1
WARNES,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2020-12-01,1,1
