municipality,group,variable,month,RN con malformación congénita,TOTAL
"COLCHA ""K""",atencion de partos en domicilio,rn con malformacion congenita,2020-01-01,1,1
EL ALTO,atencion de partos en domicilio,rn con malformacion congenita,2020-01-01,1,1
LAJA,atencion de partos en domicilio,rn con malformacion congenita,2020-01-01,1,1
POCOATA,atencion de partos en domicilio,rn con malformacion congenita,2020-01-01,1,1
SORATA,atencion de partos en domicilio,rn con malformacion congenita,2020-01-01,1,1
TOMAVE,atencion de partos en domicilio,rn con malformacion congenita,2020-01-01,1,1
COLQUENCHA,atencion de partos en domicilio,rn con malformacion congenita,2020-02-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,rn con malformacion congenita,2020-02-01,1,1
EL ALTO,atencion de partos en domicilio,rn con malformacion congenita,2020-02-01,1,1
OCURI,atencion de partos en domicilio,rn con malformacion congenita,2020-02-01,1,1
SAN IGNACIO,atencion de partos en domicilio,rn con malformacion congenita,2020-02-01,1,1
AYATA,atencion de partos en domicilio,rn con malformacion congenita,2020-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,rn con malformacion congenita,2020-03-01,1,1
CARANAVI,atencion de partos en domicilio,rn con malformacion congenita,2020-03-01,1,1
CHALLAPATA,atencion de partos en domicilio,rn con malformacion congenita,2020-03-01,1,1
COTAGAITA,atencion de partos en domicilio,rn con malformacion congenita,2020-03-01,1,1
EL ALTO,atencion de partos en domicilio,rn con malformacion congenita,2020-03-01,1,1
PUCARANI,atencion de partos en domicilio,rn con malformacion congenita,2020-03-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,rn con malformacion congenita,2020-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,rn con malformacion congenita,2020-03-01,1,1
TUPIZA,atencion de partos en domicilio,rn con malformacion congenita,2020-03-01,1,1
CALAMARCA,atencion de partos en domicilio,rn con malformacion congenita,2020-04-01,1,1
COCAPATA,atencion de partos en domicilio,rn con malformacion congenita,2020-04-01,1,1
HUACARETA,atencion de partos en domicilio,rn con malformacion congenita,2020-04-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,rn con malformacion congenita,2020-04-01,1,1
LAJA,atencion de partos en domicilio,rn con malformacion congenita,2020-04-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,rn con malformacion congenita,2020-04-01,2,2
TACOPAYA,atencion de partos en domicilio,rn con malformacion congenita,2020-04-01,1,1
TEOPONTE,atencion de partos en domicilio,rn con malformacion congenita,2020-04-01,1,1
VILLA TUNARI,atencion de partos en domicilio,rn con malformacion congenita,2020-04-01,1,1
CALAMARCA,atencion de partos en domicilio,rn con malformacion congenita,2020-05-01,1,1
CHUMA,atencion de partos en domicilio,rn con malformacion congenita,2020-05-01,1,1
COLLANA,atencion de partos en domicilio,rn con malformacion congenita,2020-05-01,1,1
SAN ANDRES,atencion de partos en domicilio,rn con malformacion congenita,2020-05-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con malformacion congenita,2020-05-01,3,3
VILLA TUNARI,atencion de partos en domicilio,rn con malformacion congenita,2020-05-01,1,1
CHAQUI,atencion de partos en domicilio,rn con malformacion congenita,2020-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con malformacion congenita,2020-06-01,1,1
QUILLACOLLO,atencion de partos en domicilio,rn con malformacion congenita,2020-06-01,1,1
RAVELO,atencion de partos en domicilio,rn con malformacion congenita,2020-06-01,1,1
RURRENABAQUE,atencion de partos en domicilio,rn con malformacion congenita,2020-06-01,1,1
ACHACACHI,atencion de partos en domicilio,rn con malformacion congenita,2020-07-01,1,1
ANZALDO,atencion de partos en domicilio,rn con malformacion congenita,2020-07-01,1,1
EL ALTO,atencion de partos en domicilio,rn con malformacion congenita,2020-07-01,1,1
LA PAZ,atencion de partos en domicilio,rn con malformacion congenita,2020-07-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,rn con malformacion congenita,2020-07-01,1,1
RAVELO,atencion de partos en domicilio,rn con malformacion congenita,2020-07-01,1,1
SAN LUCAS,atencion de partos en domicilio,rn con malformacion congenita,2020-07-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con malformacion congenita,2020-07-01,1,1
TAPACARI,atencion de partos en domicilio,rn con malformacion congenita,2020-07-01,1,1
TRINIDAD,atencion de partos en domicilio,rn con malformacion congenita,2020-07-01,1,1
ACHOCALLA,atencion de partos en domicilio,rn con malformacion congenita,2020-08-01,1,1
CKOCHAS,atencion de partos en domicilio,rn con malformacion congenita,2020-08-01,2,2
COPACABANA,atencion de partos en domicilio,rn con malformacion congenita,2020-08-01,1,1
PUCARANI,atencion de partos en domicilio,rn con malformacion congenita,2020-08-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,rn con malformacion congenita,2020-08-01,1,1
SAN LUCAS,atencion de partos en domicilio,rn con malformacion congenita,2020-08-01,1,1
SIPE SIPE,atencion de partos en domicilio,rn con malformacion congenita,2020-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,rn con malformacion congenita,2020-08-01,1,1
TUPIZA,atencion de partos en domicilio,rn con malformacion congenita,2020-08-01,1,1
CALAMARCA,atencion de partos en domicilio,rn con malformacion congenita,2020-09-01,1,1
EL ALTO,atencion de partos en domicilio,rn con malformacion congenita,2020-09-01,1,1
MIZQUE,atencion de partos en domicilio,rn con malformacion congenita,2020-09-01,1,1
TIQUIPAYA,atencion de partos en domicilio,rn con malformacion congenita,2020-09-01,1,1
TOMAVE,atencion de partos en domicilio,rn con malformacion congenita,2020-09-01,1,1
TUPIZA,atencion de partos en domicilio,rn con malformacion congenita,2020-09-01,1,1
ACACIO,atencion de partos en domicilio,rn con malformacion congenita,2020-10-01,1,1
BATALLAS,atencion de partos en domicilio,rn con malformacion congenita,2020-10-01,1,1
CAIROMA,atencion de partos en domicilio,rn con malformacion congenita,2020-10-01,1,1
CAMARGO,atencion de partos en domicilio,rn con malformacion congenita,2020-10-01,1,1
CULPINA,atencion de partos en domicilio,rn con malformacion congenita,2020-10-01,2,2
SAN LUCAS,atencion de partos en domicilio,rn con malformacion congenita,2020-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,rn con malformacion congenita,2020-11-01,1,1
ORURO,atencion de partos en domicilio,rn con malformacion congenita,2020-11-01,1,1
TACOBAMBA,atencion de partos en domicilio,rn con malformacion congenita,2020-11-01,1,1
VILLAZON,atencion de partos en domicilio,rn con malformacion congenita,2020-11-01,1,1
CAMARGO,atencion de partos en domicilio,rn con malformacion congenita,2020-12-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con malformacion congenita,2020-12-01,3,3
PELECHUCO,atencion de partos en domicilio,rn con malformacion congenita,2020-12-01,1,1
PUCARANI,atencion de partos en domicilio,rn con malformacion congenita,2020-12-01,2,2
TRINIDAD,atencion de partos en domicilio,rn con malformacion congenita,2020-12-01,1,1
YUNCHARA,atencion de partos en domicilio,rn con malformacion congenita,2020-12-01,1,1
