municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
LLALLAGUA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-01-01,1.0,1.0
SAN BORJA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-01-01,1.0,1.0
TARABUCO,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-01-01,1.0,1.0
EL ALTO,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-02-01,2.0,2.0
INCAHUASI,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-02-01,1.0,1.0
SAN BORJA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-02-01,1.0,1.0
EL ALTO,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-03-01,5.0,5.0
MONTEAGUDO,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-03-01,1.0,1.0
BAURES,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-04-01,1.0,1.0
EL ALTO,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-04-01,1.0,1.0
PORVENIR,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-04-01,1.0,1.0
POTOSI,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-04-01,1.0,1.0
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-04-01,1.0,1.0
VILLA TUNARI,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-04-01,1.0,1.0
CULPINA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-05-01,1.0,1.0
SANTA ANA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-05-01,1.0,1.0
EL ALTO,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-06-01,1.0,1.0
LORETO,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-06-01,1.0,1.0
POTOSI,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-06-01,1.0,1.0
RURRENABAQUE,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-06-01,1.0,1.0
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-06-01,1.0,1.0
TORO TORO,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-06-01,1.0,1.0
VINTO,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-06-01,1.0,1.0
YACUIBA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-06-01,1.0,1.0
CHAYANTA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-07-01,1.0,1.0
LA PAZ,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-07-01,2.0,2.0
SAN IGNACIO,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-07-01,1.0,1.0
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-07-01,1.0,1.0
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-07-01,1.0,1.0
YOCALLA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-07-01,1.0,1.0
COLQUECHACA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-08-01,1.0,1.0
COPACABANA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-08-01,1.0,1.0
POTOSI,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-08-01,1.0,1.0
PUCARANI,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-08-01,1.0,1.0
VIACHA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-08-01,1.0,1.0
BOLIVAR,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-09-01,1.0,1.0
CHAYANTA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-09-01,1.0,1.0
CKOCHAS,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-09-01,1.0,1.0
TARABUCO,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-09-01,1.0,1.0
TUPIZA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-09-01,1.0,1.0
COLLANA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-11-01,1.0,1.0
TOMAVE,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-11-01,1.0,1.0
LA PAZ,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-12-01,1.0,1.0
SUCRE,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-12-01,1.0,1.0
VILLA CHARCAS,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2020-12-01,1.0,1.0
