,group,variable,month,CONTROL DEL NIÑO(A) DE 2 AÑOS A MENOR DE 5 AÑOS FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) DE 2 AÑOS A MENOR DE 5 AÑOS FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) DE 2 AÑOS A MENOR DE 5 AÑOS FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) DE 2 AÑOS A MENOR DE 5 AÑOS FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
ARAMPAMPA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,9,7,38,22,47,29,76
ARANI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,1,10,11,11,12,23
ARBIETO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,4,1,21,22,25,23,48
ARQUE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,1,22,22,22,23,45
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,5,8,0,0,5,8,13
ATOCHA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,3,12,13,13,16,29
AUCAPATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,1,0,1,0,1
AYATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,0,4,3,5,3,8
AYO AYO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,4,1,4,1,5
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,7,7,35,31,42,38,80
AZURDUY,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,5,72,58,74,63,137
BATALLAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,8,11,8,11,19
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,7,4,7,4,11
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,5,3,5,3,8
BELLA FLOR,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,3,3,3,3,6
BERMEJO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,3,3,3,3,6
BETANZOS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,6,8,89,87,95,95,190
BOLIVAR,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,2,37,20,38,22,60
BOLPEBRA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,6,3,6,3,9
BOYUIBE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,1,5,8,6,9,15
BUENA VISTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,12,20,12,20,32
CABEZAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,3,22,30,24,33,57
CAIROMA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,1,10,12,12,13,25
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,19,15,19,15,34
CAJUATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,2,0,2,0,2
CALACOTO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,10,9,10,9,19
CALAMARCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,0,13,29,14,29,43
CAMARGO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,3,3,69,65,72,68,140
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,8,11,8,11,19
CAMIRI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,4,14,13,15,17,32
CAPINOTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,1,7,10,8,11,19
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,0,1,0,1,1
CARACOLLO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,26,26,26,26,52
CARANAVI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,1,16,12,16,13,29
CARANGAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,0,1,0,1,1
CARAPARI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,1,6,8,8,9,17
CARIPUYO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,6,7,44,35,50,42,92
CATACORA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,7,8,7,8,15
CHACARILLA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,1,0,1,0,1
CHALLAPATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,3,3,59,65,62,68,130
CHAQUI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,1,10,11,12,12,24
CHARAGUA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,1,13,13,15,14,29
CHARAÑA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,2,5,1,6,3,9
CHAYANTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,4,1,29,33,33,34,67
CHIMORE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,4,7,56,64,60,71,131
CHIPAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,1,0,1,0,1
CHOQUE COTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,4,5,4,5,9
CHUMA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,6,6,30,31,36,37,73
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,0,3,0,3,3
CKOCHAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,3,5,38,62,41,67,108
CLIZA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,1,2,1,2,2,4
COBIJA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,4,1,11,11,15,12,27
COCAPATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,6,5,134,151,140,156,296
COCHABAMBA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,7,5,17,17,24,22,46
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,16,14,35,29,51,43,94
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,3,12,15,14,18,32
COLOMI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,0,6,3,8,3,11
COLQUECHACA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,7,8,46,61,53,69,122
COLQUIRI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,40,28,40,28,68
COMANCHE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,3,2,3,2,5
COMARAPA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,8,1,8,1,9
COMBAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,3,2,3,2,5
CONCEPCION,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,9,7,28,41,37,48,85
COPACABANA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,3,3,34,25,37,28,65
CORIPATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,5,41,5,41,46
CORO CORO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,1,5,6,5,7,12
COROICO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,1,2,3,4,4,8
CORQUE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,4,5,15,18,19,23,42
COTAGAITA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,1,43,53,44,54,98
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,8,13,7,9,15,22,37
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,2,9,11,9,13,22
CUEVO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,1,21,13,21,14,35
CULPINA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,4,4,55,51,59,55,114
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,1,2,1,2,3
CURVA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,11,11,11,11,22
EL ALTO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,49,58,1092,1086,1141,1144,2285
EL CHORO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,2,12,13,14,15,29
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,3,3,5,3,8,6,14
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,5,2,10,11,15,13,28
EL TORNO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,4,35,36,37,40,77
EL VILLAR,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,9,15,9,15,24
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,2,14,14,15,16,31
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,3,4,16,10,19,14,33
ESCOMA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,6,29,30,30,36,66
EUCALIPTUS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,11,2,11,2,13
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,6,13,6,13,19
FILADELFIA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,0,9,7,10,7,17
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,4,1,7,8,11,9,20
GUANAY,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,0,50,26,52,26,78
GUAQUI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,6,2,6,2,8
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,1,0,2,1,3,4
GUTIERREZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,4,38,39,40,43,83
HUACARETA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,36,37,36,37,73
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,3,32,41,34,44,78
HUANUNI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,4,2,4,2,6
HUARINA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,7,7,7,7,14
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,5,8,5,8,13
HUMANATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,2,0,5,0,7,7
ICHOCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,1,11,11,11,12,23
ICLA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,7,8,64,63,71,71,142
INCAHUASI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,10,15,62,64,72,79,151
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,3,2,3,2,5
INQUISIVI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,0,18,23,19,23,42
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,1,16,6,18,7,25
IXIAMAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,2,4,2,4,6
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,7,5,7,5,12
LA ASUNTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,4,0,7,11,11,11,22
LA GUARDIA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,3,1,4,3,7,10
LA PAZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,2,2,2,2,4
LAGUNILLAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,2,27,28,28,30,58
LAJA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,1,3,6,3,7,10
LAS CARRERAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,4,10,10,11,14,25
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,0,1,1,2,1,3
LLALLAGUA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,32,25,81,75,113,100,213
LLICA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,3,3,3,3,6
LURIBAY,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,3,15,11,16,14,30
MACHACAMARCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,7,9,7,9,16
MACHARETI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,2,7,6,7,8,15
MAGDALENA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,1,1,0,2,1,3
MAIRANA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,4,4,4,4,8
MALLA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,0,14,19,16,19,35
MAPIRI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,13,19,13,19,32
MECAPACA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,2,7,5,8,7,15
MINEROS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,0,4,3,5,3,8
MIZQUE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,4,12,56,57,60,69,129
MOCOMOCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,2,32,21,33,23,56
MOJINETE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,1,1,1,1,2
MOJOCOYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,3,2,29,18,32,20,52
MONTEAGUDO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,3,32,23,34,26,60
MONTERO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,1,10,7,11,8,19
MORO MORO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,7,5,7,5,12
MOROCHATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,7,2,44,50,51,52,103
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,2,1,6,3,8,11
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,11,8,11,8,19
OCURI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,4,7,71,74,75,81,156
OMEREQUE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,5,11,14,15,19,26,45
ORURO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,37,31,95,77,132,108,240
PADCAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,2,2,2,2,4
PADILLA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,3,5,47,54,50,59,109
PAILON,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,2,13,10,13,12,25
PALCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,4,3,9,11,13,14,27
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,1,3,3,3,4,7
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,9,8,9,8,17
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,0,0,1,1,1,2
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,2,4,2,4,6
PASORAPA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,2,13,11,13,13,26
PATACAMAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,0,5,0,5,5
PAZÑA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,10,2,10,2,12
PELECHUCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,1,0,1,1,2,3
POCOATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,8,11,74,96,82,107,189
POCONA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,2,10,19,11,21,32
POJO (CBBA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,17,9,17,9,26
POOPO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,1,10,2,10,3,13
PORCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,3,3,2,2,5,5,10
POROMA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,4,2,75,67,79,69,148
PORONGO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,3,10,10,10,13,23
PORVENIR,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,5,6,5,6,11
POSTRER VALLE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,1,7,1,7,8
POTOSI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,45,43,180,141,225,184,409
PRESTO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,3,1,58,66,61,67,128
PUCARA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,0,1,0,1,1
PUCARANI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,8,5,19,29,27,34,61
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,5,4,25,20,30,24,54
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,0,27,31,27,31,58
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,3,0,19,16,22,16,38
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,0,3,7,10,7,13,20
PUERTO RICO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,0,5,7,6,7,13
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,1,0,0,1,1,2
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,2,1,20,24,22,25,47
PUNA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,3,6,66,78,69,84,153
PUNATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2017-01-01,1,0,15,13,16,13,29
