municipality,group,variable,month,N° de CAI de establecimiento,TOTAL
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,6,6
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
ALTO BENI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,4,4
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,4,4
ARAMPAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
AYATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
AYO AYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
BATALLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
BETANZOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,23,23
BOLIVAR,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
CABEZAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
CAIROMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,6,6
CAJUATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
CALACOTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
CAMIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
CAPINOTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
CARANAVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,7,7
CATACORA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
CHARAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
CHAYANTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,7,7
CKOCHAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,9,9
CLIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
COBIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
COLCAPIRHUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
COMANCHE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,7,7
COPACABANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
COROICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
COTAGAITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,4,4
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
CURVA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,49,49
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
FILADELFIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,4,4
GUAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
HUARINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
HUMANATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
