municipality,group,variable,month,Curaciones y/o suturas,TOTAL
ACACIO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,16,16
ACHACACHI,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,157,157
ACHOCALLA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,95,95
AIQUILE,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,293,293
ALALAY,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,17,17
ALCALA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,32,32
ALTO BENI,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,45,45
ANCORAIMES,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,32,32
ANDAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,166,166
ANTEQUERA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,6,6
ANZALDO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,40,40
APOLO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,35,35
ARAMPAMPA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,16,16
ARANI,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,201,201
ARBIETO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,86,86
ARQUE,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,38,38
ASCENCION DE GUARAYOS,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,420,420
ATOCHA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,401,401
AUCAPATA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,18,18
AYATA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,39,39
AYO AYO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,33,33
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,128,128
AZURDUY,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,32,32
BATALLAS,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,24,24
BAURES,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,159,159
BELEN DE ANDAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,10,10
BELEN DE URMIRI,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,10,10
BELLA FLOR,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,32,32
BERMEJO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,1570,1570
BETANZOS,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,225,225
BOLIVAR,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,14,14
BOLPEBRA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,15,15
BOYUIBE,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,39,39
BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,86,86
CABEZAS,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,257,257
CAIROMA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,57,57
"CAIZA ""D""",otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,87,87
CAJUATA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,49,49
CALACOTO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,20,20
CALAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,113,113
CAMARGO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,98,98
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,8,8
CAMIRI,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,1486,1486
CAPINOTA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,292,292
CAQUIAVIRI,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,56,56
CARACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,198,198
CARANAVI,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,471,471
CARAPARI,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,223,223
CARIPUYO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,19,19
CARMEN RIVERO TORREZ,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,132,132
CATACORA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,7,7
CHALLAPATA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,140,140
CHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,54,54
CHARAGUA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,222,222
CHARAÑA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,5,5
CHAYANTA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,73,73
CHIMORE,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,240,240
CHIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,6,6
CHOQUE COTA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,16,16
CHUA COCANI,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,42,42
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,77,77
CHUMA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,55,55
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,21,21
CKOCHAS,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,11,11
CLIZA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,229,229
COBIJA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,2033,2033
COCAPATA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,28,28
COCHABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,14464,14464
COIPASA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,2,2
COLCAPIRHUA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,542,542
"COLCHA ""K""",otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,49,49
COLLANA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,28,28
COLOMI,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,179,179
COLPA BELGICA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,192,192
COLQUECHACA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,121,121
COLQUENCHA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,59,59
COLQUIRI,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,255,255
COMANCHE,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,14,14
COMARAPA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,178,178
COMBAYA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,17,17
CONCEPCION,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,175,175
COPACABANA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,91,91
CORIPATA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,63,63
CORO CORO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,28,28
COROICO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,214,214
CORQUE,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,52,52
COTAGAITA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,223,223
COTOCA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,547,547
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,8,8
CUATRO CAÑADAS,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,417,417
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,5,5
CUEVO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,33,33
CULPINA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,91,91
CURAHUARA DE CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,14,14
CURVA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,8,8
DESAGUADERO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,48,48
EL ALTO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,11098,11098
EL CHORO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,41,41
EL PUENTE(STC),otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,126,126
EL PUENTE(TJA),otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,93,93
EL TORNO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,2821,2821
EL VILLAR,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,36,36
ENTRE RIOS TRJ,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,348,348
ENTRE RIOS CBBA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,384,384
ESCARA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,12,12
ESCOMA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,112,112
ESMERALDA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,3,3
EUCALIPTUS,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,49,49
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,6,6
EXALTACION,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,14,14
FERNANDEZ ALONSO,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,43,43
FILADELFIA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,44,44
GENERAL SAAVEDRA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,102,102
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,36,36
GUANAY,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,153,153
GUAQUI,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,8,8
GUAYARAMERIN,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,2562,2562
GUTIERREZ,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,46,46
HUACARETA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,27,27
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,19,19
HUACHACALLA,otras actividades de enfermeria,curaciones y/o suturas,2015-01-01,74,74
