municipality,group,variable,month,Inyectables,TOTAL
ACACIO,otras actividades de enfermeria,inyectables,2005-01-01,87,87
ACHACACHI,otras actividades de enfermeria,inyectables,2005-01-01,607,607
ACHOCALLA,otras actividades de enfermeria,inyectables,2005-01-01,88,88
AIQUILE,otras actividades de enfermeria,inyectables,2005-01-01,320,320
ALALAY,otras actividades de enfermeria,inyectables,2005-01-01,47,47
ALCALA,otras actividades de enfermeria,inyectables,2005-01-01,77,77
ANCORAIMES,otras actividades de enfermeria,inyectables,2005-01-01,136,136
ANDAMARCA,otras actividades de enfermeria,inyectables,2005-01-01,42,42
ANTEQUERA,otras actividades de enfermeria,inyectables,2005-01-01,8,8
ANZALDO,otras actividades de enfermeria,inyectables,2005-01-01,70,70
APOLO,otras actividades de enfermeria,inyectables,2005-01-01,362,362
ARAMPAMPA,otras actividades de enfermeria,inyectables,2005-01-01,45,45
ARANI,otras actividades de enfermeria,inyectables,2005-01-01,104,104
ARBIETO,otras actividades de enfermeria,inyectables,2005-01-01,90,90
ARQUE,otras actividades de enfermeria,inyectables,2005-01-01,64,64
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2005-01-01,2410,2410
ATOCHA,otras actividades de enfermeria,inyectables,2005-01-01,2935,2935
AUCAPATA,otras actividades de enfermeria,inyectables,2005-01-01,72,72
AYATA,otras actividades de enfermeria,inyectables,2005-01-01,38,38
AYO AYO,otras actividades de enfermeria,inyectables,2005-01-01,56,56
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2005-01-01,433,433
AZURDUY,otras actividades de enfermeria,inyectables,2005-01-01,343,343
BATALLAS,otras actividades de enfermeria,inyectables,2005-01-01,148,148
BAURES,otras actividades de enfermeria,inyectables,2005-01-01,166,166
BELEN DE ANDAMARCA,otras actividades de enfermeria,inyectables,2005-01-01,2,2
BELEN DE URMIRI,otras actividades de enfermeria,inyectables,2005-01-01,25,25
BELLA FLOR,otras actividades de enfermeria,inyectables,2005-01-01,37,37
BERMEJO,otras actividades de enfermeria,inyectables,2005-01-01,3987,3987
BETANZOS,otras actividades de enfermeria,inyectables,2005-01-01,973,973
BOLIVAR,otras actividades de enfermeria,inyectables,2005-01-01,93,93
BOLPEBRA,otras actividades de enfermeria,inyectables,2005-01-01,31,31
BOYUIBE,otras actividades de enfermeria,inyectables,2005-01-01,200,200
BUENA VISTA,otras actividades de enfermeria,inyectables,2005-01-01,449,449
CABEZAS,otras actividades de enfermeria,inyectables,2005-01-01,947,947
CAIROMA,otras actividades de enfermeria,inyectables,2005-01-01,145,145
"CAIZA ""D""",otras actividades de enfermeria,inyectables,2005-01-01,198,198
CAJUATA,otras actividades de enfermeria,inyectables,2005-01-01,121,121
CALACOTO,otras actividades de enfermeria,inyectables,2005-01-01,22,22
CALAMARCA,otras actividades de enfermeria,inyectables,2005-01-01,68,68
CAMARGO,otras actividades de enfermeria,inyectables,2005-01-01,806,806
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,inyectables,2005-01-01,88,88
CAMIRI,otras actividades de enfermeria,inyectables,2005-01-01,6834,6834
CAPINOTA,otras actividades de enfermeria,inyectables,2005-01-01,304,304
CAQUIAVIRI,otras actividades de enfermeria,inyectables,2005-01-01,62,62
CARACOLLO,otras actividades de enfermeria,inyectables,2005-01-01,395,395
CARANAVI,otras actividades de enfermeria,inyectables,2005-01-01,2225,2225
CARAPARI,otras actividades de enfermeria,inyectables,2005-01-01,388,388
CARIPUYO,otras actividades de enfermeria,inyectables,2005-01-01,108,108
CARMEN RIVERO TORREZ,otras actividades de enfermeria,inyectables,2005-01-01,70,70
CATACORA,otras actividades de enfermeria,inyectables,2005-01-01,5,5
CHACARILLA,otras actividades de enfermeria,inyectables,2005-01-01,2,2
CHALLAPATA,otras actividades de enfermeria,inyectables,2005-01-01,486,486
CHAQUI,otras actividades de enfermeria,inyectables,2005-01-01,74,74
CHARAGUA,otras actividades de enfermeria,inyectables,2005-01-01,960,960
CHARAÑA,otras actividades de enfermeria,inyectables,2005-01-01,45,45
CHAYANTA,otras actividades de enfermeria,inyectables,2005-01-01,264,264
CHIMORE,otras actividades de enfermeria,inyectables,2005-01-01,543,543
CHIPAYA,otras actividades de enfermeria,inyectables,2005-01-01,24,24
CHOQUE COTA,otras actividades de enfermeria,inyectables,2005-01-01,6,6
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,inyectables,2005-01-01,715,715
CHUMA,otras actividades de enfermeria,inyectables,2005-01-01,93,93
CLIZA,otras actividades de enfermeria,inyectables,2005-01-01,250,250
COBIJA,otras actividades de enfermeria,inyectables,2005-01-01,1995,1995
COCHABAMBA,otras actividades de enfermeria,inyectables,2005-01-01,25590,25590
COIPASA,otras actividades de enfermeria,inyectables,2005-01-01,2,2
COLCAPIRHUA,otras actividades de enfermeria,inyectables,2005-01-01,480,480
"COLCHA ""K""",otras actividades de enfermeria,inyectables,2005-01-01,214,214
COLLANA,otras actividades de enfermeria,inyectables,2005-01-01,26,26
COLOMI,otras actividades de enfermeria,inyectables,2005-01-01,409,409
COLPA BELGICA,otras actividades de enfermeria,inyectables,2005-01-01,528,528
COLQUECHACA,otras actividades de enfermeria,inyectables,2005-01-01,293,293
COLQUENCHA,otras actividades de enfermeria,inyectables,2005-01-01,71,71
COLQUIRI,otras actividades de enfermeria,inyectables,2005-01-01,312,312
COMANCHE,otras actividades de enfermeria,inyectables,2005-01-01,12,12
COMARAPA,otras actividades de enfermeria,inyectables,2005-01-01,569,569
COMBAYA,otras actividades de enfermeria,inyectables,2005-01-01,12,12
CONCEPCION,otras actividades de enfermeria,inyectables,2005-01-01,529,529
COPACABANA,otras actividades de enfermeria,inyectables,2005-01-01,212,212
CORIPATA,otras actividades de enfermeria,inyectables,2005-01-01,95,95
CORO CORO,otras actividades de enfermeria,inyectables,2005-01-01,53,53
COROICO,otras actividades de enfermeria,inyectables,2005-01-01,959,959
CORQUE,otras actividades de enfermeria,inyectables,2005-01-01,80,80
COTAGAITA,otras actividades de enfermeria,inyectables,2005-01-01,1716,1716
COTOCA,otras actividades de enfermeria,inyectables,2005-01-01,1579,1579
CUATRO CAÑADAS,otras actividades de enfermeria,inyectables,2005-01-01,502,502
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,inyectables,2005-01-01,9,9
CUEVO,otras actividades de enfermeria,inyectables,2005-01-01,198,198
CULPINA,otras actividades de enfermeria,inyectables,2005-01-01,277,277
CURAHUARA DE CARANGAS,otras actividades de enfermeria,inyectables,2005-01-01,105,105
CURVA,otras actividades de enfermeria,inyectables,2005-01-01,29,29
DESAGUADERO,otras actividades de enfermeria,inyectables,2005-01-01,101,101
EL ALTO,otras actividades de enfermeria,inyectables,2005-01-01,20033,20033
EL CHORO,otras actividades de enfermeria,inyectables,2005-01-01,16,16
EL PUENTE(STC),otras actividades de enfermeria,inyectables,2005-01-01,190,190
EL PUENTE(TJA),otras actividades de enfermeria,inyectables,2005-01-01,460,460
EL TORNO,otras actividades de enfermeria,inyectables,2005-01-01,2192,2192
EL VILLAR,otras actividades de enfermeria,inyectables,2005-01-01,129,129
ENTRE RIOS,otras actividades de enfermeria,inyectables,2005-01-01,624,624
ENTRE RIOS,otras actividades de enfermeria,inyectables,2005-01-01,643,643
EUCALIPTUS,otras actividades de enfermeria,inyectables,2005-01-01,101,101
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,inyectables,2005-01-01,15,15
