municipality,group,variable,month,Inyectables,TOTAL
ACACIO,otras actividades de enfermeria,inyectables,2008-01-01,116,116
ACHACACHI,otras actividades de enfermeria,inyectables,2008-01-01,717,717
ACHOCALLA,otras actividades de enfermeria,inyectables,2008-01-01,109,109
AIQUILE,otras actividades de enfermeria,inyectables,2008-01-01,686,686
ALALAY,otras actividades de enfermeria,inyectables,2008-01-01,39,39
ALCALA,otras actividades de enfermeria,inyectables,2008-01-01,175,175
ANCORAIMES,otras actividades de enfermeria,inyectables,2008-01-01,171,171
ANDAMARCA,otras actividades de enfermeria,inyectables,2008-01-01,149,149
ANTEQUERA,otras actividades de enfermeria,inyectables,2008-01-01,78,78
ANZALDO,otras actividades de enfermeria,inyectables,2008-01-01,22,22
APOLO,otras actividades de enfermeria,inyectables,2008-01-01,549,549
ARAMPAMPA,otras actividades de enfermeria,inyectables,2008-01-01,63,63
ARANI,otras actividades de enfermeria,inyectables,2008-01-01,91,91
ARBIETO,otras actividades de enfermeria,inyectables,2008-01-01,129,129
ARQUE,otras actividades de enfermeria,inyectables,2008-01-01,99,99
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2008-01-01,3882,3882
ATOCHA,otras actividades de enfermeria,inyectables,2008-01-01,2988,2988
AUCAPATA,otras actividades de enfermeria,inyectables,2008-01-01,57,57
AYATA,otras actividades de enfermeria,inyectables,2008-01-01,46,46
AYO AYO,otras actividades de enfermeria,inyectables,2008-01-01,65,65
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2008-01-01,687,687
AZURDUY,otras actividades de enfermeria,inyectables,2008-01-01,294,294
BATALLAS,otras actividades de enfermeria,inyectables,2008-01-01,187,187
BAURES,otras actividades de enfermeria,inyectables,2008-01-01,286,286
BELEN DE ANDAMARCA,otras actividades de enfermeria,inyectables,2008-01-01,11,11
BELEN DE URMIRI,otras actividades de enfermeria,inyectables,2008-01-01,33,33
BELLA FLOR,otras actividades de enfermeria,inyectables,2008-01-01,45,45
BERMEJO,otras actividades de enfermeria,inyectables,2008-01-01,10269,10269
BETANZOS,otras actividades de enfermeria,inyectables,2008-01-01,1231,1231
BOLIVAR,otras actividades de enfermeria,inyectables,2008-01-01,85,85
BOLPEBRA,otras actividades de enfermeria,inyectables,2008-01-01,58,58
BOYUIBE,otras actividades de enfermeria,inyectables,2008-01-01,256,256
BUENA VISTA,otras actividades de enfermeria,inyectables,2008-01-01,2452,2452
CABEZAS,otras actividades de enfermeria,inyectables,2008-01-01,1183,1183
CAIROMA,otras actividades de enfermeria,inyectables,2008-01-01,153,153
"CAIZA ""D""",otras actividades de enfermeria,inyectables,2008-01-01,339,339
CAJUATA,otras actividades de enfermeria,inyectables,2008-01-01,167,167
CALACOTO,otras actividades de enfermeria,inyectables,2008-01-01,24,24
CALAMARCA,otras actividades de enfermeria,inyectables,2008-01-01,114,114
CAMARGO,otras actividades de enfermeria,inyectables,2008-01-01,1550,1550
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,inyectables,2008-01-01,167,167
CAMIRI,otras actividades de enfermeria,inyectables,2008-01-01,7953,7953
CAPINOTA,otras actividades de enfermeria,inyectables,2008-01-01,654,654
CAQUIAVIRI,otras actividades de enfermeria,inyectables,2008-01-01,70,70
CARACOLLO,otras actividades de enfermeria,inyectables,2008-01-01,397,397
CARANAVI,otras actividades de enfermeria,inyectables,2008-01-01,2589,2589
CARAPARI,otras actividades de enfermeria,inyectables,2008-01-01,708,708
CARIPUYO,otras actividades de enfermeria,inyectables,2008-01-01,99,99
CARMEN RIVERO TORREZ,otras actividades de enfermeria,inyectables,2008-01-01,341,341
CATACORA,otras actividades de enfermeria,inyectables,2008-01-01,21,21
CHACARILLA,otras actividades de enfermeria,inyectables,2008-01-01,2,2
CHALLAPATA,otras actividades de enfermeria,inyectables,2008-01-01,559,559
CHAQUI,otras actividades de enfermeria,inyectables,2008-01-01,123,123
CHARAGUA,otras actividades de enfermeria,inyectables,2008-01-01,1206,1206
CHARAÑA,otras actividades de enfermeria,inyectables,2008-01-01,5,5
CHAYANTA,otras actividades de enfermeria,inyectables,2008-01-01,230,230
CHIMORE,otras actividades de enfermeria,inyectables,2008-01-01,164,164
CHIPAYA,otras actividades de enfermeria,inyectables,2008-01-01,19,19
CHOQUE COTA,otras actividades de enfermeria,inyectables,2008-01-01,45,45
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,inyectables,2008-01-01,498,498
CHUMA,otras actividades de enfermeria,inyectables,2008-01-01,73,73
CLIZA,otras actividades de enfermeria,inyectables,2008-01-01,392,392
COBIJA,otras actividades de enfermeria,inyectables,2008-01-01,3970,3970
COCHABAMBA,otras actividades de enfermeria,inyectables,2008-01-01,36014,36014
COIPASA,otras actividades de enfermeria,inyectables,2008-01-01,7,7
COLCAPIRHUA,otras actividades de enfermeria,inyectables,2008-01-01,731,731
"COLCHA ""K""",otras actividades de enfermeria,inyectables,2008-01-01,261,261
COLLANA,otras actividades de enfermeria,inyectables,2008-01-01,37,37
COLOMI,otras actividades de enfermeria,inyectables,2008-01-01,286,286
COLPA BELGICA,otras actividades de enfermeria,inyectables,2008-01-01,501,501
COLQUECHACA,otras actividades de enfermeria,inyectables,2008-01-01,318,318
COLQUENCHA,otras actividades de enfermeria,inyectables,2008-01-01,70,70
COLQUIRI,otras actividades de enfermeria,inyectables,2008-01-01,687,687
COMANCHE,otras actividades de enfermeria,inyectables,2008-01-01,14,14
COMARAPA,otras actividades de enfermeria,inyectables,2008-01-01,918,918
COMBAYA,otras actividades de enfermeria,inyectables,2008-01-01,12,12
CONCEPCION,otras actividades de enfermeria,inyectables,2008-01-01,1000,1000
COPACABANA,otras actividades de enfermeria,inyectables,2008-01-01,322,322
CORIPATA,otras actividades de enfermeria,inyectables,2008-01-01,108,108
CORO CORO,otras actividades de enfermeria,inyectables,2008-01-01,46,46
COROICO,otras actividades de enfermeria,inyectables,2008-01-01,606,606
CORQUE,otras actividades de enfermeria,inyectables,2008-01-01,98,98
COTAGAITA,otras actividades de enfermeria,inyectables,2008-01-01,1144,1144
COTOCA,otras actividades de enfermeria,inyectables,2008-01-01,2319,2319
CUATRO CAÑADAS,otras actividades de enfermeria,inyectables,2008-01-01,915,915
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,inyectables,2008-01-01,9,9
CUEVO,otras actividades de enfermeria,inyectables,2008-01-01,188,188
CULPINA,otras actividades de enfermeria,inyectables,2008-01-01,498,498
CURAHUARA DE CARANGAS,otras actividades de enfermeria,inyectables,2008-01-01,115,115
CURVA,otras actividades de enfermeria,inyectables,2008-01-01,41,41
DESAGUADERO,otras actividades de enfermeria,inyectables,2008-01-01,108,108
EL ALTO,otras actividades de enfermeria,inyectables,2008-01-01,27565,27565
EL CHORO,otras actividades de enfermeria,inyectables,2008-01-01,77,77
EL PUENTE(STC),otras actividades de enfermeria,inyectables,2008-01-01,437,437
EL PUENTE(TJA),otras actividades de enfermeria,inyectables,2008-01-01,765,765
EL TORNO,otras actividades de enfermeria,inyectables,2008-01-01,2414,2414
EL VILLAR,otras actividades de enfermeria,inyectables,2008-01-01,299,299
ENTRE RIOS,otras actividades de enfermeria,inyectables,2008-01-01,892,892
ENTRE RIOS,otras actividades de enfermeria,inyectables,2008-01-01,1230,1230
ESCARA,otras actividades de enfermeria,inyectables,2008-01-01,2,2
EUCALIPTUS,otras actividades de enfermeria,inyectables,2008-01-01,131,131
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,inyectables,2008-01-01,27,27
EXALTACION,otras actividades de enfermeria,inyectables,2008-01-01,27,27
FERNANDEZ ALONSO,otras actividades de enfermeria,inyectables,2008-01-01,552,552
FILADELFIA,otras actividades de enfermeria,inyectables,2008-01-01,263,263
GENERAL SAAVEDRA,otras actividades de enfermeria,inyectables,2008-01-01,523,523
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,inyectables,2008-01-01,99,99
GUANAY,otras actividades de enfermeria,inyectables,2008-01-01,550,550
GUAQUI,otras actividades de enfermeria,inyectables,2008-01-01,92,92
GUAYARAMERIN,otras actividades de enfermeria,inyectables,2008-01-01,12676,12676
GUTIERREZ,otras actividades de enfermeria,inyectables,2008-01-01,339,339
HUACARETA,otras actividades de enfermeria,inyectables,2008-01-01,229,229
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,inyectables,2008-01-01,76,76
HUACHACALLA,otras actividades de enfermeria,inyectables,2008-01-01,245,245
HUANUNI,otras actividades de enfermeria,inyectables,2008-01-01,2305,2305
HUARACAJE,otras actividades de enfermeria,inyectables,2008-01-01,170,170
HUAYLLAMARCA,otras actividades de enfermeria,inyectables,2008-01-01,69,69
ICHOCA,otras actividades de enfermeria,inyectables,2008-01-01,21,21
ICLA,otras actividades de enfermeria,inyectables,2008-01-01,204,204
INCAHUASI,otras actividades de enfermeria,inyectables,2008-01-01,571,571
INGAVI (HUMAITA),otras actividades de enfermeria,inyectables,2008-01-01,13,13
INQUISIVI,otras actividades de enfermeria,inyectables,2008-01-01,123,123
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,inyectables,2008-01-01,930,930
IXIAMAS,otras actividades de enfermeria,inyectables,2008-01-01,77,77
JESUS DE MACHACA,otras actividades de enfermeria,inyectables,2008-01-01,329,329
LA ASUNTA,otras actividades de enfermeria,inyectables,2008-01-01,614,614
LA GUARDIA,otras actividades de enfermeria,inyectables,2008-01-01,2209,2209
LA PAZ,otras actividades de enfermeria,inyectables,2008-01-01,131859,131859
LA RIVERA,otras actividades de enfermeria,inyectables,2008-01-01,3,3
LAGUNILLAS,otras actividades de enfermeria,inyectables,2008-01-01,326,326
LAJA,otras actividades de enfermeria,inyectables,2008-01-01,111,111
LAS CARRERAS,otras actividades de enfermeria,inyectables,2008-01-01,123,123
LICOMA PAMPA,otras actividades de enfermeria,inyectables,2008-01-01,117,117
LLALLAGUA,otras actividades de enfermeria,inyectables,2008-01-01,2351,2351
LLICA,otras actividades de enfermeria,inyectables,2008-01-01,44,44
LORETO,otras actividades de enfermeria,inyectables,2008-01-01,45,45
LURIBAY,otras actividades de enfermeria,inyectables,2008-01-01,187,187
MACHACAMARCA,otras actividades de enfermeria,inyectables,2008-01-01,126,126
MACHARETI,otras actividades de enfermeria,inyectables,2008-01-01,359,359
MAGDALENA,otras actividades de enfermeria,inyectables,2008-01-01,1704,1704
MAIRANA,otras actividades de enfermeria,inyectables,2008-01-01,812,812
MALLA,otras actividades de enfermeria,inyectables,2008-01-01,37,37
MAPIRI,otras actividades de enfermeria,inyectables,2008-01-01,242,242
MECAPACA,otras actividades de enfermeria,inyectables,2008-01-01,131,131
MINEROS,otras actividades de enfermeria,inyectables,2008-01-01,114,114
MIZQUE,otras actividades de enfermeria,inyectables,2008-01-01,546,546
MOCOMOCO,otras actividades de enfermeria,inyectables,2008-01-01,101,101
MOJINETE,otras actividades de enfermeria,inyectables,2008-01-01,32,32
MOJOCOYA,otras actividades de enfermeria,inyectables,2008-01-01,189,189
MONTEAGUDO,otras actividades de enfermeria,inyectables,2008-01-01,2662,2662
MONTERO,otras actividades de enfermeria,inyectables,2008-01-01,11532,11532
MORO MORO,otras actividades de enfermeria,inyectables,2008-01-01,105,105
MOROCHATA,otras actividades de enfermeria,inyectables,2008-01-01,270,270
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,inyectables,2008-01-01,198,198
NAZACARA DE PACAJES,otras actividades de enfermeria,inyectables,2008-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,inyectables,2008-01-01,51,51
OCURI,otras actividades de enfermeria,inyectables,2008-01-01,346,346
OKINAWA,otras actividades de enfermeria,inyectables,2008-01-01,349,349
OMEREQUE,otras actividades de enfermeria,inyectables,2008-01-01,186,186
ORURO,otras actividades de enfermeria,inyectables,2008-01-01,43549,43549
PADCAYA,otras actividades de enfermeria,inyectables,2008-01-01,915,915
PADILLA,otras actividades de enfermeria,inyectables,2008-01-01,1027,1027
PAILON,otras actividades de enfermeria,inyectables,2008-01-01,208,208
PALCA,otras actividades de enfermeria,inyectables,2008-01-01,73,73
PALOS BLANCOS,otras actividades de enfermeria,inyectables,2008-01-01,1193,1193
PAMPA AULLAGAS,otras actividades de enfermeria,inyectables,2008-01-01,41,41
PAMPA GRANDE,otras actividades de enfermeria,inyectables,2008-01-01,180,180
PAPEL PAMPA,otras actividades de enfermeria,inyectables,2008-01-01,62,62
PASORAPA,otras actividades de enfermeria,inyectables,2008-01-01,69,69
PATACAMAYA,otras actividades de enfermeria,inyectables,2008-01-01,297,297
PAZÑA,otras actividades de enfermeria,inyectables,2008-01-01,270,270
PELECHUCO,otras actividades de enfermeria,inyectables,2008-01-01,39,39
POCOATA,otras actividades de enfermeria,inyectables,2008-01-01,156,156
POCONA,otras actividades de enfermeria,inyectables,2008-01-01,192,192
POJO (CBBA),otras actividades de enfermeria,inyectables,2008-01-01,103,103
POOPO,otras actividades de enfermeria,inyectables,2008-01-01,254,254
PORCO,otras actividades de enfermeria,inyectables,2008-01-01,368,368
POROMA,otras actividades de enfermeria,inyectables,2008-01-01,297,297
PORONGO,otras actividades de enfermeria,inyectables,2008-01-01,337,337
PORTACHUELO,otras actividades de enfermeria,inyectables,2008-01-01,1535,1535
PORVENIR,otras actividades de enfermeria,inyectables,2008-01-01,688,688
POSTRER VALLE,otras actividades de enfermeria,inyectables,2008-01-01,64,64
POTOSI,otras actividades de enfermeria,inyectables,2008-01-01,31173,31173
PRESTO,otras actividades de enfermeria,inyectables,2008-01-01,74,74
PUCARA,otras actividades de enfermeria,inyectables,2008-01-01,61,61
PUCARANI,otras actividades de enfermeria,inyectables,2008-01-01,289,289
PUERTO ACOSTA,otras actividades de enfermeria,inyectables,2008-01-01,292,292
PUERTO CARABUCO,otras actividades de enfermeria,inyectables,2008-01-01,127,127
PUERTO GONZALO MORENO,otras actividades de enfermeria,inyectables,2008-01-01,237,237
PUERTO PEREZ,otras actividades de enfermeria,inyectables,2008-01-01,37,37
PUERTO QUIJARRO,otras actividades de enfermeria,inyectables,2008-01-01,465,465
PUERTO RICO,otras actividades de enfermeria,inyectables,2008-01-01,389,389
PUERTO SILES,otras actividades de enfermeria,inyectables,2008-01-01,23,23
PUERTO SUAREZ,otras actividades de enfermeria,inyectables,2008-01-01,1182,1182
PUERTO VILLARROEL,otras actividades de enfermeria,inyectables,2008-01-01,6246,6246
PUNA,otras actividades de enfermeria,inyectables,2008-01-01,669,669
PUNATA,otras actividades de enfermeria,inyectables,2008-01-01,3728,3728
QUIABAYA,otras actividades de enfermeria,inyectables,2008-01-01,22,22
QUILLACOLLO,otras actividades de enfermeria,inyectables,2008-01-01,6105,6105
QUIME,otras actividades de enfermeria,inyectables,2008-01-01,196,196
QUIRUSILLAS,otras actividades de enfermeria,inyectables,2008-01-01,241,241
RAVELO,otras actividades de enfermeria,inyectables,2008-01-01,226,226
REYES,otras actividades de enfermeria,inyectables,2008-01-01,1487,1487
RIBERALTA,otras actividades de enfermeria,inyectables,2008-01-01,9222,9222
ROBORE,otras actividades de enfermeria,inyectables,2008-01-01,1189,1189
RURRENABAQUE,otras actividades de enfermeria,inyectables,2008-01-01,852,852
SABAYA,otras actividades de enfermeria,inyectables,2008-01-01,176,176
SACABA,otras actividades de enfermeria,inyectables,2008-01-01,4122,4122
SACABAMBA,otras actividades de enfermeria,inyectables,2008-01-01,45,45
SACACA,otras actividades de enfermeria,inyectables,2008-01-01,212,212
SAIPINA,otras actividades de enfermeria,inyectables,2008-01-01,972,972
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,inyectables,2008-01-01,281,281
SAMAIPATA,otras actividades de enfermeria,inyectables,2008-01-01,440,440
SAN AGUSTIN,otras actividades de enfermeria,inyectables,2008-01-01,59,59
SAN ANDRES,otras actividades de enfermeria,inyectables,2008-01-01,172,172
SAN ANDRES DE MACHACA,otras actividades de enfermeria,inyectables,2008-01-01,63,63
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,inyectables,2008-01-01,61,61
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,inyectables,2008-01-01,283,283
SAN BENITO,otras actividades de enfermeria,inyectables,2008-01-01,199,199
SAN BORJA,otras actividades de enfermeria,inyectables,2008-01-01,2182,2182
SAN BUENA VENTURA,otras actividades de enfermeria,inyectables,2008-01-01,581,581
SAN CARLOS,otras actividades de enfermeria,inyectables,2008-01-01,1896,1896
SAN IGNACIO,otras actividades de enfermeria,inyectables,2008-01-01,1274,1274
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,inyectables,2008-01-01,5242,5242
SAN JAVIER(BNI),otras actividades de enfermeria,inyectables,2008-01-01,83,83
SAN JAVIER(STC),otras actividades de enfermeria,inyectables,2008-01-01,660,660
SAN JOAQUIN,otras actividades de enfermeria,inyectables,2008-01-01,759,759
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,inyectables,2008-01-01,931,931
SAN JUAN DE YAPACANI,otras actividades de enfermeria,inyectables,2008-01-01,1422,1422
SAN JULIAN,otras actividades de enfermeria,inyectables,2008-01-01,1904,1904
SAN LORENZO(PND),otras actividades de enfermeria,inyectables,2008-01-01,110,110
