municipality,group,variable,month,Sueros,TOTAL
ACACIO,otras actividades de enfermeria,sueros,2020-01-01,19,19
ACHACACHI,otras actividades de enfermeria,sueros,2020-01-01,206,206
ACHOCALLA,otras actividades de enfermeria,sueros,2020-01-01,101,101
AIQUILE,otras actividades de enfermeria,sueros,2020-01-01,635,635
ALALAY,otras actividades de enfermeria,sueros,2020-01-01,3,3
ALCALA,otras actividades de enfermeria,sueros,2020-01-01,6,6
ALTO BENI,otras actividades de enfermeria,sueros,2020-01-01,17,17
ANCORAIMES,otras actividades de enfermeria,sueros,2020-01-01,8,8
ANDAMARCA,otras actividades de enfermeria,sueros,2020-01-01,5,5
ANZALDO,otras actividades de enfermeria,sueros,2020-01-01,5,5
APOLO,otras actividades de enfermeria,sueros,2020-01-01,31,31
ARAMPAMPA,otras actividades de enfermeria,sueros,2020-01-01,3,3
ARANI,otras actividades de enfermeria,sueros,2020-01-01,15,15
ARBIETO,otras actividades de enfermeria,sueros,2020-01-01,5,5
ARQUE,otras actividades de enfermeria,sueros,2020-01-01,9,9
ASCENCION DE GUARAYOS,otras actividades de enfermeria,sueros,2020-01-01,746,746
ATOCHA,otras actividades de enfermeria,sueros,2020-01-01,414,414
AUCAPATA,otras actividades de enfermeria,sueros,2020-01-01,15,15
AYATA,otras actividades de enfermeria,sueros,2020-01-01,4,4
AYO AYO,otras actividades de enfermeria,sueros,2020-01-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,sueros,2020-01-01,86,86
AZURDUY,otras actividades de enfermeria,sueros,2020-01-01,56,56
BATALLAS,otras actividades de enfermeria,sueros,2020-01-01,11,11
BAURES,otras actividades de enfermeria,sueros,2020-01-01,132,132
BELEN DE ANDAMARCA,otras actividades de enfermeria,sueros,2020-01-01,2,2
BELEN DE URMIRI,otras actividades de enfermeria,sueros,2020-01-01,3,3
BELLA FLOR,otras actividades de enfermeria,sueros,2020-01-01,24,24
BERMEJO,otras actividades de enfermeria,sueros,2020-01-01,2340,2340
BETANZOS,otras actividades de enfermeria,sueros,2020-01-01,71,71
BOLIVAR,otras actividades de enfermeria,sueros,2020-01-01,1,1
BOLPEBRA,otras actividades de enfermeria,sueros,2020-01-01,7,7
BOYUIBE,otras actividades de enfermeria,sueros,2020-01-01,1,1
BUENA VISTA,otras actividades de enfermeria,sueros,2020-01-01,112,112
CABEZAS,otras actividades de enfermeria,sueros,2020-01-01,70900,70900
CAIROMA,otras actividades de enfermeria,sueros,2020-01-01,12,12
"CAIZA ""D""",otras actividades de enfermeria,sueros,2020-01-01,20,20
CAJUATA,otras actividades de enfermeria,sueros,2020-01-01,23,23
CALACOTO,otras actividades de enfermeria,sueros,2020-01-01,1,1
CALAMARCA,otras actividades de enfermeria,sueros,2020-01-01,7,7
CAMARGO,otras actividades de enfermeria,sueros,2020-01-01,469,469
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,sueros,2020-01-01,26,26
CAMIRI,otras actividades de enfermeria,sueros,2020-01-01,4077,4077
CAPINOTA,otras actividades de enfermeria,sueros,2020-01-01,140,140
CAQUIAVIRI,otras actividades de enfermeria,sueros,2020-01-01,3,3
CARACOLLO,otras actividades de enfermeria,sueros,2020-01-01,69,69
CARANAVI,otras actividades de enfermeria,sueros,2020-01-01,751,751
CARANGAS,otras actividades de enfermeria,sueros,2020-01-01,1,1
CARAPARI,otras actividades de enfermeria,sueros,2020-01-01,103,103
CARIPUYO,otras actividades de enfermeria,sueros,2020-01-01,13,13
CARMEN RIVERO TORREZ,otras actividades de enfermeria,sueros,2020-01-01,32,32
CHALLAPATA,otras actividades de enfermeria,sueros,2020-01-01,182,182
CHAQUI,otras actividades de enfermeria,sueros,2020-01-01,16,16
CHARAGUA,otras actividades de enfermeria,sueros,2020-01-01,310,310
CHARAÑA,otras actividades de enfermeria,sueros,2020-01-01,1,1
CHAYANTA,otras actividades de enfermeria,sueros,2020-01-01,32,32
CHIMORE,otras actividades de enfermeria,sueros,2020-01-01,75,75
CHOQUE COTA,otras actividades de enfermeria,sueros,2020-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,sueros,2020-01-01,172,172
CHUMA,otras actividades de enfermeria,sueros,2020-01-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,sueros,2020-01-01,45,45
CKOCHAS,otras actividades de enfermeria,sueros,2020-01-01,24,24
CLIZA,otras actividades de enfermeria,sueros,2020-01-01,10,10
COBIJA,otras actividades de enfermeria,sueros,2020-01-01,1552,1552
COCAPATA,otras actividades de enfermeria,sueros,2020-01-01,17,17
COCHABAMBA,otras actividades de enfermeria,sueros,2020-01-01,19666,19666
COIPASA,otras actividades de enfermeria,sueros,2020-01-01,2,2
COLCAPIRHUA,otras actividades de enfermeria,sueros,2020-01-01,1364,1364
"COLCHA ""K""",otras actividades de enfermeria,sueros,2020-01-01,26,26
COLLANA,otras actividades de enfermeria,sueros,2020-01-01,3,3
COLOMI,otras actividades de enfermeria,sueros,2020-01-01,65,65
COLPA BELGICA,otras actividades de enfermeria,sueros,2020-01-01,66,66
COLQUECHACA,otras actividades de enfermeria,sueros,2020-01-01,25,25
COLQUENCHA,otras actividades de enfermeria,sueros,2020-01-01,7,7
COLQUIRI,otras actividades de enfermeria,sueros,2020-01-01,24,24
COMARAPA,otras actividades de enfermeria,sueros,2020-01-01,140,140
CONCEPCION,otras actividades de enfermeria,sueros,2020-01-01,526,526
COPACABANA,otras actividades de enfermeria,sueros,2020-01-01,39,39
CORIPATA,otras actividades de enfermeria,sueros,2020-01-01,10,10
CORO CORO,otras actividades de enfermeria,sueros,2020-01-01,5,5
COROICO,otras actividades de enfermeria,sueros,2020-01-01,305,305
CORQUE,otras actividades de enfermeria,sueros,2020-01-01,7,7
COTAGAITA,otras actividades de enfermeria,sueros,2020-01-01,87,87
COTOCA,otras actividades de enfermeria,sueros,2020-01-01,1755,1755
CUATRO CAÑADAS,otras actividades de enfermeria,sueros,2020-01-01,291,291
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,sueros,2020-01-01,3,3
CUEVO,otras actividades de enfermeria,sueros,2020-01-01,35,35
CULPINA,otras actividades de enfermeria,sueros,2020-01-01,126,126
CURAHUARA DE CARANGAS,otras actividades de enfermeria,sueros,2020-01-01,7,7
CURVA,otras actividades de enfermeria,sueros,2020-01-01,1,1
DESAGUADERO,otras actividades de enfermeria,sueros,2020-01-01,23,23
EL ALTO,otras actividades de enfermeria,sueros,2020-01-01,16672,16672
EL CHORO,otras actividades de enfermeria,sueros,2020-01-01,2,2
EL PUENTE(STC),otras actividades de enfermeria,sueros,2020-01-01,75,75
EL PUENTE(TJA),otras actividades de enfermeria,sueros,2020-01-01,20,20
EL TORNO,otras actividades de enfermeria,sueros,2020-01-01,7686,7686
EL VILLAR,otras actividades de enfermeria,sueros,2020-01-01,23,23
ENTRE RIOS TRJ,otras actividades de enfermeria,sueros,2020-01-01,143,143
ENTRE RIOS CBBA,otras actividades de enfermeria,sueros,2020-01-01,158,158
ESCOMA,otras actividades de enfermeria,sueros,2020-01-01,8,8
ESMERALDA,otras actividades de enfermeria,sueros,2020-01-01,1,1
EUCALIPTUS,otras actividades de enfermeria,sueros,2020-01-01,4,4
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,sueros,2020-01-01,7,7
EXALTACION,otras actividades de enfermeria,sueros,2020-01-01,13,13
FERNANDEZ ALONSO,otras actividades de enfermeria,sueros,2020-01-01,71,71
FILADELFIA,otras actividades de enfermeria,sueros,2020-01-01,18,18
GENERAL SAAVEDRA,otras actividades de enfermeria,sueros,2020-01-01,80,80
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,sueros,2020-01-01,9,9
GUANAY,otras actividades de enfermeria,sueros,2020-01-01,48,48
GUAQUI,otras actividades de enfermeria,sueros,2020-01-01,3,3
GUAYARAMERIN,otras actividades de enfermeria,sueros,2020-01-01,9454,9454
GUTIERREZ,otras actividades de enfermeria,sueros,2020-01-01,44,44
HUACARETA,otras actividades de enfermeria,sueros,2020-01-01,124,124
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,sueros,2020-01-01,12,12
HUACHACALLA,otras actividades de enfermeria,sueros,2020-01-01,5,5
HUANUNI,otras actividades de enfermeria,sueros,2020-01-01,2025,2025
HUARACAJE,otras actividades de enfermeria,sueros,2020-01-01,34,34
HUARINA,otras actividades de enfermeria,sueros,2020-01-01,16,16
HUATAJATA,otras actividades de enfermeria,sueros,2020-01-01,2,2
HUAYLLAMARCA,otras actividades de enfermeria,sueros,2020-01-01,10,10
HUMANATA,otras actividades de enfermeria,sueros,2020-01-01,2,2
ICHOCA,otras actividades de enfermeria,sueros,2020-01-01,3,3
ICLA,otras actividades de enfermeria,sueros,2020-01-01,28,28
INCAHUASI,otras actividades de enfermeria,sueros,2020-01-01,74,74
INGAVI (HUMAITA),otras actividades de enfermeria,sueros,2020-01-01,17,17
INQUISIVI,otras actividades de enfermeria,sueros,2020-01-01,17,17
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,sueros,2020-01-01,25,25
IXIAMAS,otras actividades de enfermeria,sueros,2020-01-01,60,60
JESUS DE MACHACA,otras actividades de enfermeria,sueros,2020-01-01,15,15
LA ASUNTA,otras actividades de enfermeria,sueros,2020-01-01,96,96
LA GUARDIA,otras actividades de enfermeria,sueros,2020-01-01,810,810
