municipality,group,variable,month,Nacidos vivos atendidos por personal de salud,TOTAL
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,14,14
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
ALTO BENI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,8,8
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,7,7
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,6,6
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,13,13
AUCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,5,5
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,8,8
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,5,5
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,9,9
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,9,9
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,5,5
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,6,6
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,7,7
CHACARILLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,6,6
CHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
CHARAÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,8,8
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
CHIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
CHUA COCANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,6,6
COCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,9,9
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
COIPASA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
COLCAPIRHUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,10,10
COLLANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,44,44
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
COLQUIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,9,9
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
COPACABANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,5,5
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,8,8
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,5,5
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
CUEVO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,5,5
EL CHORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,7,7
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
GUAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
HUARINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
HUMANATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,7,7
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,8,8
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,7,7
