municipality,group,variable,month,Inyectables,TOTAL
ACACIO,otras actividades de enfermeria,inyectables,2017-01-01,215,215
ACHACACHI,otras actividades de enfermeria,inyectables,2017-01-01,1067,1067
ACHOCALLA,otras actividades de enfermeria,inyectables,2017-01-01,320,320
AIQUILE,otras actividades de enfermeria,inyectables,2017-01-01,1367,1367
ALALAY,otras actividades de enfermeria,inyectables,2017-01-01,68,68
ALCALA,otras actividades de enfermeria,inyectables,2017-01-01,267,267
ALTO BENI,otras actividades de enfermeria,inyectables,2017-01-01,491,491
ANCORAIMES,otras actividades de enfermeria,inyectables,2017-01-01,246,246
ANDAMARCA,otras actividades de enfermeria,inyectables,2017-01-01,253,253
ANTEQUERA,otras actividades de enfermeria,inyectables,2017-01-01,35,35
ANZALDO,otras actividades de enfermeria,inyectables,2017-01-01,123,123
APOLO,otras actividades de enfermeria,inyectables,2017-01-01,615,615
ARAMPAMPA,otras actividades de enfermeria,inyectables,2017-01-01,152,152
ARANI,otras actividades de enfermeria,inyectables,2017-01-01,191,191
ARBIETO,otras actividades de enfermeria,inyectables,2017-01-01,424,424
ARQUE,otras actividades de enfermeria,inyectables,2017-01-01,200,200
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2017-01-01,6884,6884
ATOCHA,otras actividades de enfermeria,inyectables,2017-01-01,2313,2313
AUCAPATA,otras actividades de enfermeria,inyectables,2017-01-01,229,229
AYATA,otras actividades de enfermeria,inyectables,2017-01-01,176,176
AYO AYO,otras actividades de enfermeria,inyectables,2017-01-01,59,59
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2017-01-01,1158,1158
AZURDUY,otras actividades de enfermeria,inyectables,2017-01-01,525,525
BATALLAS,otras actividades de enfermeria,inyectables,2017-01-01,318,318
BAURES,otras actividades de enfermeria,inyectables,2017-01-01,566,566
BELEN DE ANDAMARCA,otras actividades de enfermeria,inyectables,2017-01-01,59,59
BELEN DE URMIRI,otras actividades de enfermeria,inyectables,2017-01-01,65,65
BELLA FLOR,otras actividades de enfermeria,inyectables,2017-01-01,165,165
BERMEJO,otras actividades de enfermeria,inyectables,2017-01-01,11600,11600
BETANZOS,otras actividades de enfermeria,inyectables,2017-01-01,1830,1830
BOLIVAR,otras actividades de enfermeria,inyectables,2017-01-01,165,165
BOLPEBRA,otras actividades de enfermeria,inyectables,2017-01-01,84,84
BOYUIBE,otras actividades de enfermeria,inyectables,2017-01-01,846,846
BUENA VISTA,otras actividades de enfermeria,inyectables,2017-01-01,645,645
CABEZAS,otras actividades de enfermeria,inyectables,2017-01-01,1965,1965
CAIROMA,otras actividades de enfermeria,inyectables,2017-01-01,223,223
"CAIZA ""D""",otras actividades de enfermeria,inyectables,2017-01-01,500,500
CAJUATA,otras actividades de enfermeria,inyectables,2017-01-01,403,403
CALACOTO,otras actividades de enfermeria,inyectables,2017-01-01,145,145
CALAMARCA,otras actividades de enfermeria,inyectables,2017-01-01,257,257
CAMARGO,otras actividades de enfermeria,inyectables,2017-01-01,4145,4145
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,inyectables,2017-01-01,277,277
CAMIRI,otras actividades de enfermeria,inyectables,2017-01-01,9076,9076
CAPINOTA,otras actividades de enfermeria,inyectables,2017-01-01,1068,1068
CAQUIAVIRI,otras actividades de enfermeria,inyectables,2017-01-01,145,145
CARACOLLO,otras actividades de enfermeria,inyectables,2017-01-01,717,717
CARANAVI,otras actividades de enfermeria,inyectables,2017-01-01,5431,5431
CARANGAS,otras actividades de enfermeria,inyectables,2017-01-01,17,17
CARAPARI,otras actividades de enfermeria,inyectables,2017-01-01,1442,1442
CARIPUYO,otras actividades de enfermeria,inyectables,2017-01-01,65,65
CARMEN RIVERO TORREZ,otras actividades de enfermeria,inyectables,2017-01-01,572,572
CATACORA,otras actividades de enfermeria,inyectables,2017-01-01,55,55
CHACARILLA,otras actividades de enfermeria,inyectables,2017-01-01,46,46
CHALLAPATA,otras actividades de enfermeria,inyectables,2017-01-01,2688,2688
CHAQUI,otras actividades de enfermeria,inyectables,2017-01-01,567,567
CHARAGUA,otras actividades de enfermeria,inyectables,2017-01-01,1830,1830
CHARAÑA,otras actividades de enfermeria,inyectables,2017-01-01,35,35
CHAYANTA,otras actividades de enfermeria,inyectables,2017-01-01,553,553
