municipality,group,variable,month,Nacidos muertos atendidos por personal de salud,TOTAL
BETANZOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
CARAPARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
CHUMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,2,2
LURIBAY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
PUNA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
RAVELO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,0,0
TARVITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
TEOPONTE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-01-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,2,2
BETANZOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,1,1
POTOSI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,5,5
SACACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,2,2
