municipality,group,variable,month,Curaciones y/o suturas,TOTAL
ACACIO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,32,32
ACHACACHI,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,208,208
ACHOCALLA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,112,112
AIQUILE,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,258,258
ALALAY,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,11,11
ALCALA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,31,31
ALTO BENI,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,76,76
ANCORAIMES,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,66,66
ANDAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,48,48
ANTEQUERA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,12,12
ANZALDO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,55,55
APOLO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,81,81
ARAMPAMPA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,13,13
ARANI,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,163,163
ARBIETO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,95,95
ARQUE,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,29,29
ASCENCION DE GUARAYOS,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,589,589
ATOCHA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,425,425
AUCAPATA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,35,35
AYATA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,36,36
AYO AYO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,42,42
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,82,82
AZURDUY,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,41,41
BATALLAS,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,27,27
BAURES,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,173,173
BELEN DE ANDAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,1,1
BELEN DE URMIRI,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,12,12
BELLA FLOR,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,29,29
BERMEJO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,1693,1693
BETANZOS,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,189,189
BOLIVAR,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,7,7
BOLPEBRA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,43,43
BOYUIBE,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,55,55
BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,174,174
CABEZAS,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,274,274
CAIROMA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,65,65
"CAIZA ""D""",otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,65,65
CAJUATA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,120,120
CALACOTO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,9,9
CALAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,124,124
CAMARGO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,133,133
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,9,9
CAMIRI,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,1058,1058
CAPINOTA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,468,468
CAQUIAVIRI,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,93,93
CARACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,250,250
CARANAVI,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,607,607
CARAPARI,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,146,146
CARIPUYO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,18,18
CARMEN RIVERO TORREZ,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,113,113
CATACORA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,12,12
CHACARILLA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,4,4
CHALLAPATA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,437,437
CHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,47,47
CHARAGUA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,85,85
CHARAÑA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,15,15
CHAYANTA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,54,54
CHIMORE,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,329,329
CHIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,1,1
CHOQUE COTA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,9,9
CHUA COCANI,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,19,19
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,136,136
CHUMA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,47,47
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,65,65
CKOCHAS,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,36,36
CLIZA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,146,146
COBIJA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,1352,1352
COCAPATA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,34,34
COCHABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,15120,15120
COLCAPIRHUA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,1281,1281
"COLCHA ""K""",otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,91,91
COLLANA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,20,20
COLOMI,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,228,228
COLPA BELGICA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,120,120
COLQUECHACA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,115,115
COLQUENCHA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,99,99
COLQUIRI,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,194,194
COMANCHE,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,22,22
COMARAPA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,151,151
COMBAYA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,16,16
CONCEPCION,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,121,121
COPACABANA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,86,86
CORIPATA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,108,108
CORO CORO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,63,63
COROICO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,193,193
CORQUE,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,28,28
COTAGAITA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,390,390
COTOCA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,931,931
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,2,2
CUATRO CAÑADAS,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,273,273
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,36,36
CUEVO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,25,25
CULPINA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,111,111
CURAHUARA DE CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,33,33
CURVA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,4,4
DESAGUADERO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,60,60
EL ALTO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,13711,13711
EL CHORO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,16,16
EL PUENTE(STC),otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,133,133
EL PUENTE(TJA),otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,72,72
EL TORNO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,3120,3120
EL VILLAR,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,54,54
ENTRE RIOS TRJ,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,294,294
ENTRE RIOS CBBA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,402,402
ESCARA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,2,2
ESCOMA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,12,12
ESMERALDA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,22,22
EUCALIPTUS,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,36,36
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,1,1
EXALTACION,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,11,11
FERNANDEZ ALONSO,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,174,174
FILADELFIA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,27,27
GENERAL SAAVEDRA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,107,107
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,49,49
GUANAY,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,49,49
GUAQUI,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,26,26
GUAYARAMERIN,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,2723,2723
GUTIERREZ,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,17,17
HUACARETA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,84,84
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,9,9
HUACHACALLA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,74,74
HUANUNI,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,736,736
HUARACAJE,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,85,85
HUARINA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,82,82
HUATAJATA,otras actividades de enfermeria,curaciones y/o suturas,2019-01-01,47,47
