municipality,group,variable,month,Inyectables,TOTAL
ACACIO,otras actividades de enfermeria,inyectables,2019-01-01,266,266
ACHACACHI,otras actividades de enfermeria,inyectables,2019-01-01,1116,1116
ACHOCALLA,otras actividades de enfermeria,inyectables,2019-01-01,281,281
AIQUILE,otras actividades de enfermeria,inyectables,2019-01-01,1163,1163
ALALAY,otras actividades de enfermeria,inyectables,2019-01-01,109,109
ALCALA,otras actividades de enfermeria,inyectables,2019-01-01,348,348
ALTO BENI,otras actividades de enfermeria,inyectables,2019-01-01,423,423
ANCORAIMES,otras actividades de enfermeria,inyectables,2019-01-01,257,257
ANDAMARCA,otras actividades de enfermeria,inyectables,2019-01-01,402,402
ANTEQUERA,otras actividades de enfermeria,inyectables,2019-01-01,34,34
ANZALDO,otras actividades de enfermeria,inyectables,2019-01-01,180,180
APOLO,otras actividades de enfermeria,inyectables,2019-01-01,727,727
ARAMPAMPA,otras actividades de enfermeria,inyectables,2019-01-01,155,155
ARANI,otras actividades de enfermeria,inyectables,2019-01-01,307,307
ARBIETO,otras actividades de enfermeria,inyectables,2019-01-01,320,320
ARQUE,otras actividades de enfermeria,inyectables,2019-01-01,268,268
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2019-01-01,8252,8252
ATOCHA,otras actividades de enfermeria,inyectables,2019-01-01,2730,2730
AUCAPATA,otras actividades de enfermeria,inyectables,2019-01-01,274,274
AYATA,otras actividades de enfermeria,inyectables,2019-01-01,246,246
AYO AYO,otras actividades de enfermeria,inyectables,2019-01-01,67,67
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2019-01-01,914,914
AZURDUY,otras actividades de enfermeria,inyectables,2019-01-01,716,716
BATALLAS,otras actividades de enfermeria,inyectables,2019-01-01,181,181
BAURES,otras actividades de enfermeria,inyectables,2019-01-01,954,954
BELEN DE ANDAMARCA,otras actividades de enfermeria,inyectables,2019-01-01,41,41
BELEN DE URMIRI,otras actividades de enfermeria,inyectables,2019-01-01,55,55
BELLA FLOR,otras actividades de enfermeria,inyectables,2019-01-01,167,167
BERMEJO,otras actividades de enfermeria,inyectables,2019-01-01,9068,9068
BETANZOS,otras actividades de enfermeria,inyectables,2019-01-01,1957,1957
BOLIVAR,otras actividades de enfermeria,inyectables,2019-01-01,220,220
BOLPEBRA,otras actividades de enfermeria,inyectables,2019-01-01,100,100
