municipality,group,variable,month,N° de autoevaluciones para acreditación del establecimiento,TOTAL
ANCORAIMES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,2,2
CORIPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,6,6
GUAQUI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,5,5
LURIBAY,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,1,1
ORURO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,3,3
SHINAOTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,3,3
SORATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,2,2
YACO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-01-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
CABEZAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,18,18
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,3,3
LAJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
MALLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
ORURO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,3,3
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,60,60
SORATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,3,3
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
YACO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-02-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,14,14
ACHOCALLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,8,8
ALTO BENI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
ANCORAIMES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,7,7
APOLO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,7,7
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,5,5
AYATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,6,6
AYO AYO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,3,3
BATALLAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
CAIROMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,9,9
CAJUATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,4,4
CALACOTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,7,7
CALAMARCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,4,4
CAQUIAVIRI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,3,3
CARAPARI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
CATACORA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
CHACARILLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
CHARAÑA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
CHUA COCANI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,6,6
CHUMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,7,7
COCHABAMBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
COLLANA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
COLQUENCHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,5,5
COLQUIRI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,7,7
COMANCHE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
COMBAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,3,3
CONCEPCION,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,3,3
CORIPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
CORO CORO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,8,8
COROICO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,5,5
COTAGAITA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
CURVA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,22,22
EL TORNO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,5,5
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,8,8
GUAQUI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
HUARINA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,5,5
HUATAJATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
INQUISIVI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,11,11
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,13,13
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,6,6
LA ASUNTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,6,6
LA PAZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,11,11
LAJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,6,6
LAS CARRERAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
LURIBAY,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,7,7
MALLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,4,4
MECAPACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
MOCOMOCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,10,10
PALCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,5,5
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,3,3
PATACAMAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,4,4
PELECHUCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,7,7
PORONGO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
PUCARANI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,10,10
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,6,6
QUIABAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
QUIME,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,3,3
SAN CARLOS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
SAN JULIAN,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,28,28
SAN LUCAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
SAN MATIAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,4,4
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,8,8
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,6,6
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,3,3
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,3,3
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,10,10
SORATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,11,11
TACACOMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,3,3
TARACO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,4,4
TARIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,4,4
TIAHUANACU,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,3,3
TIPUANI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
UMALA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,7,7
VIACHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,1,1
YACO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2023-03-01,9,9
