municipality,group,variable,month,Nº de reuniones realizadas con autoridades locales de salud,TOTAL
ACHACACHI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,3,3
ACHOCALLA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,1,1
ALALAY,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,2,2
ARANI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,3,3
AYATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,1,1
BAURES,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,2,2
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,1,1
BELLA FLOR,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,6,6
BETANZOS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,30,30
CABEZAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,2,2
CAIROMA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,4,4
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,10,10
CAJUATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,4,4
CAMARGO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,10,10
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,1,1
CAMIRI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,1,1
CAPINOTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,3,3
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,3,3
CARANAVI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,4,4
CHALLAPATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,4,4
CHAYANTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2023-01-01,5,5
