municipality,group,variable,month,Nacidos vivos con peso menor a 2500g,TOTAL
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,8,8
ANDAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
ATOCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,2,2
CARIPUYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
CHAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
CHUMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
DESAGUADERO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,2,2
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
HUACARETA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
PELECHUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,2,2
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,2,2
SORACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,3,3
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,5,5
TOLATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
