municipality,group,variable,month,Nacidos vivos con peso menor a 2500g,TOTAL
AIQUILE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,2,2
ARANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,2,2
AYO AYO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
AZURDUY,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
CAMARGO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,2,2
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,6,6
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,5,5
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,84,84
"COLCHA ""K""",atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
COLOMI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
CORIPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,2,2
COTAGAITA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
COTOCA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,2,2
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,2,2
CULPINA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,2,2
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,40,40
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,5,5
LA GUARDIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,125,125
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,5,5
LLICA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
LORETO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,2,2
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,10,10
MOROCHATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
OCURI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,2,2
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,30,30
PADILLA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,2,2
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
POCONA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,44,44
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,5,5
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,6,6
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,10,10
ROBORE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,2,2
RURRENABAQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
SACABA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,4,4
SACACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,4,4
SAN JAVIER(BNI),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,3,3
SAN MATIAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,162,162
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,24,24
TARABUCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,19,19
TIQUIPAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,2,2
TOTORA(ORR),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,6,6
VALLEGRANDE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
VIACHA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,3,3
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
WARNES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,3,3
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,2,2
YANACACHI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,2,2
YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,4,4
YOTALA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
YUNCHARA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-01-01,1,1
ARANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-02-01,1,1
ATOCHA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-02-01,4,4
BETANZOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2012-02-01,1,1
