municipality,group,variable,month,Vaginales,TOTAL
ACACIO,atencion de partos en servicios,vaginales,2021-01-01,3,3
ACHACACHI,atencion de partos en servicios,vaginales,2021-01-01,24,24
ACHOCALLA,atencion de partos en servicios,vaginales,2021-01-01,6,6
AIQUILE,atencion de partos en servicios,vaginales,2021-01-01,16,16
ALALAY,atencion de partos en servicios,vaginales,2021-01-01,1,1
ALCALA,atencion de partos en servicios,vaginales,2021-01-01,1,1
ALTO BENI,atencion de partos en servicios,vaginales,2021-01-01,7,7
ANDAMARCA,atencion de partos en servicios,vaginales,2021-01-01,4,4
ANZALDO,atencion de partos en servicios,vaginales,2021-01-01,2,2
APOLO,atencion de partos en servicios,vaginales,2021-01-01,12,12
ARANI,atencion de partos en servicios,vaginales,2021-01-01,4,4
ARBIETO,atencion de partos en servicios,vaginales,2021-01-01,9,9
ARQUE,atencion de partos en servicios,vaginales,2021-01-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2021-01-01,32,32
ATOCHA,atencion de partos en servicios,vaginales,2021-01-01,3,3
AUCAPATA,atencion de partos en servicios,vaginales,2021-01-01,4,4
AYATA,atencion de partos en servicios,vaginales,2021-01-01,2,2
AYO AYO,atencion de partos en servicios,vaginales,2021-01-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2021-01-01,17,17
AZURDUY,atencion de partos en servicios,vaginales,2021-01-01,12,12
BATALLAS,atencion de partos en servicios,vaginales,2021-01-01,9,9
BAURES,atencion de partos en servicios,vaginales,2021-01-01,3,3
BELLA FLOR,atencion de partos en servicios,vaginales,2021-01-01,1,1
BERMEJO,atencion de partos en servicios,vaginales,2021-01-01,24,24
BETANZOS,atencion de partos en servicios,vaginales,2021-01-01,21,21
BOYUIBE,atencion de partos en servicios,vaginales,2021-01-01,2,2
BUENA VISTA,atencion de partos en servicios,vaginales,2021-01-01,9,9
CABEZAS,atencion de partos en servicios,vaginales,2021-01-01,13,13
CAIROMA,atencion de partos en servicios,vaginales,2021-01-01,7,7
"CAIZA ""D""",atencion de partos en servicios,vaginales,2021-01-01,6,6
CAJUATA,atencion de partos en servicios,vaginales,2021-01-01,20,20
CALACOTO,atencion de partos en servicios,vaginales,2021-01-01,1,1
CALAMARCA,atencion de partos en servicios,vaginales,2021-01-01,4,4
CAMARGO,atencion de partos en servicios,vaginales,2021-01-01,6,6
CAMIRI,atencion de partos en servicios,vaginales,2021-01-01,29,29
CAPINOTA,atencion de partos en servicios,vaginales,2021-01-01,9,9
CAQUIAVIRI,atencion de partos en servicios,vaginales,2021-01-01,2,2
CARACOLLO,atencion de partos en servicios,vaginales,2021-01-01,11,11
CARANAVI,atencion de partos en servicios,vaginales,2021-01-01,52,52
CARAPARI,atencion de partos en servicios,vaginales,2021-01-01,6,6
CARIPUYO,atencion de partos en servicios,vaginales,2021-01-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2021-01-01,4,4
CHALLAPATA,atencion de partos en servicios,vaginales,2021-01-01,26,26
CHAQUI,atencion de partos en servicios,vaginales,2021-01-01,3,3
CHARAGUA,atencion de partos en servicios,vaginales,2021-01-01,22,22
CHAYANTA,atencion de partos en servicios,vaginales,2021-01-01,6,6
CHIMORE,atencion de partos en servicios,vaginales,2021-01-01,25,25
CHUA COCANI,atencion de partos en servicios,vaginales,2021-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2021-01-01,16,16
CHUMA,atencion de partos en servicios,vaginales,2021-01-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2021-01-01,8,8
CKOCHAS,atencion de partos en servicios,vaginales,2021-01-01,9,9
CLIZA,atencion de partos en servicios,vaginales,2021-01-01,23,23
COBIJA,atencion de partos en servicios,vaginales,2021-01-01,43,43
COCAPATA,atencion de partos en servicios,vaginales,2021-01-01,7,7
COCHABAMBA,atencion de partos en servicios,vaginales,2021-01-01,498,498
COLCAPIRHUA,atencion de partos en servicios,vaginales,2021-01-01,12,12
"COLCHA ""K""",atencion de partos en servicios,vaginales,2021-01-01,2,2
COLLANA,atencion de partos en servicios,vaginales,2021-01-01,1,1
COLOMI,atencion de partos en servicios,vaginales,2021-01-01,18,18
COLPA BELGICA,atencion de partos en servicios,vaginales,2021-01-01,1,1
COLQUECHACA,atencion de partos en servicios,vaginales,2021-01-01,13,13
COLQUENCHA,atencion de partos en servicios,vaginales,2021-01-01,6,6
COLQUIRI,atencion de partos en servicios,vaginales,2021-01-01,3,3
COMARAPA,atencion de partos en servicios,vaginales,2021-01-01,20,20
CONCEPCION,atencion de partos en servicios,vaginales,2021-01-01,23,23
COPACABANA,atencion de partos en servicios,vaginales,2021-01-01,6,6
CORIPATA,atencion de partos en servicios,vaginales,2021-01-01,14,14
CORO CORO,atencion de partos en servicios,vaginales,2021-01-01,1,1
COROICO,atencion de partos en servicios,vaginales,2021-01-01,5,5
CORQUE,atencion de partos en servicios,vaginales,2021-01-01,1,1
COTAGAITA,atencion de partos en servicios,vaginales,2021-01-01,5,5
COTOCA,atencion de partos en servicios,vaginales,2021-01-01,47,47
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2021-01-01,18,18
CUEVO,atencion de partos en servicios,vaginales,2021-01-01,1,1
CULPINA,atencion de partos en servicios,vaginales,2021-01-01,14,14
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2021-01-01,1,1
DESAGUADERO,atencion de partos en servicios,vaginales,2021-01-01,5,5
EL ALTO,atencion de partos en servicios,vaginales,2021-01-01,561,561
EL CHORO,atencion de partos en servicios,vaginales,2021-01-01,2,2
EL PUENTE(STC),atencion de partos en servicios,vaginales,2021-01-01,5,5
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2021-01-01,5,5
EL TORNO,atencion de partos en servicios,vaginales,2021-01-01,47,47
EL VILLAR,atencion de partos en servicios,vaginales,2021-01-01,5,5
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2021-01-01,17,17
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2021-01-01,27,27
ESCOMA,atencion de partos en servicios,vaginales,2021-01-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2021-01-01,2,2
FILADELFIA,atencion de partos en servicios,vaginales,2021-01-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2021-01-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,vaginales,2021-01-01,3,3
GUANAY,atencion de partos en servicios,vaginales,2021-01-01,14,14
GUAQUI,atencion de partos en servicios,vaginales,2021-01-01,3,3
GUAYARAMERIN,atencion de partos en servicios,vaginales,2021-01-01,42,42
GUTIERREZ,atencion de partos en servicios,vaginales,2021-01-01,7,7
HUACARETA,atencion de partos en servicios,vaginales,2021-01-01,7,7
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,vaginales,2021-01-01,2,2
HUACHACALLA,atencion de partos en servicios,vaginales,2021-01-01,4,4
HUANUNI,atencion de partos en servicios,vaginales,2021-01-01,3,3
HUARACAJE,atencion de partos en servicios,vaginales,2021-01-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,vaginales,2021-01-01,1,1
ICLA,atencion de partos en servicios,vaginales,2021-01-01,5,5
INCAHUASI,atencion de partos en servicios,vaginales,2021-01-01,6,6
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,vaginales,2021-01-01,10,10
IXIAMAS,atencion de partos en servicios,vaginales,2021-01-01,5,5
JESUS DE MACHACA,atencion de partos en servicios,vaginales,2021-01-01,4,4
LA ASUNTA,atencion de partos en servicios,vaginales,2021-01-01,46,46
LA GUARDIA,atencion de partos en servicios,vaginales,2021-01-01,41,41
LA PAZ,atencion de partos en servicios,vaginales,2021-01-01,468,468
LAGUNILLAS,atencion de partos en servicios,vaginales,2021-01-01,1,1
LAJA,atencion de partos en servicios,vaginales,2021-01-01,1,1
LAS CARRERAS,atencion de partos en servicios,vaginales,2021-01-01,1,1
LICOMA PAMPA,atencion de partos en servicios,vaginales,2021-01-01,2,2
LLALLAGUA,atencion de partos en servicios,vaginales,2021-01-01,30,30
LLICA,atencion de partos en servicios,vaginales,2021-01-01,8,8
LORETO,atencion de partos en servicios,vaginales,2021-01-01,1,1
LURIBAY,atencion de partos en servicios,vaginales,2021-01-01,3,3
MACHARETI,atencion de partos en servicios,vaginales,2021-01-01,6,6
MAGDALENA,atencion de partos en servicios,vaginales,2021-01-01,8,8
MAIRANA,atencion de partos en servicios,vaginales,2021-01-01,6,6
MAPIRI,atencion de partos en servicios,vaginales,2021-01-01,19,19
MECAPACA,atencion de partos en servicios,vaginales,2021-01-01,3,3
MINEROS,atencion de partos en servicios,vaginales,2021-01-01,3,3
MIZQUE,atencion de partos en servicios,vaginales,2021-01-01,13,13
MOCOMOCO,atencion de partos en servicios,vaginales,2021-01-01,1,1
MOJOCOYA,atencion de partos en servicios,vaginales,2021-01-01,6,6
MONTEAGUDO,atencion de partos en servicios,vaginales,2021-01-01,21,21
MONTERO,atencion de partos en servicios,vaginales,2021-01-01,159,159
MORO MORO,atencion de partos en servicios,vaginales,2021-01-01,1,1
MOROCHATA,atencion de partos en servicios,vaginales,2021-01-01,6,6
OCURI,atencion de partos en servicios,vaginales,2021-01-01,5,5
OKINAWA,atencion de partos en servicios,vaginales,2021-01-01,8,8
OMEREQUE,atencion de partos en servicios,vaginales,2021-01-01,7,7
ORURO,atencion de partos en servicios,vaginales,2021-01-01,211,211
PADCAYA,atencion de partos en servicios,vaginales,2021-01-01,7,7
PADILLA,atencion de partos en servicios,vaginales,2021-01-01,6,6
