,group,variable,month,PERSONAS DE 15 A 19 AÑOS NUEVO,PERSONAS DE 15 A 19 AÑOS NUEVO,PERSONAS DE 15 A 19 AÑOS REPETIDO,PERSONAS DE 15 A 19 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL MASCULINO,TOTAL FEMENINO,TOTAL
municipality,,,,,,,,,,
ACACIO,consulta externa,personas de 15 a 19 anos,2017-01-01,5,11,0,0,5,11,16
ACHACACHI,consulta externa,personas de 15 a 19 anos,2017-01-01,42,96,3,26,45,122,167
ACHOCALLA,consulta externa,personas de 15 a 19 anos,2017-01-01,17,25,0,0,17,25,42
AIQUILE,consulta externa,personas de 15 a 19 anos,2017-01-01,43,101,9,16,52,117,169
ALALAY,consulta externa,personas de 15 a 19 anos,2017-01-01,2,3,0,0,2,3,5
ALCALA,consulta externa,personas de 15 a 19 anos,2017-01-01,5,19,0,1,5,20,25
ALTO BENI,consulta externa,personas de 15 a 19 anos,2017-01-01,34,53,0,3,34,56,90
ANCORAIMES,consulta externa,personas de 15 a 19 anos,2017-01-01,5,18,0,0,5,18,23
ANDAMARCA,consulta externa,personas de 15 a 19 anos,2017-01-01,8,18,0,0,8,18,26
ANTEQUERA,consulta externa,personas de 15 a 19 anos,2017-01-01,3,5,0,0,3,5,8
ANZALDO,consulta externa,personas de 15 a 19 anos,2017-01-01,14,19,1,3,15,22,37
APOLO,consulta externa,personas de 15 a 19 anos,2017-01-01,15,32,0,1,15,33,48
ARAMPAMPA,consulta externa,personas de 15 a 19 anos,2017-01-01,0,5,0,0,0,5,5
ARANI,consulta externa,personas de 15 a 19 anos,2017-01-01,13,8,0,0,13,8,21
ARBIETO,consulta externa,personas de 15 a 19 anos,2017-01-01,16,36,0,1,16,37,53
ARQUE,consulta externa,personas de 15 a 19 anos,2017-01-01,7,22,0,0,7,22,29
ASCENCION DE GUARAYOS,consulta externa,personas de 15 a 19 anos,2017-01-01,19,32,0,0,19,32,51
ATOCHA,consulta externa,personas de 15 a 19 anos,2017-01-01,44,71,9,5,53,76,129
AUCAPATA,consulta externa,personas de 15 a 19 anos,2017-01-01,8,21,0,1,8,22,30
AYATA,consulta externa,personas de 15 a 19 anos,2017-01-01,6,21,0,2,6,23,29
AYO AYO,consulta externa,personas de 15 a 19 anos,2017-01-01,5,14,0,0,5,14,19
