year,service_group,service,municipalities,values,file
2005,consulta externa,nuevas en menores de 5 anos,322,19415,clean/2005/consulta-externa/nuevas-en-menores-de-5-anos.csv
2005,consulta externa,repetidas en menores de 5 anos,320,17770,clean/2005/consulta-externa/repetidas-en-menores-de-5-anos.csv
2005,consulta externa,nuevas en personas de 5 a 14 anos,322,19340,clean/2005/consulta-externa/nuevas-en-personas-de-5-a-14-anos.csv
2005,consulta externa,repetidas en personas de 5 a 14 anos,316,14825,clean/2005/consulta-externa/repetidas-en-personas-de-5-a-14-anos.csv
2005,consulta externa,nuevas en personas de 15 a 59 anos,322,19410,clean/2005/consulta-externa/nuevas-en-personas-de-15-a-59-anos.csv
2005,consulta externa,repetidas en personas de 15 a 59 anos,320,17890,clean/2005/consulta-externa/repetidas-en-personas-de-15-a-59-anos.csv
2005,consulta externa,nuevas en personas de 60 anos o mas,322,19285,clean/2005/consulta-externa/nuevas-en-personas-de-60-anos-o-mas.csv
2005,consulta externa,repetidas en personas de 60 anos o mas,319,16120,clean/2005/consulta-externa/repetidas-en-personas-de-60-anos-o-mas.csv
2005,referencias,pacientes referidos a otros establecimientos,312,5916,clean/2005/referencias/pacientes-referidos-a-otros-establecimientos.csv
2005,consultas odontologicas,primeras consultas,204,1704,clean/2005/consultas-odontologicas/primeras-consultas.csv
2005,consultas odontologicas,consultas nuevas en menores de 5 anos,311,6316,clean/2005/consultas-odontologicas/consultas-nuevas-en-menores-de-5-anos.csv
2005,consultas odontologicas,consultas repetidas en menores de 5 anos,291,4354,clean/2005/consultas-odontologicas/consultas-repetidas-en-menores-de-5-anos.csv
2005,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,310,6494,clean/2005/consultas-odontologicas/consultas-nuevas-en-personas-de-5-anos-y-mas.csv
2005,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,293,5446,clean/2005/consultas-odontologicas/consultas-repetidas-en-personas-de-5-anos-y-mas.csv
2005,consultas odontologicas,restauraciones,296,5428,clean/2005/consultas-odontologicas/restauraciones.csv
2005,consultas odontologicas,pulpotomias,306,6442,clean/2005/consultas-odontologicas/pulpotomias.csv
2005,consultas odontologicas,endodoncias,254,3218,clean/2005/consultas-odontologicas/endodoncias.csv
2005,consultas odontologicas,periodoncias,267,3356,clean/2005/consultas-odontologicas/periodoncias.csv
2005,consultas odontologicas,cirugia maxilo faciales,42,292,clean/2005/consultas-odontologicas/cirugia-maxilo-faciales.csv
2005,consultas odontologicas,acciones preventivas,291,4774,clean/2005/consultas-odontologicas/acciones-preventivas.csv
2005,consultas prenatales,nuevas antes del 5to mes de embarazo,321,7336,clean/2005/consultas-prenatales/nuevas-antes-del-5to-mes-de-embarazo.csv
2005,consultas prenatales,nuevas a partir del 5to mes de embarazo,322,7252,clean/2005/consultas-prenatales/nuevas-a-partir-del-5to-mes-de-embarazo.csv
2005,consultas prenatales,repetidas,322,7660,clean/2005/consultas-prenatales/repetidas.csv
2005,consultas prenatales,mujeres con 4ta consulta  prenatal,321,7224,clean/2005/consultas-prenatales/mujeres-con-4ta-consulta-prenatal.csv
2005,"anticoncepcion, prevencionde its y de cancer de cuello uterino",diu: usuarias nuevas,224,2972,clean/2005/anticoncepcion-prevencionde-its-y-de-cancer-de-cuello-uterino/diu-usuarias-nuevas.csv
2005,"anticoncepcion, prevencionde its y de cancer de cuello uterino",diu: usuarias continuas,209,2848,clean/2005/anticoncepcion-prevencionde-its-y-de-cancer-de-cuello-uterino/diu-usuarias-continuas.csv
2005,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,226,3136,clean/2005/anticoncepcion-prevencionde-its-y-de-cancer-de-cuello-uterino/numero-de-diu-insertados.csv
2005,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,313,6704,clean/2005/anticoncepcion-prevencionde-its-y-de-cancer-de-cuello-uterino/inyectables-trimestral-usuarias-nuevas.csv
2005,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,314,7326,clean/2005/anticoncepcion-prevencionde-its-y-de-cancer-de-cuello-uterino/inyectables-trimestral-usuarias-continuas.csv
2005,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de inyectables trimestrales suministra,314,7396,clean/2005/anticoncepcion-prevencionde-its-y-de-cancer-de-cuello-uterino/numero-de-inyectables-trimestrales-suministra.csv
2005,"anticoncepcion, prevencionde its y de cancer de cuello uterino",condon: usuarias(os) nuevas (os),309,5458,clean/2005/anticoncepcion-prevencionde-its-y-de-cancer-de-cuello-uterino/condon-usuarias-os-nuevas-os.csv
2005,"anticoncepcion, prevencionde its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),298,5406,clean/2005/anticoncepcion-prevencionde-its-y-de-cancer-de-cuello-uterino/condon-usuarias-os-continuas-os.csv
