municipality,group,variable,month,Inyectables,TOTAL
ACACIO,otras actividades de enfermeria,inyectables,2013-01-01,112,112
ACHACACHI,otras actividades de enfermeria,inyectables,2013-01-01,844,844
ACHOCALLA,otras actividades de enfermeria,inyectables,2013-01-01,208,208
AIQUILE,otras actividades de enfermeria,inyectables,2013-01-01,249,249
ALALAY,otras actividades de enfermeria,inyectables,2013-01-01,50,50
ALCALA,otras actividades de enfermeria,inyectables,2013-01-01,253,253
ALTO BENI,otras actividades de enfermeria,inyectables,2013-01-01,450,450
ANCORAIMES,otras actividades de enfermeria,inyectables,2013-01-01,98,98
ANDAMARCA,otras actividades de enfermeria,inyectables,2013-01-01,225,225
ANTEQUERA,otras actividades de enfermeria,inyectables,2013-01-01,58,58
ANZALDO,otras actividades de enfermeria,inyectables,2013-01-01,235,235
APOLO,otras actividades de enfermeria,inyectables,2013-01-01,342,342
ARAMPAMPA,otras actividades de enfermeria,inyectables,2013-01-01,104,104
ARANI,otras actividades de enfermeria,inyectables,2013-01-01,181,181
ARBIETO,otras actividades de enfermeria,inyectables,2013-01-01,267,267
ARQUE,otras actividades de enfermeria,inyectables,2013-01-01,147,147
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2013-01-01,4720,4720
ATOCHA,otras actividades de enfermeria,inyectables,2013-01-01,3645,3645
AUCAPATA,otras actividades de enfermeria,inyectables,2013-01-01,104,104
AYATA,otras actividades de enfermeria,inyectables,2013-01-01,282,282
AYO AYO,otras actividades de enfermeria,inyectables,2013-01-01,55,55
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2013-01-01,918,918
AZURDUY,otras actividades de enfermeria,inyectables,2013-01-01,472,472
BATALLAS,otras actividades de enfermeria,inyectables,2013-01-01,402,402
BAURES,otras actividades de enfermeria,inyectables,2013-01-01,566,566
BELEN DE ANDAMARCA,otras actividades de enfermeria,inyectables,2013-01-01,74,74
BELEN DE URMIRI,otras actividades de enfermeria,inyectables,2013-01-01,19,19
BELLA FLOR,otras actividades de enfermeria,inyectables,2013-01-01,103,103
