municipality,group,variable,month,Sueros,TOTAL
ACACIO,otras actividades de enfermeria,sueros,2013-01-01,14,14
ACHACACHI,otras actividades de enfermeria,sueros,2013-01-01,49,49
ACHOCALLA,otras actividades de enfermeria,sueros,2013-01-01,8,8
AIQUILE,otras actividades de enfermeria,sueros,2013-01-01,886,886
ALALAY,otras actividades de enfermeria,sueros,2013-01-01,4,4
ALCALA,otras actividades de enfermeria,sueros,2013-01-01,27,27
ALTO BENI,otras actividades de enfermeria,sueros,2013-01-01,13,13
ANCORAIMES,otras actividades de enfermeria,sueros,2013-01-01,99,99
ANDAMARCA,otras actividades de enfermeria,sueros,2013-01-01,12,12
ANZALDO,otras actividades de enfermeria,sueros,2013-01-01,28,28
APOLO,otras actividades de enfermeria,sueros,2013-01-01,47,47
ARAMPAMPA,otras actividades de enfermeria,sueros,2013-01-01,9,9
ARANI,otras actividades de enfermeria,sueros,2013-01-01,14,14
ARBIETO,otras actividades de enfermeria,sueros,2013-01-01,9,9
ARQUE,otras actividades de enfermeria,sueros,2013-01-01,15,15
ASCENCION DE GUARAYOS,otras actividades de enfermeria,sueros,2013-01-01,427,427
ATOCHA,otras actividades de enfermeria,sueros,2013-01-01,450,450
AUCAPATA,otras actividades de enfermeria,sueros,2013-01-01,5,5
AYATA,otras actividades de enfermeria,sueros,2013-01-01,20,20
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,sueros,2013-01-01,28,28
AZURDUY,otras actividades de enfermeria,sueros,2013-01-01,19,19
BATALLAS,otras actividades de enfermeria,sueros,2013-01-01,20,20
BAURES,otras actividades de enfermeria,sueros,2013-01-01,65,65
BELEN DE ANDAMARCA,otras actividades de enfermeria,sueros,2013-01-01,7,7
BELLA FLOR,otras actividades de enfermeria,sueros,2013-01-01,12,12
BERMEJO,otras actividades de enfermeria,sueros,2013-01-01,1595,1595
BETANZOS,otras actividades de enfermeria,sueros,2013-01-01,53,53
BOLIVAR,otras actividades de enfermeria,sueros,2013-01-01,7,7
BOLPEBRA,otras actividades de enfermeria,sueros,2013-01-01,11,11
BOYUIBE,otras actividades de enfermeria,sueros,2013-01-01,51,51
BUENA VISTA,otras actividades de enfermeria,sueros,2013-01-01,51,51
CABEZAS,otras actividades de enfermeria,sueros,2013-01-01,255,255
CAIROMA,otras actividades de enfermeria,sueros,2013-01-01,40,40
"CAIZA ""D""",otras actividades de enfermeria,sueros,2013-01-01,9,9
CAJUATA,otras actividades de enfermeria,sueros,2013-01-01,38,38
CALACOTO,otras actividades de enfermeria,sueros,2013-01-01,4,4
CALAMARCA,otras actividades de enfermeria,sueros,2013-01-01,6,6
CAMARGO,otras actividades de enfermeria,sueros,2013-01-01,142,142
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,sueros,2013-01-01,9,9
CAMIRI,otras actividades de enfermeria,sueros,2013-01-01,1786,1786
