municipality,group,variable,month,Vaginales,TOTAL
ACACIO,atencion de partos en servicios,vaginales,2018-01-01,2,2
ACHACACHI,atencion de partos en servicios,vaginales,2018-01-01,23,23
ACHOCALLA,atencion de partos en servicios,vaginales,2018-01-01,1,1
AIQUILE,atencion de partos en servicios,vaginales,2018-01-01,29,29
ALCALA,atencion de partos en servicios,vaginales,2018-01-01,3,3
ALTO BENI,atencion de partos en servicios,vaginales,2018-01-01,6,6
ANCORAIMES,atencion de partos en servicios,vaginales,2018-01-01,2,2
ANTEQUERA,atencion de partos en servicios,vaginales,2018-01-01,2,2
ANZALDO,atencion de partos en servicios,vaginales,2018-01-01,1,1
APOLO,atencion de partos en servicios,vaginales,2018-01-01,11,11
ARANI,atencion de partos en servicios,vaginales,2018-01-01,2,2
ARBIETO,atencion de partos en servicios,vaginales,2018-01-01,4,4
ARQUE,atencion de partos en servicios,vaginales,2018-01-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2018-01-01,26,26
ATOCHA,atencion de partos en servicios,vaginales,2018-01-01,10,10
AUCAPATA,atencion de partos en servicios,vaginales,2018-01-01,1,1
AYO AYO,atencion de partos en servicios,vaginales,2018-01-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2018-01-01,12,12
AZURDUY,atencion de partos en servicios,vaginales,2018-01-01,4,4
BATALLAS,atencion de partos en servicios,vaginales,2018-01-01,6,6
BAURES,atencion de partos en servicios,vaginales,2018-01-01,7,7
BERMEJO,atencion de partos en servicios,vaginales,2018-01-01,21,21
BETANZOS,atencion de partos en servicios,vaginales,2018-01-01,20,20
BOLIVAR,atencion de partos en servicios,vaginales,2018-01-01,2,2
BOYUIBE,atencion de partos en servicios,vaginales,2018-01-01,1,1
BUENA VISTA,atencion de partos en servicios,vaginales,2018-01-01,7,7
CABEZAS,atencion de partos en servicios,vaginales,2018-01-01,24,24
CAIROMA,atencion de partos en servicios,vaginales,2018-01-01,8,8
"CAIZA ""D""",atencion de partos en servicios,vaginales,2018-01-01,8,8
CAJUATA,atencion de partos en servicios,vaginales,2018-01-01,15,15
CALACOTO,atencion de partos en servicios,vaginales,2018-01-01,1,1
CALAMARCA,atencion de partos en servicios,vaginales,2018-01-01,5,5
CAMARGO,atencion de partos en servicios,vaginales,2018-01-01,10,10
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2018-01-01,1,1
CAMIRI,atencion de partos en servicios,vaginales,2018-01-01,51,51
CAPINOTA,atencion de partos en servicios,vaginales,2018-01-01,21,21
CAQUIAVIRI,atencion de partos en servicios,vaginales,2018-01-01,3,3
CARACOLLO,atencion de partos en servicios,vaginales,2018-01-01,13,13
CARANAVI,atencion de partos en servicios,vaginales,2018-01-01,54,54
CARAPARI,atencion de partos en servicios,vaginales,2018-01-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2018-01-01,8,8
CHALLAPATA,atencion de partos en servicios,vaginales,2018-01-01,39,39
CHAQUI,atencion de partos en servicios,vaginales,2018-01-01,1,1
CHARAGUA,atencion de partos en servicios,vaginales,2018-01-01,45,45
CHAYANTA,atencion de partos en servicios,vaginales,2018-01-01,6,6
CHIMORE,atencion de partos en servicios,vaginales,2018-01-01,14,14
CHIPAYA,atencion de partos en servicios,vaginales,2018-01-01,1,1
CHUA COCANI,atencion de partos en servicios,vaginales,2018-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2018-01-01,8,8
CHUMA,atencion de partos en servicios,vaginales,2018-01-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2018-01-01,4,4
CKOCHAS,atencion de partos en servicios,vaginales,2018-01-01,3,3
CLIZA,atencion de partos en servicios,vaginales,2018-01-01,22,22
COBIJA,atencion de partos en servicios,vaginales,2018-01-01,65,65
COCAPATA,atencion de partos en servicios,vaginales,2018-01-01,6,6
COCHABAMBA,atencion de partos en servicios,vaginales,2018-01-01,852,852
COLCAPIRHUA,atencion de partos en servicios,vaginales,2018-01-01,29,29
"COLCHA ""K""",atencion de partos en servicios,vaginales,2018-01-01,4,4
COLOMI,atencion de partos en servicios,vaginales,2018-01-01,21,21
COLPA BELGICA,atencion de partos en servicios,vaginales,2018-01-01,4,4
COLQUECHACA,atencion de partos en servicios,vaginales,2018-01-01,18,18
COLQUENCHA,atencion de partos en servicios,vaginales,2018-01-01,5,5
COLQUIRI,atencion de partos en servicios,vaginales,2018-01-01,5,5
COMARAPA,atencion de partos en servicios,vaginales,2018-01-01,21,21
COMBAYA,atencion de partos en servicios,vaginales,2018-01-01,1,1
CONCEPCION,atencion de partos en servicios,vaginales,2018-01-01,26,26
COPACABANA,atencion de partos en servicios,vaginales,2018-01-01,13,13
CORIPATA,atencion de partos en servicios,vaginales,2018-01-01,11,11
CORO CORO,atencion de partos en servicios,vaginales,2018-01-01,5,5
COROICO,atencion de partos en servicios,vaginales,2018-01-01,16,16
CORQUE,atencion de partos en servicios,vaginales,2018-01-01,2,2
COTAGAITA,atencion de partos en servicios,vaginales,2018-01-01,12,12
COTOCA,atencion de partos en servicios,vaginales,2018-01-01,50,50
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2018-01-01,17,17
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,vaginales,2018-01-01,2,2
CUEVO,atencion de partos en servicios,vaginales,2018-01-01,1,1
CULPINA,atencion de partos en servicios,vaginales,2018-01-01,7,7
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2018-01-01,2,2
DESAGUADERO,atencion de partos en servicios,vaginales,2018-01-01,4,4
EL ALTO,atencion de partos en servicios,vaginales,2018-01-01,1085,1085
EL CHORO,atencion de partos en servicios,vaginales,2018-01-01,1,1
EL PUENTE(STC),atencion de partos en servicios,vaginales,2018-01-01,6,6
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2018-01-01,4,4
EL TORNO,atencion de partos en servicios,vaginales,2018-01-01,43,43
EL VILLAR,atencion de partos en servicios,vaginales,2018-01-01,7,7
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2018-01-01,18,18
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2018-01-01,32,32
ESCARA,atencion de partos en servicios,vaginales,2018-01-01,1,1
ESCOMA,atencion de partos en servicios,vaginales,2018-01-01,3,3
EXALTACION,atencion de partos en servicios,vaginales,2018-01-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2018-01-01,8,8
FILADELFIA,atencion de partos en servicios,vaginales,2018-01-01,4,4
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2018-01-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,vaginales,2018-01-01,2,2
