municipality,group,variable,month,Nacidos vivos con peso menor a 2500g,TOTAL
ACHACACHI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
AIQUILE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
ALCALA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
ATOCHA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,2,2
BAURES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
BERMEJO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
BETANZOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,2,2
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,2,2
CHUA COCANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,2,2
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,8,8
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,112,112
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
COMARAPA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
COPACABANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,82,82
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
ESCOMA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
FILADELFIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,2,2
GUANAY,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,4,4
HUANUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,29,29
LA GUARDIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,3,3
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,148,148
LAJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,3,3
MIZQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,6,6
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,2,2
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,5,5
MORO MORO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,29,29
PATACAMAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
POOPO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,50,50
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,16,16
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,5,5
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
REYES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,4,4
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,16,16
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,4,4
SAN IGNACIO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,5,5
SAN LUCAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,230,230
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,21,21
TARATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,13,13
TEOPONTE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
TIQUIPAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,4,4
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,19,19
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,3,3
VALLEGRANDE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,2,2
VIACHA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,3,3
VILLAZON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,6,6
WARNES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,7,7
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-01-01,12,12
ACHACACHI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,2,2
AIQUILE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
APOLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
ATOCHA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
BERMEJO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,2,2
BETANZOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,2,2
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,9,9
COCAPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,103,103
COLOMI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,90,90
EL PUENTE(STC),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,2,2
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,6,6
LA ASUNTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
LA GUARDIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,2,2
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,118,118
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,5,5
MACHARETI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
MAIRANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
MAPIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,2,2
MIZQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,15,15
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,17,17
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,2,2
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
POCOATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
POCONA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,37,37
PUERTO RICO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,2,2
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,4,4
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,6,6
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,5,5
RAVELO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,17,17
RURRENABAQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,2,2
SACABA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,4,4
SAN JULIAN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,2,2
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,185,185
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,17,17
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,13,13
TOTORA(CBBA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,11,11
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,2,2
UYUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,2,2
VACAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
VIACHA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,8,8
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
VILLAZON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
WARNES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,12,12
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,3,3
YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,2,2
ZUDAÑEZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2018-02-01,1,1
