municipality,group,variable,month,N° de CAI de establecimiento,TOTAL
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,5,5
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,4,4
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,3,3
ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,4,4
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
ARQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,4,4
AUCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,4,4
AYATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,3,3
BELLA FLOR,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,8,8
BETANZOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,24,24
BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,7,7
CALACOTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,4,4
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
CAMIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,4,4
CAPINOTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,9,9
CARAPARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
CHARAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
CKOCHAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,5,5
CLIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,3,3
COBIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,7,7
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,3,3
COLQUECHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,3,3
CORIPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
COROICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,5,5
CORQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,3,3
COTAGAITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,4,4
COTOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,7,7
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
CUEVO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,17,17
CURVA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,3,3
DESAGUADERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,53,53
EL CHORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,3,3
EL TORNO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,3,3
FILADELFIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,4,4
GUAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
HUARINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
INQUISIVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,5,5
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,5,5
IXIAMAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,7,7
LA ASUNTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,7,7
LA PAZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,36,36
LAJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,4,4
LLALLAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
MAPIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
MOJINETE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
MONTERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,6,6
ORURO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
PADILLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,9,9
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,13,13
PAPEL PAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,6,6
PATACAMAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
PAZÑA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,6,6
POCOATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
POOPO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,4,4
PORONGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,6,6
POTOSI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,4,4
PUCARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,9,9
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,3,3
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
PUNA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,5,5
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
QUIME,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,13,13
ROBORE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,3,3
SACABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
SACACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,3,3
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,2,2
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
SAN JOAQUIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2019-01-01,1,1
