municipality,group,variable,month,Adultos(as) mayores de 60 años que reciben Complemento Nutricional,TOTAL
ACACIO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,538,538
ACHACACHI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,66,66
ACHOCALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,434,434
AIQUILE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,922,922
ALALAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,110,110
ALCALA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,102,102
ALTO BENI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,186,186
ANCORAIMES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,411,411
ANDAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,362,362
ANTEQUERA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,88,88
ANZALDO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,595,595
APOLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,279,279
ARAMPAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,358,358
ARANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,510,510
ARBIETO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,42,42
ARQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,688,688
ASCENCION DE GUARAYOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,357,357
ATOCHA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,100,100
AUCAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,56,56
AYATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,292,292
AYO AYO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,391,391
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1134,1134
AZURDUY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1,1
BATALLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,316,316
BELEN DE ANDAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,165,165
BELEN DE URMIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,111,111
BELLA FLOR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,42,42
BERMEJO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,233,233
BETANZOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1648,1648
BOYUIBE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,188,188
BUENA VISTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,2,2
CABEZAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,197,197
CAIROMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,219,219
"CAIZA ""D""",micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,716,716
CAJUATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,69,69
CALACOTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,602,602
CALAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,280,280
CAMARGO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,78,78
CAMATAQUI (C. VILLA ABECIA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,225,225
CAMIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,873,873
CAPINOTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,503,503
CAQUIAVIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,545,545
CARACOLLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,477,477
CARANAVI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,747,747
CARANGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,30,30
CARAPARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,52,52
CARIPUYO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,417,417
CARMEN RIVERO TORREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,78,78
CATACORA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,111,111
CHACARILLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,150,150
CHALLAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1404,1404
CHAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,965,965
CHARAGUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,289,289
CHARAÑA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,182,182
CHAYANTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,290,290
CHIMORE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,422,422
CHIPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,190,190
CHOQUE COTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,79,79
CHUA COCANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,18,18
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,22,22
CHUMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,651,651
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,44,44
CKOCHAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,943,943
CLIZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,521,521
COBIJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,411,411
COCAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,702,702
COCHABAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,4925,4925
COIPASA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,32,32
COLCAPIRHUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,642,642
"COLCHA ""K""",micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,431,431
COLLANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,72,72
COLOMI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,484,484
COLPA BELGICA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,39,39
COLQUECHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,671,671
COLQUENCHA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,262,262
COLQUIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,508,508
COMANCHE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,78,78
COMBAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,203,203
CONCEPCION,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,37,37
COPACABANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,347,347
CORIPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,245,245
CORO CORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,262,262
COROICO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,42,42
CORQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,57,57
COTAGAITA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1488,1488
COTOCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,449,449
CRUZ DE MACHACAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,34,34
CUATRO CAÑADAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,413,413
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,78,78
CUEVO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,2,2
CULPINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,372,372
CURAHUARA DE CARANGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,184,184
CURVA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,47,47
DESAGUADERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,43,43
EL ALTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1940,1940
EL CHORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,247,247
EL PUENTE(STC),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,168,168
EL PUENTE(TJA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,519,519
EL TORNO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,687,687
