municipality,group,variable,month,Mujeres con visita de control en las 48 hrs siguientes al parto,TOTAL
ACACIO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,3,3
ACHACACHI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,33,33
ACHOCALLA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,9,9
AIQUILE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,23,23
ALCALA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,3,3
ALTO BENI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,4,4
ANCORAIMES,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,3,3
ANDAMARCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1,1
ANTEQUERA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1,1
ANZALDO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,3,3
APOLO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,11,11
ARAMPAMPA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1,1
ARANI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,7,7
ARBIETO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,6,6
ARQUE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,2,2
ATOCHA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,6,6
AUCAPATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1,1
AYATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,3,3
AYO AYO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,15,15
AZURDUY,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,5,5
BATALLAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,9,9
BAURES,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,2,2
BELLA FLOR,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,2,2
BERMEJO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,29,29
BETANZOS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,21,21
BOYUIBE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,3,3
BUENA VISTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,7,7
CABEZAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,21,21
CAIROMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,4,4
"CAIZA ""D""",atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,6,6
CAJUATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,17,17
CALACOTO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1,1
CALAMARCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,7,7
CAMARGO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,22,22
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,3,3
CAMIRI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,25,25
CAPINOTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,10,10
CAQUIAVIRI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,2,2
CARACOLLO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,14,14
CARANAVI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,76,76
CARAPARI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,7,7
CARIPUYO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,6,6
CHALLAPATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,43,43
CHAQUI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,4,4
CHARAGUA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,52,52
CHAYANTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,10,10
CHIMORE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,7,7
CHUA COCANI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,28,28
CHUMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,2,2
CKOCHAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,3,3
CLIZA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,33,33
COBIJA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,89,89
COCAPATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,15,15
COCHABAMBA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,878,878
COLCAPIRHUA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,55,55
"COLCHA ""K""",atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1,1
COLOMI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,18,18
COLPA BELGICA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,2,2
COLQUECHACA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,13,13
COLQUENCHA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,4,4
COLQUIRI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,3,3
COMARAPA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,31,31
CONCEPCION,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,37,37
COPACABANA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,8,8
CORIPATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,11,11
COROICO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,28,28
CORQUE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1,1
COTAGAITA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,11,11
COTOCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,52,52
CUATRO CAÑADAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,10,10
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1,1
CULPINA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,17,17
CURAHUARA DE CARANGAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1,1
DESAGUADERO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,2,2
EL ALTO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1337,1337
EL CHORO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,2,2
EL PUENTE(STC),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,4,4
EL PUENTE(TJA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,5,5
EL TORNO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,111,111
EL VILLAR,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,13,13
ENTRE RIOS CBBA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,31,31
ESCOMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,4,4
EUCALIPTUS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,4,4
EXALTACION,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,9,9
FILADELFIA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,4,4
GENERAL SAAVEDRA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1,1
GUANAY,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,16,16
GUAQUI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,3,3
GUAYARAMERIN,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,36,36
GUTIERREZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,8,8
HUACARETA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,6,6
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1,1
HUANUNI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,22,22
HUARINA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,2,2
HUATAJATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,2,2
HUMANATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1,1
ICHOCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1,1
ICLA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2017-01-01,1,1
