municipality,group,variable,month,N° de autoevaluciones para acreditación del establecimiento,TOTAL
ANCORAIMES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
ANDAMARCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,3,3
ANZALDO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
CABEZAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
CAMARGO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,14,14
CAPINOTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
COLCAPIRHUA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
EL CHORO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,3,3
LA RIVERA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,11,11
MONTERO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
MOROCHATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,2,2
ORURO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,11,11
SACABA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,6,6
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,5,5
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,3,3
SHINAOTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
SIPE SIPE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,2,2
SORACACHI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,5,5
TACOPAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
VACAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,1,1
VINTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-01-01,2,2
ANDAMARCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-02-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-02-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-02-01,4,4
CHALLAPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-02-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-02-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-02-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-02-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-02-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-02-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-02-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-02-01,1,1
GUANAY,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2010-02-01,12,12
