municipality,group,variable,month,Inyectables,TOTAL
ACACIO,otras actividades de enfermeria,inyectables,2022-01-01,207,207
ACHACACHI,otras actividades de enfermeria,inyectables,2022-01-01,1304,1304
ACHOCALLA,otras actividades de enfermeria,inyectables,2022-01-01,678,678
AIQUILE,otras actividades de enfermeria,inyectables,2022-01-01,1397,1397
ALALAY,otras actividades de enfermeria,inyectables,2022-01-01,51,51
ALCALA,otras actividades de enfermeria,inyectables,2022-01-01,389,389
ALTO BENI,otras actividades de enfermeria,inyectables,2022-01-01,1208,1208
ANCORAIMES,otras actividades de enfermeria,inyectables,2022-01-01,164,164
ANDAMARCA,otras actividades de enfermeria,inyectables,2022-01-01,419,419
ANTEQUERA,otras actividades de enfermeria,inyectables,2022-01-01,89,89
ANZALDO,otras actividades de enfermeria,inyectables,2022-01-01,273,273
APOLO,otras actividades de enfermeria,inyectables,2022-01-01,846,846
ARAMPAMPA,otras actividades de enfermeria,inyectables,2022-01-01,155,155
ARANI,otras actividades de enfermeria,inyectables,2022-01-01,170,170
ARBIETO,otras actividades de enfermeria,inyectables,2022-01-01,443,443
ARQUE,otras actividades de enfermeria,inyectables,2022-01-01,234,234
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2022-01-01,9167,9167
ATOCHA,otras actividades de enfermeria,inyectables,2022-01-01,4276,4276
AUCAPATA,otras actividades de enfermeria,inyectables,2022-01-01,329,329
AYATA,otras actividades de enfermeria,inyectables,2022-01-01,222,222
AYO AYO,otras actividades de enfermeria,inyectables,2022-01-01,105,105
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2022-01-01,1177,1177
AZURDUY,otras actividades de enfermeria,inyectables,2022-01-01,1067,1067
BATALLAS,otras actividades de enfermeria,inyectables,2022-01-01,289,289
BAURES,otras actividades de enfermeria,inyectables,2022-01-01,788,788
BELEN DE ANDAMARCA,otras actividades de enfermeria,inyectables,2022-01-01,74,74
BELEN DE URMIRI,otras actividades de enfermeria,inyectables,2022-01-01,73,73
BELLA FLOR,otras actividades de enfermeria,inyectables,2022-01-01,425,425
BERMEJO,otras actividades de enfermeria,inyectables,2022-01-01,17732,17732
BETANZOS,otras actividades de enfermeria,inyectables,2022-01-01,2425,2425
BOLIVAR,otras actividades de enfermeria,inyectables,2022-01-01,112,112
BOLPEBRA,otras actividades de enfermeria,inyectables,2022-01-01,340,340
BOYUIBE,otras actividades de enfermeria,inyectables,2022-01-01,373,373
BUENA VISTA,otras actividades de enfermeria,inyectables,2022-01-01,752,752
CABEZAS,otras actividades de enfermeria,inyectables,2022-01-01,3875,3875
CAIROMA,otras actividades de enfermeria,inyectables,2022-01-01,570,570
"CAIZA ""D""",otras actividades de enfermeria,inyectables,2022-01-01,854,854
CAJUATA,otras actividades de enfermeria,inyectables,2022-01-01,895,895
CALACOTO,otras actividades de enfermeria,inyectables,2022-01-01,267,267
CALAMARCA,otras actividades de enfermeria,inyectables,2022-01-01,181,181
CAMARGO,otras actividades de enfermeria,inyectables,2022-01-01,2747,2747
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,inyectables,2022-01-01,411,411
CAMIRI,otras actividades de enfermeria,inyectables,2022-01-01,7954,7954
CAPINOTA,otras actividades de enfermeria,inyectables,2022-01-01,950,950
CAQUIAVIRI,otras actividades de enfermeria,inyectables,2022-01-01,283,283
CARACOLLO,otras actividades de enfermeria,inyectables,2022-01-01,668,668
CARANAVI,otras actividades de enfermeria,inyectables,2022-01-01,2993,2993
CARANGAS,otras actividades de enfermeria,inyectables,2022-01-01,35,35
CARAPARI,otras actividades de enfermeria,inyectables,2022-01-01,1510,1510
CARIPUYO,otras actividades de enfermeria,inyectables,2022-01-01,206,206
CARMEN RIVERO TORREZ,otras actividades de enfermeria,inyectables,2022-01-01,1340,1340
CATACORA,otras actividades de enfermeria,inyectables,2022-01-01,128,128
CHACARILLA,otras actividades de enfermeria,inyectables,2022-01-01,15,15
CHALLAPATA,otras actividades de enfermeria,inyectables,2022-01-01,2175,2175
CHAQUI,otras actividades de enfermeria,inyectables,2022-01-01,825,825
CHARAGUA,otras actividades de enfermeria,inyectables,2022-01-01,2616,2616
CHARAÑA,otras actividades de enfermeria,inyectables,2022-01-01,106,106
CHAYANTA,otras actividades de enfermeria,inyectables,2022-01-01,620,620
CHIMORE,otras actividades de enfermeria,inyectables,2022-01-01,1531,1531
CHIPAYA,otras actividades de enfermeria,inyectables,2022-01-01,54,54
CHOQUE COTA,otras actividades de enfermeria,inyectables,2022-01-01,189,189
CHUA COCANI,otras actividades de enfermeria,inyectables,2022-01-01,182,182
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,inyectables,2022-01-01,1175,1175
CHUMA,otras actividades de enfermeria,inyectables,2022-01-01,270,270
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,inyectables,2022-01-01,511,511
CKOCHAS,otras actividades de enfermeria,inyectables,2022-01-01,748,748
CLIZA,otras actividades de enfermeria,inyectables,2022-01-01,753,753
COBIJA,otras actividades de enfermeria,inyectables,2022-01-01,21915,21915
COCAPATA,otras actividades de enfermeria,inyectables,2022-01-01,457,457
COCHABAMBA,otras actividades de enfermeria,inyectables,2022-01-01,137147,137147
COIPASA,otras actividades de enfermeria,inyectables,2022-01-01,92,92
COLCAPIRHUA,otras actividades de enfermeria,inyectables,2022-01-01,2367,2367
"COLCHA ""K""",otras actividades de enfermeria,inyectables,2022-01-01,1096,1096
COLLANA,otras actividades de enfermeria,inyectables,2022-01-01,157,157
COLOMI,otras actividades de enfermeria,inyectables,2022-01-01,550,550
COLPA BELGICA,otras actividades de enfermeria,inyectables,2022-01-01,571,571
COLQUECHACA,otras actividades de enfermeria,inyectables,2022-01-01,605,605
COLQUENCHA,otras actividades de enfermeria,inyectables,2022-01-01,181,181
COLQUIRI,otras actividades de enfermeria,inyectables,2022-01-01,1009,1009
COMANCHE,otras actividades de enfermeria,inyectables,2022-01-01,46,46
COMARAPA,otras actividades de enfermeria,inyectables,2022-01-01,1524,1524
COMBAYA,otras actividades de enfermeria,inyectables,2022-01-01,37,37
CONCEPCION,otras actividades de enfermeria,inyectables,2022-01-01,2538,2538
COPACABANA,otras actividades de enfermeria,inyectables,2022-01-01,367,367
CORIPATA,otras actividades de enfermeria,inyectables,2022-01-01,505,505
CORO CORO,otras actividades de enfermeria,inyectables,2022-01-01,164,164
COROICO,otras actividades de enfermeria,inyectables,2022-01-01,1170,1170
CORQUE,otras actividades de enfermeria,inyectables,2022-01-01,517,517
COTAGAITA,otras actividades de enfermeria,inyectables,2022-01-01,4500,4500
COTOCA,otras actividades de enfermeria,inyectables,2022-01-01,9594,9594
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,inyectables,2022-01-01,19,19
CUATRO CAÑADAS,otras actividades de enfermeria,inyectables,2022-01-01,1618,1618
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,inyectables,2022-01-01,75,75
CUEVO,otras actividades de enfermeria,inyectables,2022-01-01,215,215
CULPINA,otras actividades de enfermeria,inyectables,2022-01-01,1007,1007
CURAHUARA DE CARANGAS,otras actividades de enfermeria,inyectables,2022-01-01,96,96
CURVA,otras actividades de enfermeria,inyectables,2022-01-01,87,87
DESAGUADERO,otras actividades de enfermeria,inyectables,2022-01-01,334,334
EL ALTO,otras actividades de enfermeria,inyectables,2022-01-01,74226,74226
EL CHORO,otras actividades de enfermeria,inyectables,2022-01-01,208,208
EL PUENTE(STC),otras actividades de enfermeria,inyectables,2022-01-01,1152,1152
EL PUENTE(TJA),otras actividades de enfermeria,inyectables,2022-01-01,729,729
EL TORNO,otras actividades de enfermeria,inyectables,2022-01-01,5405,5405
EL VILLAR,otras actividades de enfermeria,inyectables,2022-01-01,947,947
ENTRE RIOS TRJ,otras actividades de enfermeria,inyectables,2022-01-01,2088,2088
ENTRE RIOS CBBA,otras actividades de enfermeria,inyectables,2022-01-01,2056,2056
ESCARA,otras actividades de enfermeria,inyectables,2022-01-01,9,9
ESCOMA,otras actividades de enfermeria,inyectables,2022-01-01,137,137
ESMERALDA,otras actividades de enfermeria,inyectables,2022-01-01,202,202
EUCALIPTUS,otras actividades de enfermeria,inyectables,2022-01-01,241,241
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,inyectables,2022-01-01,63,63
EXALTACION,otras actividades de enfermeria,inyectables,2022-01-01,233,233
FERNANDEZ ALONSO,otras actividades de enfermeria,inyectables,2022-01-01,1809,1809
FILADELFIA,otras actividades de enfermeria,inyectables,2022-01-01,1357,1357
GAIOC JATUN AYLLU YURA,otras actividades de enfermeria,inyectables,2022-01-01,873,873
GENERAL SAAVEDRA,otras actividades de enfermeria,inyectables,2022-01-01,1108,1108
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,inyectables,2022-01-01,381,381
GUANAY,otras actividades de enfermeria,inyectables,2022-01-01,688,688
GUAQUI,otras actividades de enfermeria,inyectables,2022-01-01,165,165
GUAYARAMERIN,otras actividades de enfermeria,inyectables,2022-01-01,10568,10568
GUTIERREZ,otras actividades de enfermeria,inyectables,2022-01-01,1780,1780
HUACARETA,otras actividades de enfermeria,inyectables,2022-01-01,2914,2914
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,inyectables,2022-01-01,408,408
HUACHACALLA,otras actividades de enfermeria,inyectables,2022-01-01,345,345
HUANUNI,otras actividades de enfermeria,inyectables,2022-01-01,11965,11965
HUARACAJE,otras actividades de enfermeria,inyectables,2022-01-01,987,987
HUARINA,otras actividades de enfermeria,inyectables,2022-01-01,490,490
HUATAJATA,otras actividades de enfermeria,inyectables,2022-01-01,88,88
HUAYLLAMARCA,otras actividades de enfermeria,inyectables,2022-01-01,315,315
HUMANATA,otras actividades de enfermeria,inyectables,2022-01-01,7,7
ICHOCA,otras actividades de enfermeria,inyectables,2022-01-01,18,18
ICLA,otras actividades de enfermeria,inyectables,2022-01-01,756,756
INCAHUASI,otras actividades de enfermeria,inyectables,2022-01-01,1199,1199
INGAVI (HUMAITA),otras actividades de enfermeria,inyectables,2022-01-01,650,650
INQUISIVI,otras actividades de enfermeria,inyectables,2022-01-01,461,461
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,inyectables,2022-01-01,706,706
IXIAMAS,otras actividades de enfermeria,inyectables,2022-01-01,891,891
JESUS DE MACHACA,otras actividades de enfermeria,inyectables,2022-01-01,228,228
LA ASUNTA,otras actividades de enfermeria,inyectables,2022-01-01,1109,1109
LA GUARDIA,otras actividades de enfermeria,inyectables,2022-01-01,5048,5048
LA PAZ,otras actividades de enfermeria,inyectables,2022-01-01,250072,250072
LA RIVERA,otras actividades de enfermeria,inyectables,2022-01-01,23,23
LAGUNILLAS,otras actividades de enfermeria,inyectables,2022-01-01,1098,1098
LAJA,otras actividades de enfermeria,inyectables,2022-01-01,238,238
LAS CARRERAS,otras actividades de enfermeria,inyectables,2022-01-01,420,420
LICOMA PAMPA,otras actividades de enfermeria,inyectables,2022-01-01,201,201
LLALLAGUA,otras actividades de enfermeria,inyectables,2022-01-01,8295,8295
LLICA,otras actividades de enfermeria,inyectables,2022-01-01,323,323
LORETO,otras actividades de enfermeria,inyectables,2022-01-01,346,346
LURIBAY,otras actividades de enfermeria,inyectables,2022-01-01,488,488
MACHACAMARCA,otras actividades de enfermeria,inyectables,2022-01-01,563,563
MACHARETI,otras actividades de enfermeria,inyectables,2022-01-01,910,910
MAGDALENA,otras actividades de enfermeria,inyectables,2022-01-01,2300,2300
MAIRANA,otras actividades de enfermeria,inyectables,2022-01-01,1432,1432
MALLA,otras actividades de enfermeria,inyectables,2022-01-01,100,100
MAPIRI,otras actividades de enfermeria,inyectables,2022-01-01,716,716
MECAPACA,otras actividades de enfermeria,inyectables,2022-01-01,279,279
MINEROS,otras actividades de enfermeria,inyectables,2022-01-01,1153,1153
MIZQUE,otras actividades de enfermeria,inyectables,2022-01-01,1406,1406
MOCOMOCO,otras actividades de enfermeria,inyectables,2022-01-01,298,298
MOJINETE,otras actividades de enfermeria,inyectables,2022-01-01,63,63
MOJOCOYA,otras actividades de enfermeria,inyectables,2022-01-01,1183,1183
MONTEAGUDO,otras actividades de enfermeria,inyectables,2022-01-01,9799,9799
MONTERO,otras actividades de enfermeria,inyectables,2022-01-01,41513,41513
MORO MORO,otras actividades de enfermeria,inyectables,2022-01-01,143,143
MOROCHATA,otras actividades de enfermeria,inyectables,2022-01-01,261,261
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,inyectables,2022-01-01,916,916
NAZACARA DE PACAJES,otras actividades de enfermeria,inyectables,2022-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,inyectables,2022-01-01,215,215
OCURI,otras actividades de enfermeria,inyectables,2022-01-01,745,745
OKINAWA,otras actividades de enfermeria,inyectables,2022-01-01,660,660
OMEREQUE,otras actividades de enfermeria,inyectables,2022-01-01,1542,1542
ORURO,otras actividades de enfermeria,inyectables,2022-01-01,48121,48121
PADCAYA,otras actividades de enfermeria,inyectables,2022-01-01,2014,2014
PADILLA,otras actividades de enfermeria,inyectables,2022-01-01,2306,2306
PAILON,otras actividades de enfermeria,inyectables,2022-01-01,2220,2220
PALCA,otras actividades de enfermeria,inyectables,2022-01-01,312,312
PALOS BLANCOS,otras actividades de enfermeria,inyectables,2022-01-01,3233,3233
PAMPA AULLAGAS,otras actividades de enfermeria,inyectables,2022-01-01,233,233
PAMPA GRANDE,otras actividades de enfermeria,inyectables,2022-01-01,490,490
PAPEL PAMPA,otras actividades de enfermeria,inyectables,2022-01-01,427,427
PASORAPA,otras actividades de enfermeria,inyectables,2022-01-01,254,254
PATACAMAYA,otras actividades de enfermeria,inyectables,2022-01-01,639,639
