municipality,group,variable,month,Sueros,TOTAL
ACACIO,otras actividades de enfermeria,sueros,2022-01-01,3,3
ACHACACHI,otras actividades de enfermeria,sueros,2022-01-01,235,235
ACHOCALLA,otras actividades de enfermeria,sueros,2022-01-01,2,2
AIQUILE,otras actividades de enfermeria,sueros,2022-01-01,125,125
ALALAY,otras actividades de enfermeria,sueros,2022-01-01,5,5
ALCALA,otras actividades de enfermeria,sueros,2022-01-01,13,13
ALTO BENI,otras actividades de enfermeria,sueros,2022-01-01,27,27
ANCORAIMES,otras actividades de enfermeria,sueros,2022-01-01,4,4
ANDAMARCA,otras actividades de enfermeria,sueros,2022-01-01,12,12
ANTEQUERA,otras actividades de enfermeria,sueros,2022-01-01,1,1
ANZALDO,otras actividades de enfermeria,sueros,2022-01-01,23,23
APOLO,otras actividades de enfermeria,sueros,2022-01-01,30,30
ARAMPAMPA,otras actividades de enfermeria,sueros,2022-01-01,2,2
ARANI,otras actividades de enfermeria,sueros,2022-01-01,4,4
ARBIETO,otras actividades de enfermeria,sueros,2022-01-01,2,2
ARQUE,otras actividades de enfermeria,sueros,2022-01-01,8,8
ASCENCION DE GUARAYOS,otras actividades de enfermeria,sueros,2022-01-01,875,875
ATOCHA,otras actividades de enfermeria,sueros,2022-01-01,221,221
AUCAPATA,otras actividades de enfermeria,sueros,2022-01-01,8,8
AYATA,otras actividades de enfermeria,sueros,2022-01-01,6,6
AYO AYO,otras actividades de enfermeria,sueros,2022-01-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,sueros,2022-01-01,31,31
AZURDUY,otras actividades de enfermeria,sueros,2022-01-01,59,59
BATALLAS,otras actividades de enfermeria,sueros,2022-01-01,10,10
BAURES,otras actividades de enfermeria,sueros,2022-01-01,1646,1646
BELEN DE ANDAMARCA,otras actividades de enfermeria,sueros,2022-01-01,2,2
BELLA FLOR,otras actividades de enfermeria,sueros,2022-01-01,33,33
