municipality,group,variable,month,Sueros,TOTAL
ACACIO,otras actividades de enfermeria,sueros,2006-01-01,8,8
ACHACACHI,otras actividades de enfermeria,sueros,2006-01-01,29,29
ACHOCALLA,otras actividades de enfermeria,sueros,2006-01-01,5,5
AIQUILE,otras actividades de enfermeria,sueros,2006-01-01,91,91
ALALAY,otras actividades de enfermeria,sueros,2006-01-01,4,4
ALCALA,otras actividades de enfermeria,sueros,2006-01-01,18,18
ANCORAIMES,otras actividades de enfermeria,sueros,2006-01-01,14,14
ANDAMARCA,otras actividades de enfermeria,sueros,2006-01-01,4,4
ANTEQUERA,otras actividades de enfermeria,sueros,2006-01-01,2,2
ANZALDO,otras actividades de enfermeria,sueros,2006-01-01,6,6
APOLO,otras actividades de enfermeria,sueros,2006-01-01,36,36
ARAMPAMPA,otras actividades de enfermeria,sueros,2006-01-01,6,6
ARANI,otras actividades de enfermeria,sueros,2006-01-01,4,4
ARBIETO,otras actividades de enfermeria,sueros,2006-01-01,1,1
ARQUE,otras actividades de enfermeria,sueros,2006-01-01,12,12
ASCENCION DE GUARAYOS,otras actividades de enfermeria,sueros,2006-01-01,342,342
ATOCHA,otras actividades de enfermeria,sueros,2006-01-01,388,388
AUCAPATA,otras actividades de enfermeria,sueros,2006-01-01,9,9
AYATA,otras actividades de enfermeria,sueros,2006-01-01,2,2
AYO AYO,otras actividades de enfermeria,sueros,2006-01-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,sueros,2006-01-01,20,20
AZURDUY,otras actividades de enfermeria,sueros,2006-01-01,42,42
BATALLAS,otras actividades de enfermeria,sueros,2006-01-01,13,13
BAURES,otras actividades de enfermeria,sueros,2006-01-01,19,19
BELEN DE ANDAMARCA,otras actividades de enfermeria,sueros,2006-01-01,2,2
BELEN DE URMIRI,otras actividades de enfermeria,sueros,2006-01-01,7,7
BELLA FLOR,otras actividades de enfermeria,sueros,2006-01-01,11,11
BERMEJO,otras actividades de enfermeria,sueros,2006-01-01,520,520
BETANZOS,otras actividades de enfermeria,sueros,2006-01-01,127,127
BOLIVAR,otras actividades de enfermeria,sueros,2006-01-01,14,14
BOLPEBRA,otras actividades de enfermeria,sueros,2006-01-01,3,3
BOYUIBE,otras actividades de enfermeria,sueros,2006-01-01,35,35
BUENA VISTA,otras actividades de enfermeria,sueros,2006-01-01,38,38
CABEZAS,otras actividades de enfermeria,sueros,2006-01-01,86,86
CAIROMA,otras actividades de enfermeria,sueros,2006-01-01,15,15
"CAIZA ""D""",otras actividades de enfermeria,sueros,2006-01-01,23,23
CAJUATA,otras actividades de enfermeria,sueros,2006-01-01,14,14
CALACOTO,otras actividades de enfermeria,sueros,2006-01-01,3,3
CALAMARCA,otras actividades de enfermeria,sueros,2006-01-01,7,7
CAMARGO,otras actividades de enfermeria,sueros,2006-01-01,104,104
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,sueros,2006-01-01,17,17
CAMIRI,otras actividades de enfermeria,sueros,2006-01-01,488,488
CAPINOTA,otras actividades de enfermeria,sueros,2006-01-01,65,65
CAQUIAVIRI,otras actividades de enfermeria,sueros,2006-01-01,7,7
CARACOLLO,otras actividades de enfermeria,sueros,2006-01-01,5,5
CARANAVI,otras actividades de enfermeria,sueros,2006-01-01,190,190
CARAPARI,otras actividades de enfermeria,sueros,2006-01-01,53,53
CARIPUYO,otras actividades de enfermeria,sueros,2006-01-01,14,14
CARMEN RIVERO TORREZ,otras actividades de enfermeria,sueros,2006-01-01,25,25
CHALLAPATA,otras actividades de enfermeria,sueros,2006-01-01,50,50
CHAQUI,otras actividades de enfermeria,sueros,2006-01-01,9,9
CHARAGUA,otras actividades de enfermeria,sueros,2006-01-01,110,110
CHARAÑA,otras actividades de enfermeria,sueros,2006-01-01,3,3
CHAYANTA,otras actividades de enfermeria,sueros,2006-01-01,48,48
CHIMORE,otras actividades de enfermeria,sueros,2006-01-01,13,13
CHIPAYA,otras actividades de enfermeria,sueros,2006-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,sueros,2006-01-01,158,158
CHUMA,otras actividades de enfermeria,sueros,2006-01-01,3,3
CLIZA,otras actividades de enfermeria,sueros,2006-01-01,4,4
COBIJA,otras actividades de enfermeria,sueros,2006-01-01,602,602
COCHABAMBA,otras actividades de enfermeria,sueros,2006-01-01,4762,4762
COLCAPIRHUA,otras actividades de enfermeria,sueros,2006-01-01,44,44
"COLCHA ""K""",otras actividades de enfermeria,sueros,2006-01-01,16,16
COLLANA,otras actividades de enfermeria,sueros,2006-01-01,3,3
COLOMI,otras actividades de enfermeria,sueros,2006-01-01,36,36
COLPA BELGICA,otras actividades de enfermeria,sueros,2006-01-01,15,15
COLQUECHACA,otras actividades de enfermeria,sueros,2006-01-01,27,27
COLQUENCHA,otras actividades de enfermeria,sueros,2006-01-01,3,3
COLQUIRI,otras actividades de enfermeria,sueros,2006-01-01,48,48
COMARAPA,otras actividades de enfermeria,sueros,2006-01-01,107,107
COMBAYA,otras actividades de enfermeria,sueros,2006-01-01,2,2
CONCEPCION,otras actividades de enfermeria,sueros,2006-01-01,79,79
COPACABANA,otras actividades de enfermeria,sueros,2006-01-01,35,35
CORIPATA,otras actividades de enfermeria,sueros,2006-01-01,1,1
CORO CORO,otras actividades de enfermeria,sueros,2006-01-01,11,11
COROICO,otras actividades de enfermeria,sueros,2006-01-01,229,229
CORQUE,otras actividades de enfermeria,sueros,2006-01-01,7,7
COTAGAITA,otras actividades de enfermeria,sueros,2006-01-01,130,130
COTOCA,otras actividades de enfermeria,sueros,2006-01-01,174,174
CUATRO CAÑADAS,otras actividades de enfermeria,sueros,2006-01-01,40,40
CUEVO,otras actividades de enfermeria,sueros,2006-01-01,7,7
CULPINA,otras actividades de enfermeria,sueros,2006-01-01,25,25
CURAHUARA DE CARANGAS,otras actividades de enfermeria,sueros,2006-01-01,8,8
CURVA,otras actividades de enfermeria,sueros,2006-01-01,5,5
DESAGUADERO,otras actividades de enfermeria,sueros,2006-01-01,1,1
EL ALTO,otras actividades de enfermeria,sueros,2006-01-01,2629,2629
EL CHORO,otras actividades de enfermeria,sueros,2006-01-01,5,5
EL PUENTE(STC),otras actividades de enfermeria,sueros,2006-01-01,16,16
EL PUENTE(TJA),otras actividades de enfermeria,sueros,2006-01-01,61,61
EL TORNO,otras actividades de enfermeria,sueros,2006-01-01,171,171
EL VILLAR,otras actividades de enfermeria,sueros,2006-01-01,23,23
ENTRE RIOS,otras actividades de enfermeria,sueros,2006-01-01,34,34
ENTRE RIOS,otras actividades de enfermeria,sueros,2006-01-01,123,123
ESMERALDA,otras actividades de enfermeria,sueros,2006-01-01,3,3
EUCALIPTUS,otras actividades de enfermeria,sueros,2006-01-01,8,8
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,sueros,2006-01-01,3,3
EXALTACION,otras actividades de enfermeria,sueros,2006-01-01,7,7
FERNANDEZ ALONSO,otras actividades de enfermeria,sueros,2006-01-01,58,58
FILADELFIA,otras actividades de enfermeria,sueros,2006-01-01,24,24
GENERAL SAAVEDRA,otras actividades de enfermeria,sueros,2006-01-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,sueros,2006-01-01,4,4
GUANAY,otras actividades de enfermeria,sueros,2006-01-01,22,22
GUAQUI,otras actividades de enfermeria,sueros,2006-01-01,8,8
GUAYARAMERIN,otras actividades de enfermeria,sueros,2006-01-01,879,879
GUTIERREZ,otras actividades de enfermeria,sueros,2006-01-01,33,33
HUACARETA,otras actividades de enfermeria,sueros,2006-01-01,49,49
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,sueros,2006-01-01,6,6
HUACHACALLA,otras actividades de enfermeria,sueros,2006-01-01,7,7
HUANUNI,otras actividades de enfermeria,sueros,2006-01-01,148,148
HUARACAJE,otras actividades de enfermeria,sueros,2006-01-01,25,25
HUAYLLAMARCA,otras actividades de enfermeria,sueros,2006-01-01,8,8
ICHOCA,otras actividades de enfermeria,sueros,2006-01-01,1,1
ICLA,otras actividades de enfermeria,sueros,2006-01-01,20,20
INCAHUASI,otras actividades de enfermeria,sueros,2006-01-01,40,40
INGAVI (HUMAITA),otras actividades de enfermeria,sueros,2006-01-01,1,1
INQUISIVI,otras actividades de enfermeria,sueros,2006-01-01,32,32
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,sueros,2006-01-01,25,25
IXIAMAS,otras actividades de enfermeria,sueros,2006-01-01,16,16
JESUS DE MACHACA,otras actividades de enfermeria,sueros,2006-01-01,19,19
LA ASUNTA,otras actividades de enfermeria,sueros,2006-01-01,47,47
LA GUARDIA,otras actividades de enfermeria,sueros,2006-01-01,131,131
LA PAZ,otras actividades de enfermeria,sueros,2006-01-01,25641,25641
LAGUNILLAS,otras actividades de enfermeria,sueros,2006-01-01,20,20
LAJA,otras actividades de enfermeria,sueros,2006-01-01,11,11
LAS CARRERAS,otras actividades de enfermeria,sueros,2006-01-01,15,15
LICOMA PAMPA,otras actividades de enfermeria,sueros,2006-01-01,4,4
LLALLAGUA,otras actividades de enfermeria,sueros,2006-01-01,332,332
LLICA,otras actividades de enfermeria,sueros,2006-01-01,9,9
LORETO,otras actividades de enfermeria,sueros,2006-01-01,5,5
LURIBAY,otras actividades de enfermeria,sueros,2006-01-01,7,7
MACHACAMARCA,otras actividades de enfermeria,sueros,2006-01-01,23,23
MACHARETI,otras actividades de enfermeria,sueros,2006-01-01,38,38
