municipality,group,variable,month,Inyectables,TOTAL
ACACIO,otras actividades de enfermeria,inyectables,2006-01-01,87,87
ACHACACHI,otras actividades de enfermeria,inyectables,2006-01-01,551,551
ACHOCALLA,otras actividades de enfermeria,inyectables,2006-01-01,81,81
AIQUILE,otras actividades de enfermeria,inyectables,2006-01-01,489,489
ALALAY,otras actividades de enfermeria,inyectables,2006-01-01,24,24
ALCALA,otras actividades de enfermeria,inyectables,2006-01-01,125,125
ANCORAIMES,otras actividades de enfermeria,inyectables,2006-01-01,147,147
ANDAMARCA,otras actividades de enfermeria,inyectables,2006-01-01,44,44
ANTEQUERA,otras actividades de enfermeria,inyectables,2006-01-01,29,29
ANZALDO,otras actividades de enfermeria,inyectables,2006-01-01,84,84
APOLO,otras actividades de enfermeria,inyectables,2006-01-01,349,349
ARAMPAMPA,otras actividades de enfermeria,inyectables,2006-01-01,33,33
ARANI,otras actividades de enfermeria,inyectables,2006-01-01,119,119
ARBIETO,otras actividades de enfermeria,inyectables,2006-01-01,120,120
ARQUE,otras actividades de enfermeria,inyectables,2006-01-01,80,80
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2006-01-01,4081,4081
ATOCHA,otras actividades de enfermeria,inyectables,2006-01-01,3389,3389
AUCAPATA,otras actividades de enfermeria,inyectables,2006-01-01,61,61
AYATA,otras actividades de enfermeria,inyectables,2006-01-01,58,58
AYO AYO,otras actividades de enfermeria,inyectables,2006-01-01,42,42
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2006-01-01,458,458
AZURDUY,otras actividades de enfermeria,inyectables,2006-01-01,335,335
BATALLAS,otras actividades de enfermeria,inyectables,2006-01-01,180,180
BAURES,otras actividades de enfermeria,inyectables,2006-01-01,261,261
BELEN DE ANDAMARCA,otras actividades de enfermeria,inyectables,2006-01-01,15,15
BELEN DE URMIRI,otras actividades de enfermeria,inyectables,2006-01-01,55,55
BELLA FLOR,otras actividades de enfermeria,inyectables,2006-01-01,104,104
BERMEJO,otras actividades de enfermeria,inyectables,2006-01-01,2836,2836
BETANZOS,otras actividades de enfermeria,inyectables,2006-01-01,1052,1052
BOLIVAR,otras actividades de enfermeria,inyectables,2006-01-01,118,118
BOLPEBRA,otras actividades de enfermeria,inyectables,2006-01-01,32,32
BOYUIBE,otras actividades de enfermeria,inyectables,2006-01-01,268,268
BUENA VISTA,otras actividades de enfermeria,inyectables,2006-01-01,404,404
CABEZAS,otras actividades de enfermeria,inyectables,2006-01-01,858,858
CAIROMA,otras actividades de enfermeria,inyectables,2006-01-01,270,270
"CAIZA ""D""",otras actividades de enfermeria,inyectables,2006-01-01,189,189
CAJUATA,otras actividades de enfermeria,inyectables,2006-01-01,128,128
CALACOTO,otras actividades de enfermeria,inyectables,2006-01-01,36,36
CALAMARCA,otras actividades de enfermeria,inyectables,2006-01-01,103,103
CAMARGO,otras actividades de enfermeria,inyectables,2006-01-01,773,773
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,inyectables,2006-01-01,89,89
CAMIRI,otras actividades de enfermeria,inyectables,2006-01-01,3276,3276
CAPINOTA,otras actividades de enfermeria,inyectables,2006-01-01,726,726
CAQUIAVIRI,otras actividades de enfermeria,inyectables,2006-01-01,61,61
CARACOLLO,otras actividades de enfermeria,inyectables,2006-01-01,319,319
CARANAVI,otras actividades de enfermeria,inyectables,2006-01-01,1924,1924
CARANGAS,otras actividades de enfermeria,inyectables,2006-01-01,5,5
CARAPARI,otras actividades de enfermeria,inyectables,2006-01-01,287,287
