municipality,group,variable,month,Nacidos vivos con peso menor a 2500g,TOTAL
ACHACACHI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,5,5
BERMEJO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
BUENA VISTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,2,2
CABEZAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,2,2
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,3,3
CAPINOTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
CARANAVI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,6,6
CHAQUI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
CHIMORE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
CHUMA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,8,8
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,147,147
CONCEPCION,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,2,2
COTOCA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,3,3
CULPINA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,2,2
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,74,74
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,7,7
HUARINA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
LA GUARDIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,3,3
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,142,142
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,3,3
MECAPACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,16,16
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,37,37
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,2,2
PORTACHUELO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,2,2
PORVENIR,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,78,78
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,9,9
PUNA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,4,4
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
REYES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,21,21
SACABA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,2,2
SACACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,6,6
SAN IGNACIO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,11,11
SAN JAVIER(STC),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2016-01-01,1,1
