municipality,group,variable,month,Sueros,TOTAL
ACACIO,otras actividades de enfermeria,sueros,2016-01-01,23,23
ACHACACHI,otras actividades de enfermeria,sueros,2016-01-01,125,125
ACHOCALLA,otras actividades de enfermeria,sueros,2016-01-01,8,8
AIQUILE,otras actividades de enfermeria,sueros,2016-01-01,177,177
ALALAY,otras actividades de enfermeria,sueros,2016-01-01,4,4
ALCALA,otras actividades de enfermeria,sueros,2016-01-01,19,19
ALTO BENI,otras actividades de enfermeria,sueros,2016-01-01,18,18
ANCORAIMES,otras actividades de enfermeria,sueros,2016-01-01,11,11
ANDAMARCA,otras actividades de enfermeria,sueros,2016-01-01,19,19
ANTEQUERA,otras actividades de enfermeria,sueros,2016-01-01,9,9
ANZALDO,otras actividades de enfermeria,sueros,2016-01-01,42,42
APOLO,otras actividades de enfermeria,sueros,2016-01-01,20,20
ARAMPAMPA,otras actividades de enfermeria,sueros,2016-01-01,7,7
ARANI,otras actividades de enfermeria,sueros,2016-01-01,14,14
ARBIETO,otras actividades de enfermeria,sueros,2016-01-01,11,11
ARQUE,otras actividades de enfermeria,sueros,2016-01-01,3,3
ASCENCION DE GUARAYOS,otras actividades de enfermeria,sueros,2016-01-01,420,420
ATOCHA,otras actividades de enfermeria,sueros,2016-01-01,68,68
AUCAPATA,otras actividades de enfermeria,sueros,2016-01-01,2,2
AYATA,otras actividades de enfermeria,sueros,2016-01-01,9,9
AYO AYO,otras actividades de enfermeria,sueros,2016-01-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,sueros,2016-01-01,78,78
AZURDUY,otras actividades de enfermeria,sueros,2016-01-01,66,66
BATALLAS,otras actividades de enfermeria,sueros,2016-01-01,63,63
BAURES,otras actividades de enfermeria,sueros,2016-01-01,106,106
BELEN DE ANDAMARCA,otras actividades de enfermeria,sueros,2016-01-01,5,5
BELEN DE URMIRI,otras actividades de enfermeria,sueros,2016-01-01,31,31
BELLA FLOR,otras actividades de enfermeria,sueros,2016-01-01,43,43
BERMEJO,otras actividades de enfermeria,sueros,2016-01-01,1310,1310
BETANZOS,otras actividades de enfermeria,sueros,2016-01-01,191,191
BOLIVAR,otras actividades de enfermeria,sueros,2016-01-01,3,3
BOLPEBRA,otras actividades de enfermeria,sueros,2016-01-01,14,14
BOYUIBE,otras actividades de enfermeria,sueros,2016-01-01,55,55
BUENA VISTA,otras actividades de enfermeria,sueros,2016-01-01,53,53
CABEZAS,otras actividades de enfermeria,sueros,2016-01-01,266,266
CAIROMA,otras actividades de enfermeria,sueros,2016-01-01,13,13
"CAIZA ""D""",otras actividades de enfermeria,sueros,2016-01-01,11,11
CAJUATA,otras actividades de enfermeria,sueros,2016-01-01,18,18
CALACOTO,otras actividades de enfermeria,sueros,2016-01-01,6,6
CALAMARCA,otras actividades de enfermeria,sueros,2016-01-01,20,20
