department,municipality_id,municipality,year,month,population,value
Beni,80202,Guayaramerin,2015,1,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,2
Pando,90303,Sena,2015,1,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,22
Pando,90502,Villa Nueva (loma Alta),2015,1,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,6
Santa Cruz,70401,Buena Vista,2015,2,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,1
Pando,90101,Cobija,2015,2,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,3
Beni,80202,Guayaramerin,2015,2,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,0
Beni,80201,Riberalta,2015,2,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,6
Pando,90101,Cobija,2015,3,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,9
Beni,80202,Guayaramerin,2015,3,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,3
Pando,90501,Nuevo Manoa (nueva Esperanza),2015,3,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,0
Pando,90201,Puerto Rico,2015,3,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,5
Beni,80201,Riberalta,2015,3,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,9
Tarija,60301,Yacuiba,2015,3,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,1
Pando,90101,Cobija,2015,4,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,6
Beni,80301,Reyes,2015,4,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,1
Beni,80201,Riberalta,2015,4,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,18
Pando,90101,Cobija,2015,5,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,7
Beni,80201,Riberalta,2015,5,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,38
Pando,90303,Sena,2015,5,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,26
Tarija,60301,Yacuiba,2015,5,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,4
Pando,90101,Cobija,2015,6,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,6
Santa Cruz,71001,Montero,2015,6,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,0
Beni,80201,Riberalta,2015,6,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,10
Santa Cruz,70401,Buena Vista,2015,7,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,0
Pando,90101,Cobija,2015,7,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,4
Beni,80202,Guayaramerin,2015,7,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,1
Santa Cruz,71001,Montero,2015,7,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,0
Beni,80201,Riberalta,2015,7,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,18
Beni,80701,San Joaquin,2015,7,TOTAL TRATAMIENTOS ESPECIFICOS PARA MALARIA GRAVE VIVAX / MASCULINO,1
