municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,16,16
CONCEPCION,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,15,15
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,11,11
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,4,4
PADILLA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
PASORAPA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,4,4
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,4,4
SACABA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,13,13
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,7,7
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-01-01,1,1
ACHOCALLA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
APOLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,2,2
CHARAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,18,18
COMARAPA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,12,12
ESCOMA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
HUANUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
ICLA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,9,9
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,6,6
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,6,6
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,3,3
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,4,4
SANTA ROSA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
SHINAOTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,4,4
TARVITA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,2,2
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-02-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,2,2
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,12,12
CONCEPCION,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,2,2
COTAGAITA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,16,16
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,1,1
HUANUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,18,18
MAGDALENA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,5,5
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,7,7
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,4,4
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,3,3
PUNATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,3,3
SABAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2011-03-01,2,2
