municipality,group,variable,month,Vaginales,TOTAL
ACACIO,atencion de partos en servicios,vaginales,2011-01-01,3,3
ACHACACHI,atencion de partos en servicios,vaginales,2011-01-01,28,28
ACHOCALLA,atencion de partos en servicios,vaginales,2011-01-01,11,11
AIQUILE,atencion de partos en servicios,vaginales,2011-01-01,22,22
ALCALA,atencion de partos en servicios,vaginales,2011-01-01,7,7
ALTO BENI,atencion de partos en servicios,vaginales,2011-01-01,6,6
ANCORAIMES,atencion de partos en servicios,vaginales,2011-01-01,12,12
ANDAMARCA,atencion de partos en servicios,vaginales,2011-01-01,1,1
ANZALDO,atencion de partos en servicios,vaginales,2011-01-01,2,2
APOLO,atencion de partos en servicios,vaginales,2011-01-01,13,13
ARANI,atencion de partos en servicios,vaginales,2011-01-01,15,15
ARBIETO,atencion de partos en servicios,vaginales,2011-01-01,9,9
ARQUE,atencion de partos en servicios,vaginales,2011-01-01,6,6
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2011-01-01,68,68
ATOCHA,atencion de partos en servicios,vaginales,2011-01-01,15,15
AYATA,atencion de partos en servicios,vaginales,2011-01-01,3,3
AYO AYO,atencion de partos en servicios,vaginales,2011-01-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2011-01-01,17,17
AZURDUY,atencion de partos en servicios,vaginales,2011-01-01,8,8
BATALLAS,atencion de partos en servicios,vaginales,2011-01-01,3,3
BAURES,atencion de partos en servicios,vaginales,2011-01-01,4,4
BELEN DE ANDAMARCA,atencion de partos en servicios,vaginales,2011-01-01,1,1
BELEN DE URMIRI,atencion de partos en servicios,vaginales,2011-01-01,1,1
BERMEJO,atencion de partos en servicios,vaginales,2011-01-01,41,41
BETANZOS,atencion de partos en servicios,vaginales,2011-01-01,23,23
BOYUIBE,atencion de partos en servicios,vaginales,2011-01-01,6,6
BUENA VISTA,atencion de partos en servicios,vaginales,2011-01-01,16,16
CABEZAS,atencion de partos en servicios,vaginales,2011-01-01,26,26
CAIROMA,atencion de partos en servicios,vaginales,2011-01-01,7,7
"CAIZA ""D""",atencion de partos en servicios,vaginales,2011-01-01,7,7
CAJUATA,atencion de partos en servicios,vaginales,2011-01-01,12,12
CALAMARCA,atencion de partos en servicios,vaginales,2011-01-01,2,2
CAMARGO,atencion de partos en servicios,vaginales,2011-01-01,30,30
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2011-01-01,5,5
CAMIRI,atencion de partos en servicios,vaginales,2011-01-01,45,45
CAPINOTA,atencion de partos en servicios,vaginales,2011-01-01,21,21
CAQUIAVIRI,atencion de partos en servicios,vaginales,2011-01-01,4,4
CARACOLLO,atencion de partos en servicios,vaginales,2011-01-01,19,19
CARANAVI,atencion de partos en servicios,vaginales,2011-01-01,70,70
CARAPARI,atencion de partos en servicios,vaginales,2011-01-01,11,11
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2011-01-01,6,6
CHALLAPATA,atencion de partos en servicios,vaginales,2011-01-01,34,34
CHAQUI,atencion de partos en servicios,vaginales,2011-01-01,5,5
CHARAGUA,atencion de partos en servicios,vaginales,2011-01-01,53,53
CHAYANTA,atencion de partos en servicios,vaginales,2011-01-01,9,9
CHIMORE,atencion de partos en servicios,vaginales,2011-01-01,8,8
CHIPAYA,atencion de partos en servicios,vaginales,2011-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2011-01-01,28,28
CHUMA,atencion de partos en servicios,vaginales,2011-01-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2011-01-01,2,2
CKOCHAS,atencion de partos en servicios,vaginales,2011-01-01,4,4
CLIZA,atencion de partos en servicios,vaginales,2011-01-01,21,21
COBIJA,atencion de partos en servicios,vaginales,2011-01-01,69,69
COCAPATA,atencion de partos en servicios,vaginales,2011-01-01,7,7
COCHABAMBA,atencion de partos en servicios,vaginales,2011-01-01,871,871
COIPASA,atencion de partos en servicios,vaginales,2011-01-01,2,2
COLCAPIRHUA,atencion de partos en servicios,vaginales,2011-01-01,34,34
"COLCHA ""K""",atencion de partos en servicios,vaginales,2011-01-01,3,3
COLLANA,atencion de partos en servicios,vaginales,2011-01-01,5,5
COLOMI,atencion de partos en servicios,vaginales,2011-01-01,27,27
COLPA BELGICA,atencion de partos en servicios,vaginales,2011-01-01,3,3
COLQUECHACA,atencion de partos en servicios,vaginales,2011-01-01,15,15
COLQUENCHA,atencion de partos en servicios,vaginales,2011-01-01,6,6
COLQUIRI,atencion de partos en servicios,vaginales,2011-01-01,8,8
COMANCHE,atencion de partos en servicios,vaginales,2011-01-01,1,1
COMARAPA,atencion de partos en servicios,vaginales,2011-01-01,33,33
COMBAYA,atencion de partos en servicios,vaginales,2011-01-01,1,1
CONCEPCION,atencion de partos en servicios,vaginales,2011-01-01,41,41
COPACABANA,atencion de partos en servicios,vaginales,2011-01-01,16,16
CORIPATA,atencion de partos en servicios,vaginales,2011-01-01,9,9
CORO CORO,atencion de partos en servicios,vaginales,2011-01-01,5,5
