municipality,group,variable,month,Inyectables,TOTAL
ACACIO,otras actividades de enfermeria,inyectables,2010-01-01,156,156
ACHACACHI,otras actividades de enfermeria,inyectables,2010-01-01,629,629
ACHOCALLA,otras actividades de enfermeria,inyectables,2010-01-01,65,65
AIQUILE,otras actividades de enfermeria,inyectables,2010-01-01,1207,1207
ALALAY,otras actividades de enfermeria,inyectables,2010-01-01,13,13
ALCALA,otras actividades de enfermeria,inyectables,2010-01-01,231,231
ALTO BENI,otras actividades de enfermeria,inyectables,2010-01-01,321,321
ANCORAIMES,otras actividades de enfermeria,inyectables,2010-01-01,189,189
ANDAMARCA,otras actividades de enfermeria,inyectables,2010-01-01,114,114
ANTEQUERA,otras actividades de enfermeria,inyectables,2010-01-01,93,93
ANZALDO,otras actividades de enfermeria,inyectables,2010-01-01,133,133
APOLO,otras actividades de enfermeria,inyectables,2010-01-01,150,150
ARAMPAMPA,otras actividades de enfermeria,inyectables,2010-01-01,59,59
ARANI,otras actividades de enfermeria,inyectables,2010-01-01,168,168
ARBIETO,otras actividades de enfermeria,inyectables,2010-01-01,262,262
ARQUE,otras actividades de enfermeria,inyectables,2010-01-01,147,147
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2010-01-01,2890,2890
ATOCHA,otras actividades de enfermeria,inyectables,2010-01-01,3846,3846
AUCAPATA,otras actividades de enfermeria,inyectables,2010-01-01,40,40
AYATA,otras actividades de enfermeria,inyectables,2010-01-01,83,83
AYO AYO,otras actividades de enfermeria,inyectables,2010-01-01,50,50
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2010-01-01,596,596
AZURDUY,otras actividades de enfermeria,inyectables,2010-01-01,391,391
BATALLAS,otras actividades de enfermeria,inyectables,2010-01-01,207,207
BAURES,otras actividades de enfermeria,inyectables,2010-01-01,492,492
BELEN DE ANDAMARCA,otras actividades de enfermeria,inyectables,2010-01-01,31,31
BELEN DE URMIRI,otras actividades de enfermeria,inyectables,2010-01-01,50,50
BELLA FLOR,otras actividades de enfermeria,inyectables,2010-01-01,85,85
BERMEJO,otras actividades de enfermeria,inyectables,2010-01-01,11773,11773
BETANZOS,otras actividades de enfermeria,inyectables,2010-01-01,1484,1484
BOLIVAR,otras actividades de enfermeria,inyectables,2010-01-01,75,75
BOLPEBRA,otras actividades de enfermeria,inyectables,2010-01-01,71,71
BOYUIBE,otras actividades de enfermeria,inyectables,2010-01-01,336,336
BUENA VISTA,otras actividades de enfermeria,inyectables,2010-01-01,435,435
CABEZAS,otras actividades de enfermeria,inyectables,2010-01-01,1111,1111
CAIROMA,otras actividades de enfermeria,inyectables,2010-01-01,310,310
"CAIZA ""D""",otras actividades de enfermeria,inyectables,2010-01-01,282,282
CAJUATA,otras actividades de enfermeria,inyectables,2010-01-01,202,202
CALACOTO,otras actividades de enfermeria,inyectables,2010-01-01,50,50
CALAMARCA,otras actividades de enfermeria,inyectables,2010-01-01,181,181
CAMARGO,otras actividades de enfermeria,inyectables,2010-01-01,1974,1974
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,inyectables,2010-01-01,237,237
CAMIRI,otras actividades de enfermeria,inyectables,2010-01-01,9704,9704
CAPINOTA,otras actividades de enfermeria,inyectables,2010-01-01,992,992
CAQUIAVIRI,otras actividades de enfermeria,inyectables,2010-01-01,58,58
CARACOLLO,otras actividades de enfermeria,inyectables,2010-01-01,429,429
CARANAVI,otras actividades de enfermeria,inyectables,2010-01-01,3281,3281
CARANGAS,otras actividades de enfermeria,inyectables,2010-01-01,9,9
CARAPARI,otras actividades de enfermeria,inyectables,2010-01-01,1041,1041
CARIPUYO,otras actividades de enfermeria,inyectables,2010-01-01,91,91
CARMEN RIVERO TORREZ,otras actividades de enfermeria,inyectables,2010-01-01,191,191
CATACORA,otras actividades de enfermeria,inyectables,2010-01-01,22,22
CHACARILLA,otras actividades de enfermeria,inyectables,2010-01-01,3,3
CHALLAPATA,otras actividades de enfermeria,inyectables,2010-01-01,1319,1319
CHAQUI,otras actividades de enfermeria,inyectables,2010-01-01,149,149
CHARAGUA,otras actividades de enfermeria,inyectables,2010-01-01,1986,1986
CHARAÑA,otras actividades de enfermeria,inyectables,2010-01-01,24,24
CHAYANTA,otras actividades de enfermeria,inyectables,2010-01-01,408,408
CHIMORE,otras actividades de enfermeria,inyectables,2010-01-01,515,515
CHIPAYA,otras actividades de enfermeria,inyectables,2010-01-01,44,44
CHOQUE COTA,otras actividades de enfermeria,inyectables,2010-01-01,50,50
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,inyectables,2010-01-01,798,798
CHUMA,otras actividades de enfermeria,inyectables,2010-01-01,114,114
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,inyectables,2010-01-01,58,58
CKOCHAS,otras actividades de enfermeria,inyectables,2010-01-01,221,221
CLIZA,otras actividades de enfermeria,inyectables,2010-01-01,495,495
COBIJA,otras actividades de enfermeria,inyectables,2010-01-01,8099,8099
COCAPATA,otras actividades de enfermeria,inyectables,2010-01-01,49,49
COCHABAMBA,otras actividades de enfermeria,inyectables,2010-01-01,44381,44381
COIPASA,otras actividades de enfermeria,inyectables,2010-01-01,10,10
COLCAPIRHUA,otras actividades de enfermeria,inyectables,2010-01-01,1092,1092
"COLCHA ""K""",otras actividades de enfermeria,inyectables,2010-01-01,224,224
COLLANA,otras actividades de enfermeria,inyectables,2010-01-01,35,35
COLOMI,otras actividades de enfermeria,inyectables,2010-01-01,255,255
COLPA BELGICA,otras actividades de enfermeria,inyectables,2010-01-01,507,507
COLQUECHACA,otras actividades de enfermeria,inyectables,2010-01-01,246,246
COLQUENCHA,otras actividades de enfermeria,inyectables,2010-01-01,114,114
COLQUIRI,otras actividades de enfermeria,inyectables,2010-01-01,727,727
COMANCHE,otras actividades de enfermeria,inyectables,2010-01-01,23,23
COMARAPA,otras actividades de enfermeria,inyectables,2010-01-01,760,760
COMBAYA,otras actividades de enfermeria,inyectables,2010-01-01,19,19
CONCEPCION,otras actividades de enfermeria,inyectables,2010-01-01,463,463
COPACABANA,otras actividades de enfermeria,inyectables,2010-01-01,232,232
CORIPATA,otras actividades de enfermeria,inyectables,2010-01-01,137,137
CORO CORO,otras actividades de enfermeria,inyectables,2010-01-01,88,88
COROICO,otras actividades de enfermeria,inyectables,2010-01-01,29,29
CORQUE,otras actividades de enfermeria,inyectables,2010-01-01,183,183
COTAGAITA,otras actividades de enfermeria,inyectables,2010-01-01,1679,1679
COTOCA,otras actividades de enfermeria,inyectables,2010-01-01,1562,1562
CUATRO CAÑADAS,otras actividades de enfermeria,inyectables,2010-01-01,909,909
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,inyectables,2010-01-01,15,15
CUEVO,otras actividades de enfermeria,inyectables,2010-01-01,117,117
CULPINA,otras actividades de enfermeria,inyectables,2010-01-01,794,794
CURAHUARA DE CARANGAS,otras actividades de enfermeria,inyectables,2010-01-01,116,116
CURVA,otras actividades de enfermeria,inyectables,2010-01-01,25,25
DESAGUADERO,otras actividades de enfermeria,inyectables,2010-01-01,82,82
EL ALTO,otras actividades de enfermeria,inyectables,2010-01-01,19942,19942
EL CHORO,otras actividades de enfermeria,inyectables,2010-01-01,68,68
EL PUENTE(STC),otras actividades de enfermeria,inyectables,2010-01-01,286,286
EL PUENTE(TJA),otras actividades de enfermeria,inyectables,2010-01-01,788,788
EL TORNO,otras actividades de enfermeria,inyectables,2010-01-01,3274,3274
EL VILLAR,otras actividades de enfermeria,inyectables,2010-01-01,231,231
ENTRE RIOS TRJ,otras actividades de enfermeria,inyectables,2010-01-01,2011,2011
ENTRE RIOS CBBA,otras actividades de enfermeria,inyectables,2010-01-01,474,474
ESCOMA,otras actividades de enfermeria,inyectables,2010-01-01,177,177
ESMERALDA,otras actividades de enfermeria,inyectables,2010-01-01,75,75
EUCALIPTUS,otras actividades de enfermeria,inyectables,2010-01-01,151,151
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,inyectables,2010-01-01,41,41
EXALTACION,otras actividades de enfermeria,inyectables,2010-01-01,9,9
FERNANDEZ ALONSO,otras actividades de enfermeria,inyectables,2010-01-01,430,430
FILADELFIA,otras actividades de enfermeria,inyectables,2010-01-01,401,401
GENERAL SAAVEDRA,otras actividades de enfermeria,inyectables,2010-01-01,434,434
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,inyectables,2010-01-01,180,180
GUANAY,otras actividades de enfermeria,inyectables,2010-01-01,391,391
GUAQUI,otras actividades de enfermeria,inyectables,2010-01-01,129,129
GUAYARAMERIN,otras actividades de enfermeria,inyectables,2010-01-01,13663,13663
