municipality,group,variable,month,Nacidos vivos con peso menor a 2500g,TOTAL
ACHACACHI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
AIQUILE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
BERMEJO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,3,3
BETANZOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,2,2
"CAIZA ""D""",atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,2,2
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,3,3
CARANAVI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,4,4
CHARAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,4,4
CHAYANTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
CHIMORE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,2,2
CKOCHAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,3,3
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,86,86
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
COLQUIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,93,93
EL TORNO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
FILADELFIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
GUANAY,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,5,5
GUTIERREZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
HUACARETA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
INGAVI (HUMAITA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
LA GUARDIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,5,5
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,110,110
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,6,6
MAPIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,2,2
MINEROS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
MIZQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
MOCOMOCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,2,2
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,8,8
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,113,113
PATACAMAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,27,27
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,2,2
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,3,3
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,6,6
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,21,21
ROBORE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,2,2
SABAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2023-01-01,1,1
