municipality,group,variable,month,Nacidos muertos,TOTAL
CAMIRI,atencion de partos en servicios,nacidos muertos,2023-01-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2023-01-01,3,3
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2023-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos,2023-01-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2023-01-01,26,26
DESAGUADERO,atencion de partos en servicios,nacidos muertos,2023-01-01,2,2
EL ALTO,atencion de partos en servicios,nacidos muertos,2023-01-01,18,18
EL TORNO,atencion de partos en servicios,nacidos muertos,2023-01-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos,2023-01-01,1,1
ESCOMA,atencion de partos en servicios,nacidos muertos,2023-01-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2023-01-01,16,16
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2023-01-01,2,2
MINEROS,atencion de partos en servicios,nacidos muertos,2023-01-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2023-01-01,5,5
ORURO,atencion de partos en servicios,nacidos muertos,2023-01-01,5,5
POTOSI,atencion de partos en servicios,nacidos muertos,2023-01-01,6,6
PUCARANI,atencion de partos en servicios,nacidos muertos,2023-01-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos,2023-01-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2023-01-01,3,3
RIBERALTA,atencion de partos en servicios,nacidos muertos,2023-01-01,3,3
ROBORE,atencion de partos en servicios,nacidos muertos,2023-01-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2023-01-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos muertos,2023-01-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2023-01-01,1,1
SAN JOAQUIN,atencion de partos en servicios,nacidos muertos,2023-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos muertos,2023-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2023-01-01,25,25
SUCRE,atencion de partos en servicios,nacidos muertos,2023-01-01,3,3
TARIJA,atencion de partos en servicios,nacidos muertos,2023-01-01,6,6
TOTORA(CBBA),atencion de partos en servicios,nacidos muertos,2023-01-01,1,1
VIACHA,atencion de partos en servicios,nacidos muertos,2023-01-01,20,20
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2023-01-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2023-01-01,2,2
WARNES,atencion de partos en servicios,nacidos muertos,2023-01-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos,2023-01-01,1,1
BAURES,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2023-02-01,66,66
COPACABANA,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2023-02-01,9,9
EL TORNO,atencion de partos en servicios,nacidos muertos,2023-02-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2023-02-01,12,12
MAPIRI,atencion de partos en servicios,nacidos muertos,2023-02-01,2,2
MONTERO,atencion de partos en servicios,nacidos muertos,2023-02-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos,2023-02-01,70,70
PADILLA,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2023-02-01,5,5
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2023-02-01,3,3
PUNATA,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2023-02-01,2,2
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2023-02-01,3,3
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
SAN PEDRO,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2023-02-01,26,26
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2023-02-01,2,2
SIPE SIPE,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2023-02-01,7,7
TARABUCO,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2023-02-01,5,5
TUPIZA,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
VIACHA,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2023-02-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2023-02-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos,2023-02-01,2,2
