,group,variable,month,TRABAJADOR DE SALUD HEPATITIS B 3RA DOSIS CANTIDAD,TRABAJADOR DE SALUD HEPATITIS B 3RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL DENTRO,TOTAL FUERA,TOTAL
municipality,,,,,,,,
ARBIETO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,3,0,3,0,3
CABEZAS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,2,0,2,0,2
"CAIZA ""D""",otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,3,0,3,0,3
CAPINOTA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,2,0,2,0,2
CLIZA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,1,0,1,0,1
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,8,3,8,3,11
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,16,0,16,0,16
EL TORNO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,2,0,2,0,2
ICLA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,16,0,16,0,16
LA GUARDIA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,4,0,4,0,4
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,29,0,29,0,29
MONTEAGUDO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,4,0,4,0,4
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,44,0,44,0,44
MORO MORO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,2,0,2,0,2
ORURO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,7,0,7,0,7
PAILON,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,3,0,3,0,3
PASORAPA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,11,0,11,0,11
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,20,0,20,0,20
PUCARA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,1,0,1,0,1
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,4,0,4,0,4
SAN LORENZO(TJA),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,2,0,2,0,2
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,10,0,10,0,10
TACACOMA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,1,0,1,0,1
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,7,0,7,0,7
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,23,0,23,0,23
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,1,0,1,0,1
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,1,0,1,0,1
VILLA SERRANO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,9,0,9,0,9
VILLAZON,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,4,0,4,0,4
WARNES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,0,2,0,2,2
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,3,0,3,0,3
YUNCHARA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-01-01,1,0,1,0,1
ARQUE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,25,0,25,0,25
ATOCHA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,0,2,0,2,2
AYATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,2,0,2,0,2
BAURES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,1,0,1,0,1
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,1,0,1,0,1
BOYUIBE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,1,0,1,0,1
CABEZAS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,4,0,4,0,4
"CAIZA ""D""",otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,2,0,2,0,2
CAMARGO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,2,0,2,0,2
CAMIRI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,12,0,12,0,12
CAPINOTA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,47,0,47,0,47
CHALLAPATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,0,5,0,5,5
CHARAGUA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,4,0,4,0,4
CLIZA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,7,0,7,0,7
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,7,0,7,0,7
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,33,11,33,11,44
"COLCHA ""K""",otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,2,0,2,0,2
COTAGAITA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,2,0,2,0,2
COTOCA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,6,0,6,0,6
CUATRO CAÑADAS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,2,0,2,0,2
CUEVO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,8,0,8,0,8
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,26,12,26,12,38
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,6,0,6,0,6
FILADELFIA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,3,0,3,0,3
HUACARETA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,1,0,1,0,1
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,26,0,26,0,26
MAGDALENA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,2,0,2,0,2
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,41,0,41,0,41
MORO MORO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,3,0,3,0,3
OMEREQUE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,3,0,3,0,3
ORURO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,15,0,15,0,15
PAILON,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,12,0,12,0,12
POROMA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,1,0,1,0,1
PORVENIR,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,1,0,1,0,1
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,40,0,40,0,40
PUCARA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,2,0,2,0,2
SAMAIPATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,3,0,3,0,3
SAN AGUSTIN,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,6,0,6,0,6
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,3,0,3,0,3
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,4,0,4,0,4
SAN JOAQUIN,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,60,0,60,0,60
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,2,0,2,0,2
SAN JULIAN,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,11,2,11,2,13
SAN LUCAS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,13,0,13,0,13
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,1,0,1,0,1
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,2,0,2,0,2
SANTIAGO DE HUARI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,2,0,2,0,2
SANTIVAÑES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,23,0,23,0,23
SICAYA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,3,0,3,0,3
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,1,0,1,0,1
TACOPAYA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,11,1,11,1,12
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,14,0,14,0,14
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,23,0,23,0,23
UYUNI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,4,0,4,0,4
VILLA SERRANO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,13,0,13,0,13
